"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"221","欣慰","Pleased","6.6","1.53"
"222","忠实","Faithful","6.6","1.74"
"223","表彰","Commend","6.6","1.64"
"224","取胜","Win","6.6","1.41"
"225","盈利","Profit","6.6","1.68"
"226","佳","Good","6.6","1.63"
"227","玫瑰","Rose","6.6","1.41"
"228","难能可贵","Commendable","6.6","1.62"
"229","歌唱","Singing","6.6","1.75"
"230","风景","Landscape","6.6","1.44"
"231","报酬","Reward","6.6","1.6"
"232","赞同","Approval","6.6","1.48"
"233","好人","Good person","6.6","1.7"
"234","妙","Wonderful","6.58","1.7"
"235","祖母","Grandmother","6.58","1.7"
"236","情趣","Delight","6.58","1.43"
"237","赏","Reward","6.58","1.23"
"238","独创","Original creation","6.58","1.34"
"239","热闹","Lively","6.58","1.18"
"240","才智","Ability and wisdom","6.58","1.67"
"241","旅游","Tourism","6.58","1.47"
"242","荣获","Award","6.58","1.74"
"243","珍惜","Treasure","6.58","1.25"
"244","吉","Lucky","6.58","1.79"
"245","坚强","Strong","6.58","1.23"
"246","一流","Top","6.56","1.49"
"247","细心","Careful","6.56","1.25"
"248","盛名","Great reputation","6.56","1.39"
"249","分红","Dividend","6.56","1.5"
"250","放心","Rest assured","6.56","1.31"
"251","神仙","Immortal","6.56","1.68"
"252","发扬光大","Flourish","6.56","1.73"
"253","好转","Improve","6.56","1.31"
"254","理想","Ideal","6.56","1.67"
"255","感人","Moving","6.56","1.21"
"256","英雄","Hero","6.56","1.68"
"257","赞助","Sponsor","6.56","1.33"
"258","赞","Praise","6.56","1.98"
"259","和谐","Harmony","6.54","1.58"
"260","上进","Motivated","6.54","1.46"
"261","灵感","Inspiration","6.54","1.43"
"262","优化","Optimization","6.54","1.07"
"263","永恒","Eternal","6.54","1.74"
"264","友好","Friendly","6.54","1.55"
"265","大自然","Nature","6.54","1.57"
"266","珠宝","Jewelry","6.54","1.37"
"267","慷慨","Generous","6.54","1.88"
"268","淋漓尽致","Vividly","6.54","1.15"
"269","正确","Correct","6.54","1.72"
"270","春节","Chinese New Year","6.54","2.09"
"271","有益","Beneficial","6.54","1.43"
"272","可靠","Reliable","6.54","1.2"
"273","功劳","Credit","6.54","1.54"
"274","日新月异","Changing","6.54","1.31"
"275","真实","Real","6.54","1.49"
"276","财富","Wealth","6.54","1.68"
"277","进取","Aggressive","6.52","1.3"
"278","父母","Parents","6.52","1.91"
"279","真心","Sincere","6.52","1.49"
"280","强大","Powerful","6.52","1.53"
"281","善","Good","6.52","1.81"
"282","利润","Profit","6.52","1.58"
"283","灵活","Flexible","6.52","1.11"
"284","造福","Benefit","6.52","1.4"
"285","周末","Weekend","6.52","1.59"
"286","英勇","Heroic","6.52","1.49"
"287","亲","Kiss","6.5","1.23"
"288","宏伟","Magnificent","6.5","1.46"
"289","友谊","Friendship","6.5","1.47"
"290","洋溢","Filled","6.5","1.47"
"291","昌盛","Prosperity","6.5","2"
"292","康复","Rehabilitation","6.5","1.34"
"293","优势","Superiority","6.5","1.43"
"294","高档","Top grade","6.5","1.53"
"295","我家","My family","6.5","1.46"
"296","雄厚","Strong","6.5","1.37"
"297","充裕","Ample","6.5","1.25"
"298","朋友","Friend","6.5","1.71"
"299","信心","Confidence","6.5","1.46"
"300","强国","Power","6.48","1.46"
"301","独立自主","Independent","6.48","1.42"
"302","致富","Become rich","6.48","1.53"
"303","高级","Advanced","6.48","1.49"
"304","明朗","Clear","6.48","1.5"
"305","关心","Care","6.48","1.13"
"306","生动","Vivid","6.48","1.05"
"307","神圣","Sacred","6.48","1.5"
"308","爱护","Cherish","6.48","1.42"
"309","年轻","Young","6.48","1.54"
"310","勇气","Courage","6.48","1.37"
"311","宁静","Serenity","6.48","1.39"
"312","奋斗","Struggle","6.48","1.34"
"313","精致","Refinement","6.48","1.57"
"314","盈","Full","6.46","1.47"
"315","永远","Forever","6.46","1.49"
"316","崇拜","Worship","6.46","1.2"
"317","生日","Birthday","6.46","1.84"
"318","畅销","Sell ​​well","6.46","1.31"
"319","精细","Fine","6.46","1.22"
"320","勤劳","Industrious","6.46","1.51"
"321","强","Strength","6.46","1.36"
"322","胜任","Competent","6.46","1.45"
"323","鉴赏","Appreciate","6.46","1.59"
"324","美人","Beauty","6.46","1.84"
"325","宏大","Grand","6.46","1.53"
"326","哈","Ha","6.44","1.64"
"327","太阳","Sun","6.44","1.5"
"328","智","Wisdom","6.44","1.68"
"329","提高","Improve","6.44","1.23"
"330","健身","Fitness","6.44","1.26"
"331","纯洁","Pure","6.44","1.59"
"332","斗志","Will to fight","6.44","1.33"
"333","善意","Goodwill","6.44","1.74"
"334","信誉","Credit","6.44","1.61"
"335","礼物","Gift","6.44","1.3"
"336","推崇","Praise highly","6.44","1.21"
"337","焕发","Coruscate","6.44","1.13"
"338","神奇","Magical","6.44","1.49"
"339","休闲","Leisure","6.42","1.36"
"340","老婆","Wife","6.42","1.64"
"341","声誉","Reputation","6.42","1.14"
"342","兴趣","Interest","6.42","1.11"
"343","美化","Beautify","6.42","1.33"
"344","创造","Create","6.42","1.46"
"345","明智","Wise","6.42","1.83"
"346","乐园","Paradise","6.42","1.63"
"347","深厚","Deep","6.42","1.23"
"348","完善","Perfect","6.42","1.37"
"349","平和","Mild","6.42","1.54"
"350","妹妹","Sister","6.42","1.58"
"351","顽强","Tenacious","6.42","1.43"
"352","奶奶","Grandmother","6.42","1.95"
"353","风光","Scene","6.42","1.43"
"354","受益","Benefit","6.42","1.39"
"355","歌颂","Praise","6.42","1.9"
"356","开明","Enlightened","6.42","1.18"
"357","熟练","Skilled","6.42","1.5"
"358","亲属","Relatives","6.4","1.64"
"359","自力更生","Self-reliance","6.4","1.26"
"360","梦想","Dream","6.4","1.87"
"361","舒","Shu","6.4","1.12"
"362","公平","Fair","6.4","1.54"
"363","上帝","God","6.4","1.59"
"364","父亲","Father","6.4","1.7"
"365","改善","Improve","6.4","0.99"
"366","安定","Stable","6.4","1.4"
"367","爱情","Love","6.4","1.95"
"368","开阔","Open","6.4","1.29"
"369","景色","Scenery","6.4","1.34"
"370","增值","Appreciation","6.4","1.34"
"371","时尚","Fashion","6.4","1.47"
"372","富翁","Moneybags","6.4","2.17"
"373","妻","Wife","6.4","1.47"
"374","顶峰","Peak","6.4","1.62"
"375","优待","Give preferential treatment","6.4","1.54"
"376","黄金","Gold","6.4","1.75"
"377","动人","Moving","6.4","1.58"
"378","葡萄酒","Wine","6.38","1.41"
"379","振奋","Rouse","6.38","1.37"
"380","辽阔","Vast","6.38","1.46"
"381","现代化","Modernization","6.38","1.43"
"382","升值","Appreciation","6.38","1.5"
"383","积极","Active","6.38","1.63"
"384","奖学金","Scholarship","6.38","1.98"
"385","朝气","Vitality","6.38","1.61"
"386","友","Friendly","6.38","1.24"
"387","高明","Clever","6.38","1.54"
"388","看好","Optimistic","6.38","1.19"
"389","宝","Treasure","6.38","1.58"
"390","崇敬","Respect","6.38","1.75"
"391","成就","Achievement","6.38","1.86"
"392","益","Benefit","6.36","1.19"
"393","活跃","Active","6.36","1.55"
"394","谢","Thank","6.36","1.5"
"395","青春","Youth","6.36","1.51"
"396","奋起","Rise","6.36","1.29"
"397","互助","Mutual","6.36","1.31"
"398","修养","Accomplishment","6.36","1.03"
"399","小康","Well","6.36","1.55"
"400","创造性","Creativity","6.36","1.68"
"401","崭新","Brand-new","6.36","1.6"
"402","准确","Accurate","6.36","1.21"
"403","适宜","Suitable","6.36","1.08"
"404","老家","Home","6.36","1.51"
"405","休假","Vacation","6.36","1.54"
"406","有名","Famous","6.36","1.06"
"407","蓬勃","Vigorous","6.34","1.27"
"408","衷心","Heartfelt","6.34","1.42"
"409","精通","Proficient","6.34","1.53"
"410","享乐","Pleasure","6.34","1.49"
"411","珍珠","Pearl","6.34","1.48"
"412","舞蹈","Dance","6.34","1.29"
"413","祖国","Motherland","6.34","1.71"
"414","友人","Friends","6.34","1.69"
"415","充足","Adequate","6.34","1.72"
"416","放松","Relaxation","6.34","1.51"
"417","彩","Color","6.34","1.45"
"418","良性","Benign","6.34","1.15"
"419","赚","Earn","6.34","1.53"
"420","节日","Festival","6.34","1.52"
"421","安全","Security","6.34","1.45"
"422","健全","Sound","6.34","1.67"
"423","信用","Credit","6.34","1.14"
"424","毅力","Perseverance","6.32","1.45"
"425","唱歌","Sing a song","6.32","1.35"
"426","领悟","Realization","6.32","1.35"
"427","环保","Green","6.32","1.28"
"428","特长","Specialty","6.32","1.19"
"429","母","Mother","6.32","1.5"
"430","北大","Peking University","6.32","1.66"
"431","稳","Steady","6.32","1.19"
"432","忠","Loyal","6.32","1.62"
"433","旅行","Travel","6.32","1.6"
"434","最高","Highest","6.32","1.6"
"435","广阔","Broad","6.32","1.35"
"436","廉政","Against","6.32","1.53"
"437","知名","Well-known","6.32","1.33"
"438","创意","Creative","6.32","1.17"
"439","营养","Nutrition","6.32","1.35"
"440","充实","Enrich","6.32","1.41"
"441","故乡","Home","6.32","1.46"
"442","人材","Talent","6.3","1.33"
"443","和美","Beauty","6.3","1.74"
"444","认真","Serious","6.3","1.4"
"445","活着","Alive","6.3","1.22"
"446","益处","Benefit","6.3","1.46"
"447","潜能","Potential","6.3","1.23"
"448","果实","Fruit","6.3","1.2"
"449","女儿","Daughter","6.3","1.61"
"450","花","Flower","6.3","1.58"
"451","雄心","Ambition","6.3","1.13"
"452","山水","Landscape","6.3","1.31"
"453","爷爷","Grandpa","6.3","1.4"
"454","收获","Gain","6.3","1.64"
"455","绅士","Gentleman","6.3","1.54"
"456","乐于","Be happy","6.3","1.22"
"457","金","Gold","6.3","1.45"
"458","真切","Clear","6.3","1.05"
"459","新鲜","Fresh","6.3","1.58"
"460","荣","Glory","6.3","1.59"
"461","新颖","Novel","6.3","1.37"
"462","活力","Vitality","6.3","1.58"
"463","勤工俭学","Work-study","6.28","1.34"
"464","可观","Considerable","6.28","1.21"
"465","生命","Life","6.28","1.6"
"466","未来","Future","6.28","1.4"
"467","慧","Intelligent","6.28","1.11"
"468","积极性","Enthusiasm","6.28","1.74"
"469","干净","Clean","6.28","1.54"
"470","文明","Civilization","6.28","1.53"
"471","不错","Not bad","6.28","1.57"
"472","气质","Temperament","6.28","1.41"
"473","贡献","Contribution","6.28","1.73"
"474","净化","Purify","6.28","1.14"
"475","迎接","Greet","6.28","1.28"
"476","君子","Gentleman","6.28","1.54"
"477","姐姐","Sister","6.28","1.5"
"478","公正","Fair","6.28","2.04"
"479","智能","Intelligent","6.28","1.21"
"480","娱乐","Entertainment","6.28","1.75"
"481","宽阔","Wide","6.28","1.28"
"482","升","Liter","6.28","1.29"
"483","跳舞","Dance","6.28","1.47"
"484","愿望","Desire","6.28","1.21"
"485","高大","Tall","6.28","1.21"
"486","亲友","Friends","6.28","1.55"
"487","真理","Truth","6.28","1.46"
"488","高潮","Climax","6.28","1.63"
"489","尊","Honor","6.28","1.21"
"490","礼品","Gift","6.26","1.14"
"491","领先","Lead","6.26","1.68"
"492","壮大","Grow","6.26","1.32"
"493","观赏","Watch","6.26","1.45"
"494","饱","Full","6.26","1.4"
"495","十分","Very","6.26","1.32"
"496","勇于","Courage","6.26","1.54"
"497","努力","Strive","6.26","1.26"
"498","趣","Interesting","6.26","1.31"
"499","花卉","Flowers","6.26","1.58"
"500","羡慕","Envy","6.26","1.32"
"501","见效","Effective","6.26","1.43"
"502","国庆","National day","6.26","1.69"
"503","人才","Talented person","6.26","1.65"
"504","香","Incense","6.26","1.55"
"505","财源","Financial resources","6.26","1.7"
"506","才干","Competence","6.26","1.29"
"507","太平","Taiping","6.26","1.44"
"508","良好","Good","6.24","1.74"
"509","精品","Boutique","6.24","1.76"
"510","安心","Relieved","6.24","1.56"
"511","绿色","Green","6.24","1.35"
"512","便利","Convenience","6.24","1.48"
"513","豪华","Luxury","6.24","2.03"
"514","捐赠","Donate","6.24","1.46"
"515","勇士","Warrior","6.24","1.74"
"516","尊严","Dignity","6.24","1.65"
"517","增强","Strengthen","6.24","1.24"
"518","热爱","Love","6.24","1.65"
"519","单纯","Simple","6.24","1.53"
"520","超越","Transcend","6.24","1.52"
"521","忠于","Loyal to","6.24","1.27"
"522","新奇","Novel","6.24","1.41"
"523","轻而易举","Easy","6.24","1.32"
"524","勤","Attendance","6.24","1.36"
"525","清晰","Clear","6.24","1.14"
"526","宝座","Throne","6.24","1.57"
"527","实事求是","Facts","6.24","1.66"
"528","长处","Forte","6.24","1.51"
"529","家人","Family","6.24","1.67"
"530","缘","Edge","6.24","1.53"
"531","充沛","Abundant","6.24","1.76"
"532","闻名","Famous","6.24","1.64"
"533","坚信","Firmly believe","6.24","1.42"
"534","年青","Young","6.24","1.42"
"535","敬","Respect","6.24","1.25"
"536","高昂","High","6.24","1.92"
"537","钱","Money","6.24","1.29"
"538","惠","Benefit","6.22","1.3"
"539","尖端","Sophisticated","6.22","1.47"
"540","绿化","Green","6.22","1.66"
"541","营利","Profit","6.22","1.31"
"542","自立","Independence","6.22","1.33"
"543","实惠","Affordable","6.22","1.64"
"544","好处","Benefit","6.22","1.18"
"545","相辅相成","Complementary","6.22","1.17"
"546","成果","Achievement","6.22","1.67"
"547","艺术","Art","6.22","1.31"
"548","理解","Understanding","6.22","1.54"
"549","长城","Great Wall","6.22","1.67"
"550","良心","Conscience","6.22","1.5"
"551","音乐","Music","6.22","1.52"
"552","成熟","Mature","6.22","1.53"
"553","圣诞","Christmas","6.22","1.83"
"554","祝","Wish","6.2","1.4"
"555","决心","Determination","6.2","1.31"
"556","偶像","Idol","6.2","1.73"
"557","趣味","Taste","6.2","1.68"
"558","聚会","Meet","6.2","1.14"
"559","长久","Long","6.2","1.46"
"560","升级","Upgrade","6.2","1.34"
"561","大学","University","6.2","1.62"
"562","怀抱","Embrace","6.2","1.39"
"563","生命力","Vitality","6.2","1.58"
"564","享有","Enjoy","6.2","1.18"
"565","捐献","Donate","6.2","1.46"
"566","一视同仁","Equally","6.2","1.01"
"567","弘扬","Promote","6.2","1.54"
"568","激情","Enthusiasm","6.2","1.67"
"569","姑娘","Girl","6.2","1.44"
"570","抱负","Ambition","6.2","1.25"
"571","康","Kang","6.2","1.28"
"572","精明","Shrewd","6.2","1.62"
"573","德","Moral","6.2","1.36"
"574","爱国","Patriotic","6.18","1.66"
"575","自由","Free","6.18","1.97"
"576","星期日","Sunday","6.18","1.7"
"577","隆重","Grand","6.18","1.6"
"578","精心","Meticulously","6.18","1.51"
"579","丰","Abundant","6.18","1.79"
"580","大海","Sea","6.18","1.3"
"581","责任感","Responsibility","6.18","1.27"
"582","水果","Fruit","6.18","1.52"
"583","典范","Model","6.18","1.51"
"584","坚持","Persist","6.18","1.41"
"585","暑假","Summer vacation","6.18","1.62"
"586","有利","Favorable","6.18","1.51"
"587","效益","Benefit","6.18","1.48"
"588","著名","Famous","6.18","1.64"
"589","电影院","Cinema","6.18","1.47"
"590","诚","Honest","6.18","1.38"
"591","实话","Truth","6.18","1.24"
"592","婚","Marriage","6.18","1.17"
"593","礼","Ceremony","6.18","1.14"
"594","互惠","Reciprocal","6.18","1.27"
"595","前景","Outlook","6.18","1.24"
"596","增高","Heighten","6.18","0.96"
"597","仙","Immortal","6.18","1.45"
"598","敏锐","Keen","6.18","1.34"
"599","赢得","Win","6.16","1.68"
"600","娘","Woman","6.16","1.48"
"601","典礼","Ceremony","6.16","1.2"
"602","床上","Bed","6.16","1.56"
"603","美金","USD","6.16","1.86"
"604","威望","Prestige","6.16","1.71"
"605","高产","High yield","6.16","1.46"
"606","圣人","Sage","6.16","1.6"
"607","保养","Maintenance","6.16","1.4"
"608","务实","Pragmatic","6.16","1.15"
"609","兴致","Interest","6.16","1.31"
"610","发展","Developing","6.16","1.25"
"611","幸","Fortunately","6.16","1.31"
"612","乐曲","Music","6.16","1.4"
"613","父","Father","6.16","1.79"
"614","要好","Better","6.16","1.27"
"615","增产","Production","6.16","1.18"
"616","赠送","Gift","6.16","1.45"
"617","气魄","Verve","6.16","1.23"
"618","安宁","Peaceful","6.16","1.54"
"619","同心","Concentric","6.16","1.33"
"620","团结","Unite","6.16","1.83"
"621","客气","Polite","6.16","1.11"
"622","前所未有","Unprecedented","6.16","1.42"
"623","闲暇","Leisure","6.16","1.13"
"624","品德","Morality","6.14","1.37"
"625","帮助","Help","6.14","1.16"
"626","心愿","Wish","6.14","1.44"
"627","充满","Full","6.14","1.36"
"628","远见","Vision","6.14","1.29"
"629","对","To","6.14","1.44"
"630","儿女","Sons and daughters","6.14","1.59"
"631","增收","Income","6.14","1.51"
"632","认同","Identity","6.14","1.32"
"633","顺","Along","6.14","1.69"
"634","榜样","Example","6.14","1.53"
"635","皇后","Empress","6.14","1.44"
"636","非凡","Extraordinary","6.14","1.6"
"637","分享","Share","6.14","1.37"
"638","熟悉","Familiar","6.12","1.06"
"639","壮年","Prime","6.12","1.44"
"640","享","Enjoy","6.12","1.15"
"641","现金","Cash","6.12","1.24"
"642","细致","Meticulous","6.12","1.26"
"643","亲戚","Relative","6.12","1.71"
"644","愿意","Willing","6.12","1.66"
"645","天然","Natural","6.12","1.21"
"646","经典","Classic","6.12","1.24"
"647","高等","Higher","6.12","1.24"
"648","诗意","Poetry","6.12","1.52"
"649","相信","Believe","6.12","1.27"
"650","增幅","Increase","6.12","1.22"
"651","亮","Bright","6.12","1.21"
"652","显著","Notable","6.12","1.19"
"653","同意","Agree","6.12","1.51"
"654","上升","Rise","6.12","1.21"
"655","清华","Qinghua","6.12","1.53"
"656","信仰","Faith","6.12","1.6"
"657","接纳","Acceptance","6.12","1.08"
"658","好多","Many","6.12","1.17"
"659","存款","Deposit","6.12","1.27"
"660","清醒","Sober","6.12","1.38"
"661","录用","Hire","6.12","1.48"
"662","温和","Moderate","6.12","1.14"
"663","明晰","Clear","6.12","1.26"
"664","工资","Wage","6.12","1.41"
"665","元旦","New Year's Day","6.12","1.52"
"666","拥有","Have","6.12","1.32"
"667","良知","Intuitive knowledge","6.12","1.53"
"668","森林","Forest","6.12","1.61"
"669","霞","Xia","6.1","1.36"
"670","高","High","6.1","1.49"
"671","刻苦","Assiduous","6.1","1.4"
"672","安静","Quiet","6.1","1.43"
"673","清洁","Clean","6.1","1.11"
"674","关切","Concern","6.1","1.31"
"675","期待","Expect","6.1","1.33"
"676","才能","Talent","6.1","1.39"
"677","奥运会","Olympic Games","6.1","1.68"
"678","承诺","Commitment","6.1","1.4"
"679","抒情","Lyric","6.1","1.13"
"680","姊","Sister","6.1","1.56"
"681","有用","Useful","6.1","1.36"
"682","声望","Prestige","6.1","1.54"
"683","同胞","Compatriots","6.1","1.25"
