"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"383","musiker","musician","6.88","1.27"
"384","children","children","6.88","1.49"
"385","festival","festival","6.88","1.21"
"386","klarheit","clarity","6.88","1.06"
"387","bescherung","bescherung","6.88","1.69"
"388","sweetie","sweetie","6.88","1.49"
"389","daheim","home","6.88","1.22"
"390","bildung","education","6.88","1.27"
"391","date","date","6.88","1.38"
"392","home","home","6.88","1.36"
"393","clever","clever","6.88","1.22"
"394","kostenloses","Free","6.88","1.49"
"395","optimal","optimally","6.88","1.47"
"396","freundesliste","friend list","6.86","1.37"
"397","wald","forest","6.86","1.41"
"398","baby","baby","6.86","1.4"
"399","qualität","quality","6.86","1.05"
"400","feelings","feelings","6.86","1.25"
"401","merci","merci","6.86","1.43"
"402","katze","cat","6.86","1.41"
"403","zukunft","future","6.86","1.14"
"404","tochter","daughter","6.86","1.31"
"405","menschlicher","human","6.86","1.05"
"406","yeah","yeah","6.86","1.67"
"407","stern","star","6.86","1.16"
"408","vielfalt","diversity","6.86","1.31"
"409","bonus","bonus","6.86","1.34"
"410","lebendig","lively","6.86","1.14"
"411","Überraschung","Surprise","6.86","1.39"
"412","wünsche","wish","6.86","1.14"
"413","gefühle","feelings","6.86","1.2"
"414","hallo","hi","6.84","1.49"
"415","dear","dear","6.84","1.18"
"416","park","park","6.84","1.17"
"417","nikolaus","nicholas","6.84","1.77"
"418","gerecht","justice","6.84","1.23"
"419","jaaaa","yeah","6.84","1.89"
"420","künstlerischen","artistic","6.84","1.02"
"421","quality","quality","6.84","1.2"
"422","motivation","motivation","6.84","1.25"
"423","schmuck","decoration","6.84","1.27"
"424","interesting","interesting","6.84","1.3"
"425","vertraut","familiar","6.84","1"
"426","partner","partners","6.84","1.25"
"427","solidarität","Solidarity","6.84","1.08"
"428","künstlerische","artistic","6.84","1.15"
"429","stärke","strength","6.84","1.17"
"430","innovation","innovation","6.84","1.09"
"431","easy","easy","6.84","1.15"
"432","wasser","water","6.84","1.39"
"433","lol","lol","6.82","1.51"
"434","beach","beach","6.82","1.81"
"435","fortschritte","progress","6.82","1.04"
"436","gutschein","coupon","6.82","1.34"
"437","erinnerungen","memories","6.82","1.37"
"438","alive","alive","6.82","1.29"
"439","ja","yes","6.82","1.37"
"440","wow","wow","6.82","1.62"
"441","kino","cinema","6.82","1.3"
"442","kultur","culture","6.82","1.27"
"443","hoffnungen","hopes","6.82","1.14"
"444","vorteile","benefits","6.82","1.1"
"445","schlaf","Sleeping","6.82","1.26"
"446","zusammenarbeit","cooperation","6.82","1.06"
"447","vollendung","completion","6.82","1.32"
"448","ferienhäuser","villas","6.82","1.41"
"449","weisheit","wisdom","6.8","1.28"
"450","spitze","great","6.8","1.37"
"451","erfolgreiches","successful","6.8","1.21"
"452","farben","colors","6.8","1.11"
"453","favoriten","favorites","6.8","1.21"
"454","prost","cheers","6.8","1.14"
"455","talented","talented","6.8","1.23"
"456","champions","champions","6.8","1.43"
"457","malerei","painting","6.8","1.29"
"458","gehalt","content","6.8","1.21"
"459","teddy","teddy","6.8","1.39"
"460","lieber","rather","6.8","1.18"
"461","garten","garden","6.8","1.26"
"462","vorbild","prototypical","6.8","1.09"
"463","frauen","women","6.8","1.26"
"464","magic","magic","6.8","1.46"
"465","famous","famous","6.8","1.16"
"466","besser","more","6.8","0.93"
"467","fit","fit","6.8","1.44"
"468","schlafzimmer","bedrooms","6.8","1.32"
"469","frühjahr","spring","6.8","1.36"
"470","fresh","fresh","6.78","1"
"471","lösung","solution","6.78","1.13"
"472","child","child","6.78","1.37"
"473","interessant","interesting","6.78","1.06"
"474","guten","good","6.78","1.3"
"475","mädchen","girl","6.78","1.31"
"476","kostenlose","free","6.78","1.31"
"477","künstler","artist","6.78","1.27"
"478","entertainment","entertainment","6.78","1.31"
"479","dad","dad","6.78","1.4"
"480","strahlen","radiation","6.78","1.36"
"481","concert","concert","6.78","1.17"
"482","parents","parents","6.78","1.36"
"483","verbesserung","improvement","6.78","1.28"
"484","feeling","Feeling","6.78","1.31"
"485","café","cafe","6.78","1.13"
"486","bruder","brother","6.78","1.2"
"487","cafe","cafe","6.76","1.32"
"488","neujahr","New Year","6.76","1.45"
"489","dancing","dancing","6.76","1.61"
"490","energy","energy","6.76","1.15"
"491","wunsch","wish","6.76","1.48"
"492","photography","photography","6.76","1.41"
"493","spanien","spain","6.76","1.48"
"494","schwangerschaft","pregnancy","6.76","1.46"
"495","gifts","gifts","6.76","1.62"
"496","günstig","favorably","6.76","1.08"
"497","gern","like","6.76","1.15"
"498","frau","woman","6.76","1.41"
"499","gefühl","feeling","6.76","1.29"
"500","verbessern","improve","6.76","1.08"
"501","erster","first","6.76","1.3"
"502","anerkennen","recognize","6.76","1.06"
"503","helfen","help","6.74","1.27"
"504","verschenken","give away","6.74","1.31"
"505","sehenswürdigkeiten","attractions","6.74","1.45"
"506","sauber","clean","6.74","1.01"
"507","erlebnis","experience","6.74","1.35"
"508","hilfreich","helpful","6.74","1.01"
"509","favorite","favorite","6.74","1.21"
"510","unabhängig","independently","6.74","1.01"
"511","horizont","horizon","6.74","1.16"
"512","küste","coast","6.74","1.51"
"513","bravo","bravo","6.74","1.51"
"514","wünschen","require","6.74","1.45"
"515","disney","disney","6.74","1.41"
"516","zustimmung","agreement","6.74","1.01"
"517","schwimmen","float","6.74","1.47"
"518","individualität","individuality","6.72","1.16"
"519","gebildet","educated","6.72","1.21"
"520","woman","woman","6.72","1.29"
"521","sicherheit","security","6.72","1.29"
"522","jugend","youth","6.72","1.09"
"523","richtige","right","6.72","1.36"
"524","thank","thank","6.72","1.37"
"525","girl","girl","6.72","1.25"
"526","girls","girls","6.72","1.31"
"527","wissen","know","6.72","1.28"
"528","lebendige","living","6.72","1.09"
"529","verdienst","merit","6.72","1.23"
"530","gefällt","like","6.72","1.47"
"531","premium","premium","6.72","1.21"
"532","erfindung","invention","6.72","1.16"
"533","erleichtert","relieved","6.72","1.07"
"534","landschaft","landscape","6.72","1.37"
"535","menschliche","human","6.72","1.09"
"536","geschafft","managed","6.7","1.25"
"537","ausgehen","go out","6.7","1.34"
"538","ideale","ideal","6.7","1.07"
"539","film","movie","6.7","1.25"
"540","verstand","understood","6.7","1.2"
"541","schlafen","sleep","6.7","1.31"
"542","wein","wine","6.7","1.47"
"543","haustiere","pets","6.7","1.62"
"544","gutem","good","6.7","1.33"
"545","schmecken","taste good","6.7","1.11"
"546","idea","idea","6.7","1.05"
"547","gedicht","poem","6.7","1.11"
"548","weltweit","worldwide","6.7","1.33"
"549","better","better","6.7","1.22"
"550","restaurant","restaurant","6.7","1.3"
"551","lego","lego","6.7","1.47"
"552","saturday","saturday","6.7","1.42"
"553","stolz","proud","6.7","1.18"
"554","sleeping","sleeping","6.7","1.22"
"555","cinema","cinema","6.68","1.39"
"556","buch","Book","6.68","1.43"
"557","hot","hot","6.68","1.28"
"558","relationship","relationship","6.68","1.45"
"559","gutscheine","vouchers","6.68","1.38"
"560","million","million","6.68","1.58"
"561","konzerte","concerts","6.68","1.27"
"562","insel","island","6.68","1.43"
"563","keks","biscuit","6.68","1.22"
"564","paris","paris","6.68","1.46"
"565","true","true","6.68","1.33"
"566","grüße","greetings","6.68","1.15"
"567","neuigkeiten","news","6.68","1.33"
"568","versandkostenfrei","Free Shipping","6.68","1.54"
"569","world","world","6.68","1.3"
"570","kunstwerk","artwork","6.68","1.35"
"571","pflanzen","plant","6.68","1.2"
"572","fine","fine","6.68","1.43"
"573","schick","sophisticated","6.68","1.38"
"574","deluxe","Deluxe","6.68","1.48"
"575","frische","fresh","6.68","0.91"
"576","unterstützen","support","6.68","1.17"
"577","mai","mai","6.68","1.39"
"578","tierwelt","wildlife","6.66","1.41"
"579","movie","movie","6.66","1.19"
"580","kind","child","6.66","1.33"
"581","favourite","favorite","6.66","1.12"
"582","liked","liked","6.66","1.27"
"583","b-day","b-day","6.66","2.05"
"584","food","food","6.66","1.3"
"585","yes","yes","6.66","1.49"
"586","fantasy","Fantasy","6.66","1.36"
"587","sunday","sunday","6.66","1.97"
"588","juni","June","6.66","1.27"
"589","fahrrad","bicycle","6.66","1.32"
"590","proud","proud","6.66","1.66"
"591","sternen","star","6.66","1.39"
"592","selbständigkeit","self-reliance","6.66","1.02"
"593","tee","tea","6.66","1.27"
"594","freitag","Friday","6.66","1.42"
"595","ruhe","calm","6.66","1.15"
"596","golden","golden","6.66","1.27"
"597","vorzüglich","especially","6.66","1.17"
"598","interessieren","Interested","6.66","1.14"
"599","rabatt","discount","6.66","1.04"
"600","gemüse","vegetable","6.66","1.32"
"601","berühren","affect","6.66","1.08"
"602","persönlichkeit","character","6.66","1.36"
"603","demokratische","democratic","6.64","1.27"
"604","sonntag","Sunday","6.64","1.96"
"605","unterstützung","support","6.64","1.26"
"606","reich","wealthy","6.64","1.54"
"607","befriedigung","meeting","6.64","1.12"
"608","fotografie","photography","6.64","1.17"
"609","krone","crown","6.64","1.43"
"610","seele","soul","6.64","1.35"
"611","together","together","6.64","1.32"
"612","lieder","songs","6.64","1.32"
"613","stars","stars","6.64","1.35"
"614","hahahah","hahahah","6.64","1.95"
"615","wikipedia","wikipedia","6.64","1.5"
"616","couch","Couch","6.64","1.27"
"617","nützlich","useful","6.64","1.05"
"618","zarte","delicate","6.64","1.16"
"619","vermögen","be able","6.64","1.38"
"620","verbessert","improved","6.64","1.05"
"621","filme","movies","6.64","1.34"
"622","erde","ground","6.64","1.27"
"623","helden","Heroes","6.64","1.34"
"624","hilfe","relief","6.64","1.38"
"625","kaffee","coffee","6.64","1.38"
"626","empfehlung","recommendation","6.64","1.08"
"627","stark","strong","6.64","1.34"
"628","literatur","literature","6.64","1.17"
"629","luft","air","6.62","1.19"
"630","erleben","experience","6.62","1.37"
"631","miteinander","together","6.62","1.23"
"632","bella","bella","6.62","1.35"
"633","likes","likes","6.62","1.4"
"634","künste","arts","6.62","1.24"
"635","care","care","6.62","1.21"
"636","gefördert","promoted","6.62","0.99"
"637","günstiger","cheaper","6.62","1.1"
"638","klasse","class","6.62","1.41"
"639","dinner","dinner","6.62","1.14"
"640","hihi","hehe","6.62","1.99"
"641","kamera","camera","6.62","1.18"
"642","Übereinstimmung","Agreement","6.62","1.1"
"643","soul","soul","6.62","1.44"
"644","musikinstrumente","musical instruments","6.62","1.5"
"645","abschluss","completion","6.62","1.4"
"646","sleep","sleep","6.62","1.35"
"647","goodnight","goodnight","6.62","1.09"
"648","büchern","books","6.62","1.31"
"649","gelingen","succeed","6.62","1.16"
"650","gruß","greeting","6.62","1.24"
"651","juli","july","6.62","1.43"
"652","excited","excited","6.62","1.09"
"653","travel","travel","6.62","1.31"
"654","verwirklichung","realization","6.62","1.35"
"655","optimale","optimal","6.6","1.14"
"656","poesie","poetry","6.6","1.63"
"657","rücksicht","considerate","6.6","1.09"
"658","dance","dance","6.6","1.36"
"659","august","august","6.6","1.58"
"660","playing","playing","6.6","1.31"
"661","interesse","interest","6.6","1.16"
"662","singing","singing","6.6","1.48"
"663","clean","clean","6.6","1.2"
"664","life","life","6.6","1.43"
"665","finale","final","6.6","1.32"
"666","neuwertig","new","6.6","0.99"
"667","bett","bed","6.6","1.53"
"668","book","facebook","6.6","1.41"
"669","hehe","hehe","6.6","1.51"
"670","lebt","lives","6.6","1.34"
"671","individuell","individually","6.6","1.16"
"672","movies","movies","6.6","1.37"
"673","hero","hero","6.6","1.73"
"674","earth","earth","6.6","1.29"
"675","please","please","6.6","1.36"
"676","schmeckt","tastes","6.6","1.28"
"677","restaurants","restaurants","6.6","1.29"
"678","bewusstsein","awareness","6.6","1.18"
"679","anerkannt","recognized","6.6","0.9"
"680","vollendet","completed","6.6","1.14"
"681","bequem","easily","6.6","1.07"
"682","verstanden","understood","6.58","1.01"
"683","congrats","congrats","6.58","1.8"
"684","sinnvoll","useful","6.58","1.14"
"685","haha","haha","6.58","1.46"
"686","entfaltung","development","6.58","0.99"
"687","sekt","champagne","6.58","1.39"
"688","einigung","agreement","6.58","1.14"
"689","kindergarten","nursery","6.58","1.25"
"690","möglichkeiten","opportunities","6.58","1.13"
"691","Ästhetik","Aesthetics","6.58","1.25"
"692","essen","eat","6.58","1.31"
"693","aktivität","activity","6.58","1.01"
"694","photo","photo","6.58","1.23"
"695","günstige","cheap","6.58","1.18"
"696","abi","abi","6.58","1.2"
"697","hollywood","hollywood","6.58","1.28"
"698","pflanze","plant","6.58","1.13"
"699","vernunft","rational","6.58","1.03"
"700","fühlen","feel","6.58","1.18"
"701","kraft","force","6.58","1.11"
