"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"77","반갑습니다","Nice to meet you.","7.1","1.09"
"78","행복하세요","Be happy","7.1","1.3"
"79","크리스마스는","Christmas","7.1","1.4"
"80","사랑으로","Love","7.1","1.2"
"81","기쁜","Glad","7.1","1.07"
"82","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","Blah blah blah blah blah blah blah blah blah blah blah blah","7.1","1.66"
"83","크리스마스를","Christmas","7.1","1.17"
"84","예쁘다","Beautiful","7.08","1.28"
"85","결혼","Marriage","7.08","1.21"
"86","멋지다","Cool","7.08","1.21"
"87","희망이","Hope this","7.08","1.05"
"88","귀여워","Cute","7.08","0.94"
"89","당첨","Winning","7.08","1.37"
"90","이뻐요","Nice look","7.08","1.24"
"91","Birthday","Birthday","7.06","1.28"
"92","고맙다","Thank you","7.06","1.11"
"93","반갑다","Nice to meet you","7.06","1.25"
"94","희망","Desire","7.06","1.13"
"95","재밌다","Amusing","7.06","1.2"
"96","고마운","Thankful","7.06","1.15"
"97","내사랑","My Love","7.04","1.38"
"98","아름다운","Beautiful","7.04","1.19"
"99","훌륭한","Fine","7.04","1.16"
"100","연애","Love","7.04","1.19"
"101","감사드립니다","Thank you","7.04","1.12"
"102","칭찬","Praise","7.04","1.11"
"103","성탄","Christmas","7.02","1.3"
"104","고맙습니다","Thank you","7.02","1.12"
"105","thanks","thanks","7.02","1.29"
"106","반가운","Welcome","7.02","1.13"
"107","하하하","Hahaha","7.02","1.32"
"108","축하할","To celebrate","7.02","1.25"
"109","즐겁게","Merrily","7.02","1.24"
"110","이쁘고","And pretty","7.02","1.08"
"111","좋은하루","Have a good day","7.02","1.24"
"112","Thanks","Thanks","7","1.39"
"113","믿음","Belief","7","1.09"
"114","귀엽고","Cute","7","1.2"
"115","페스티벌","Festival","7","1.26"
"116","멋있다","Cool","7","1.05"
"117","파이팅","Fighting","7","1.4"
"118","야호","Yoo-hoo","7","1.23"
"119","맛있다","Delicious","7","1.07"
"120","오예","Oye","7","1.21"
"121","hope","hope","7","1.21"
"122","'행복나눔","""Sharing Happiness","7","1.43"
"123","기쁘군요","I'm pleased to","7","1.16"
"124","ㅋㅋㅋㅋㅋㅋㅋㅋ","Blah blah blah blah blah blah","7","1.48"
"125","당첨자","Winners","7","1.21"
"126","최고의","Top","6.98","1.32"
"127","귀여워서","Cute","6.98","1.04"
"128","대박","Jackpot","6.98","1.42"
"129","good","good","6.98","1.32"
"130","성공한","Successful","6.98","1.32"
"131","맛있게","Enjoy","6.98","1.1"
"132","반갑다야","Good to see you're","6.98","1.19"
"133","따뜻한","Warm","6.98","0.82"
"134","사랑에","Love","6.98","1.39"
"135","홧팅","Hwatting","6.98","1.3"
"136","best","best","6.98","1.42"
"137","좋아합니다","I like","6.96","1.11"
"138","달콤한","Sweet","6.96","0.95"
"139","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","Blah blah blah blah blah blah blah blah blah","6.96","1.56"
"140","대단하다","Nerd","6.96","1.21"
"141","great","great","6.96","1.21"
"142","자유롭게","Free","6.96","1.05"
"143","사랑을","Love","6.96","1.31"
"144","행운이","Good luck","6.96","1.28"
"145","재미있는","Entertaining","6.96","1.11"
"146","예쁘게","Beautifully","6.96","1.14"
"147","땡큐","Thank You","6.96","1.24"
"148","데이트","Date","6.94","1.25"
"149","좋아해요","I like","6.94","1.27"
"150","행복을","Happiness","6.94","1.27"
"151","ㅋㅋㅋㅋㅋㅋ","Blah blah blah blah","6.94","1.45"
"152","밝은","Light","6.94","1.04"
"153","맛있어","Delicious","6.94","1.08"
"154","꽃","Flower","6.94","1.19"
"155","^o^","^ O ^","6.94","1.22"
"156","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","Blah blah blah blah blah blah blah blah blah blah","6.94","1.58"
"157","이뻐","Pretty","6.94","1.19"
"158","애인","Lover","6.94","1.2"
"159","강추~","HOT ~","6.92","1.28"
"160","Music","Music","6.92","1.34"
"161","완벽해","Perfect","6.92","1.28"
"162","예뻐","Th","6.92","1.19"
"163","신나게","Rocking","6.92","1.16"
"164","고마워요","Thank you","6.92","1.01"
"165","감사한","Thanks","6.92","1.14"
"166","좋아요","Good","6.92","1.29"
"167","반가워","Good to see you","6.92","1.1"
"168","ㅎㅎㅎㅎ","Heh heh heh heh","6.9","1.13"
"169","웃음이","Laughter","6.9","0.99"
"170","행운의","Fortunate","6.9","1.23"
"171","보석","Jewel","6.9","1.34"
"172","재밌어","Fun","6.9","1.15"
"173","귀여운","Cute","6.9","1.22"
"174","으하하","Euhaha","6.9","1.15"
"175","이쁘게","In neat","6.9","1.11"
"176","브라보","Bravo","6.9","1.18"
"177","완벽하군요","Perfect.","6.9","1.33"
"178","[대박","[Jackpot","6.9","1.47"
"179","이쁜이","Sweety","6.9","1.25"
"180","자유","Freedom","6.88","1.33"
"181","귀여워요","Cute","6.88","0.96"
"182","Good","Good","6.88","1.33"
"183","반가워요","Nice to meet you.","6.88","1.15"
"184","사랑과","Love","6.88","1.26"
"185","좋다","May","6.88","1.06"
"186","감사해","Thank","6.88","1.04"
"187","좋아하는","Favorite","6.88","1.02"
"188","감사합니다~","Thank you ~","6.88","1.06"
"189","감사하고","Thank","6.88","1.14"
"190","새해복","Happy New Year","6.88","1.29"
"191","Thank","Thank","6.88","1.38"
"192","환호","Cheers","6.86","1.2"
"193","맛있겠다","Yummy","6.86","1.05"
"194","신나는","Exciting","6.86","1.2"
"195","건강해","Healthy","6.86","1.03"
"196","고마와요","Thank you","6.86","0.95"
"197","결혼식","Wedding ceremony","6.86","1.21"
"198","휴가","Vacation","6.86","1.46"
"199","ㅎㅎㅎㅎㅎㅎ","Heh heh heh heh heh heh","6.86","1.51"
"200","방긋","Banggeut","6.84","1.27"
"201","원더풀","Wonderful","6.84","1.31"
"202","좋아해서","I like","6.84","0.98"
"203","결혼했다","Married","6.84","1.25"
"204","좋은글","Good article","6.84","1.23"
"205","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","Blah blah blah blah blah blah","6.84","1.67"
"206","찬스~","Chance ~","6.84","1.04"
"207","월급","Salary","6.84","1.38"
"208","달콤해","Sweet","6.84","1.04"
"209","귀엽다","Cute","6.82","1.16"
"210","반갑네","Good to see you","6.82","1.06"
"211","휴식","Rest","6.82","1.26"
"212","산타가","Santa","6.82","1.51"
"213","굿모닝","Good Morning","6.82","1.29"
"214","네^^","Yes ^ ^","6.82","1.24"
"215","희망을","Hope","6.82","1.16"
"216","여행","Travel","6.82","1.3"
"217","하하","Haha","6.8","1.25"
"218","따뜻하고","Warm","6.8","1.03"
"219","멋져요","Cool","6.8","1.2"
"220","긍정적인","Positive","6.8","1.31"
"221","좋음","Good","6.8","1.21"
"222","착하다","Good boy","6.8","1.09"
"223","웃으면서","Laughing","6.78","1.22"
"224","맛있는","Delicious","6.78","1.18"
"225","유머감각","Sense of humor","6.78","1.09"
"226","굿","Good","6.78","1.36"
"227","편안하게","Easily","6.78","1.11"
"228","굿모닝~","Good Morning ~","6.78","1.13"
"229","재밌게","Have fun","6.78","1.23"
"230","보내세요^^","Spend ^ ^","6.78","1.13"
"231","친절하시네요","That's really nice of you.","6.76","1.12"
"232","속시원한","In cool","6.76","1.14"
"233","멋진","Great","6.76","1.19"
"234","감사","Thanks","6.76","1.17"
"235","하트","Heart","6.76","1.32"
"236","웃는","Smiling","6.76","1.19"
"237","멋있는","Great","6.76","0.98"
"238","ㅋㅋㅋ아","ㅋ ㅋ ㅋah","6.76","1.12"
"239","복","Complex","6.76","1.41"
"240","좋아","Like","6.76","1.38"
"241","예쁘고","Pretty","6.76","1.17"
"242","안녕하세요~","Hello ~","6.76","1.08"
"243","ㅋㅋㅋㅋ아","ㅋah blah blah","6.76","1.45"
"244","ㅋㅋㅋㅋㅋ","Blah blah blah ㅋ","6.76","1.49"
"245","생일","Birthday","6.76","1.35"
"246","고맙고","Thankful","6.74","1.1"
"247","완벽","Perfect","6.74","1.27"
"248","재밌겠군","Very funny","6.74","1.08"
"249","thank","thank","6.74","1.16"
"250","재미있게","Interestingly","6.74","1.16"
"251","푸짐한","Hearty","6.74","1.01"
"252","건강한","Healthy","6.74","1.17"
"253","깨끗한","Clean","6.74","1.03"
"254","어머니","Mother","6.74","1.45"
"255","김연아","Kim","6.74","1.56"
"256","감사하는","Thankful","6.74","1.24"
"257","선물로","Gift","6.74","1.14"
"258","빛나는","Shining","6.74","1.19"
"259","선물이","Gift this","6.74","1.16"
"260","좋은거","Good stuff","6.72","1.11"
"261","웃고","Laughing","6.72","1.13"
"262","활짝","Wide","6.72","1.33"
"263","안녕하세요","Hello","6.72","1.23"
"264","1등","1, etc.","6.72","1.53"
"265","baby","baby","6.72","1.16"
"266","잘됐어요","That's great.","6.72","1.05"
"267","만세","Hurray","6.72","1.31"
"268","존경","Honor","6.72","1.21"
"269","탄생","Birth","6.72","1.14"
"270","따뜻하게","Warm","6.72","1.07"
"271","좋아서","Good","6.72","1.03"
"272","착한","Good","6.7","1.15"
"273","편안한","Comfortable","6.7","1.33"
"274","우와~","Wow ~","6.7","1.22"
"275","꿈꾸는","Dreaming","6.7","1.13"
"276","ㅎㅎㅎ","Heh heh heh","6.7","1.36"
"277","재미","Fun","6.7","1.13"
"278","해냈습니다","He's got the","6.7","1.09"
"279","새해","New Year","6.7","1.27"
"280","좋아하고","Like","6.7","1.17"
"281","선물은","Gifts","6.7","1.15"
"282","좋아하는데","Love it","6.7","1.02"
"283","고맙게","Thankfully","6.7","0.99"
"284","좋네요","Good","6.7","1.07"
"285","애교","Lovely","6.7","1.22"
"286","VIP","VIP","6.68","1.39"
"287","건강하게","Healthy","6.68","1.08"
"288","achievement","achievement","6.68","1.25"
"289","응원합니다","I support the","6.68","1.33"
"290","똑똑한","Smart","6.68","0.98"
"291","nice","nice","6.68","1.32"
"292","건강하고","Well","6.68","1.06"
"293","귀요미","Yo Ear","6.68","1"
"294","美","美","6.68","1.2"
"295","재밌는","Funny","6.68","1.04"
"296","히히히","Hihihi","6.68","1.27"
"297","박지성","Park","6.68","1.27"
"298","행운을","Good luck","6.68","1.13"
"299","강추","HOT","6.68","1.3"
"300","좋네","Nice.","6.68","1.13"
"301","응ㅋㅋㅋ","Yeah blah blah","6.68","1.17"
"302","기적이","Miracle","6.68","1.22"
"303","유재석","Yoo","6.68","1.39"
"304","좋겠습니다","I hope","6.68","1.15"
"305","여행을","Travel to","6.68","1.32"
"306","제주","Jeju","6.66","1.29"
"307","잘했다","Well done","6.66","1.29"
"308","엄마처럼","Like Mom","6.66","1.41"
"309","휴일","Holiday","6.66","1.49"
"310","여자친구","Girlfriend","6.66","1.27"
"311","멋져","Gorgeous","6.66","1.45"
"312","웃으며","Smile","6.66","1.19"
"313","안전해요","Safe.","6.66","1.17"
"314","매력","Charm","6.66","1.19"
"315","무지개를","Rainbow","6.66","1.19"
"316","착하고","Nice","6.66","1.06"
"317","음악","Music","6.66","1.29"
"318","절친한","Close","6.64","0.96"
"319","잘한다","Well done","6.64","1.16"
"320","베스트","Best","6.64","1.31"
"321","특별합니다","Special.","6.64","1.21"
"322","감사의","Thankful","6.64","1.01"
"323","선물을","Gifts","6.64","1.14"
"324","키스","Kiss","6.64","1.32"
"325","신선한","Fresh","6.64","1.22"
"326","파티","Party","6.64","1.57"
"327","어린이","Children","6.64","1.22"
"328","힘내라","Go for it","6.64","1.17"
"329","현명한","Sensible","6.64","0.98"
"330","기뻐하소서","Thee","6.64","1.22"
"331","자유를","Freedom","6.64","1.1"
"332","헤헤","Hehe","6.64","1.14"
"333","연인","Lover","6.62","1.14"
"334","Merry","Merry","6.62","1.18"
"335","대단한","Big","6.62","1.01"
"336","ㅋㅋㅋ","Blah blah","6.62","1.29"
"337","다행이다","Glad","6.62","0.97"
"338","알콩달콩","Alkongdalkong","6.62","1.29"
"339","좋은거야","A good thing","6.62","1.16"
"340","ㅋㅋㅋㅋ","Blah blah blah","6.62","1.31"
"341","드립니다^^","You ^ ^","6.62","1.24"
"342","화려한","Colorful","6.62","1.05"
"343","부모님","Parents","6.6","1.54"
"344","가족","Family","6.6","1.37"
"345","like","like","6.6","1.21"
"346","포옹","Embrace","6.6","1.12"
"347","잘했어","Good job","6.6","1.37"
"348","산타","Santa","6.6","1.39"
"349","찰떡궁합이겠어","Excellent compatibility is going","6.6","1.2"
"350","멋지게","Nicely","6.6","1.37"
"351","맛있는거","'re Delicious","6.6","1.09"
"352","토요일","Saturday","6.58","1.33"
"353","무한도전","Infinite Challenge","6.58","1.37"
"354","조아","Joa","6.58","1.25"
"355","커플","Couples","6.58","1.18"
"356","매력이","Appeal","6.58","1.07"
"357","위대한","Great","6.58","1.14"
"358","결혼식을","Wedding","6.58","1.14"
"359","하늘","Sky","6.58","1.31"
"360","좋지","Good","6.58","1.21"
"361","새해엔","New Year yen","6.58","1.28"
"362","존경을","Respect","6.58","1.09"
"363","완벽한","Complete","6.58","1.29"
"364","새롭게","New","6.58","1.13"
"365","스마트","Smart","6.58","1.31"
"366","히힛","Hihit","6.58","1.13"
"367","카페라떼","Cafe Latte","6.58","1.2"
"368","캐롤","Carol","6.58","1.29"
"369","우리집","Our house","6.58","1.36"
"370","맛난거","I juicy","6.58","1.01"
"371","찬성","Approval","6.58","1.21"
"372","기회다","Opportunity","6.56","1.15"
"373","소중한","Dear","6.56","1.11"
"374","이쁜","Pretty","6.56","1.07"
"375","ㅎㅎ","Heh heh","6.56","1.15"
"376","추수감사절을","Thanksgiving","6.54","1.01"
"377","가족이야","Family's","6.54","1.25"
"378","ㅋㅋㅋㅋ난","ㅋnan blah blah","6.54","1.18"
"379","haha","haha","6.54","1.4"
"380","편하게","Ease","6.54","0.91"
"381","맛나게","Them spicy","6.54","0.91"
"382","즐기는","Enjoy","6.54","1.15"
"383","푹신한","Fluffy","6.54","1.05"
"384","자유가","Freedom","6.54","1.07"
"385","특별해요","Special.","6.54","1.09"
"386","초콜릿","Chocolate","6.54","1.07"
"387","한국의빛","South Korea's light","6.54","1.33"
"388","개그","Gag","6.54","1.13"
"389","헤헤헤","Now I've","6.54","1.3"
"390","아이스크림","Ice cream","6.54","1.07"
"391","와우","Wow","6.54","1.33"
"392","훈훈한","Heartwarming","6.54","1.11"
"393","맛난","Juicy","6.54","1.18"
"394","우아한데다","Elegant Ue","6.52","1.09"
"395","주말","Weekend","6.52","1.31"
"396","방학","Break","6.52","1.46"
"397","추수감사절","Thanksgiving Day","6.52","1.16"
"398","힘내세요","Cheer","6.52","1.18"
"399","좋겠네요","I hope","6.52","0.89"
"400","안전합니다","Safe.","6.52","1.11"
"401","프리미엄","Premium","6.52","1.2"
"402","케익","Cakes","6.52","1.2"
"403","좋습니다","We recommend","6.52","1.15"
"404","호호","Lake Tahoe","6.52","1.11"
"405","오케이","OK","6.52","1.2"
"406","힘차게","Mightily","6.52","0.97"
"407","여행하는","Traveling","6.52","1.28"
"408","상품권","Gift Certificates","6.52","1.09"
"409","통과","Passing","6.52","1.33"
"410","ㅋㅋ","ㅋ ㅋ","6.52","0.97"
"411","굿나잇","Goodnight","6.52","1.13"
"412","봄","Spring","6.52","1.27"
"413","고급","Advanced","6.52","1.3"
"414","쿨하게","Cool","6.52","0.95"
"415","우와","Wow","6.52","0.91"
"416","긍정적으로","Positively","6.5","1.18"
"417","잘생긴","Handsome","6.5","0.97"
"418","개그콘서트","Gag Concert","6.5","1.33"
"419","merry","merry","6.5","1.37"
"420","좋아졌어","It's good.","6.5","0.86"
"421","추수감사절은","Thanksgiving","6.5","1.15"
"422","피자","Pizza","6.5","1.02"
"423","영화","Movie","6.5","1.17"
"424","ㅋㄷㅋㄷ","C c ㅋ ㅋ","6.5","0.99"
"425","친구들은","Friends","6.5","1.22"
"426","은혜를","Grace","6.5","1.04"
"427","아싸","Cee","6.5","1.4"
"428","사랑했다","Loved","6.5","1.46"
"429","영웅","Hero","6.5","1.23"
"430","최선을","Best of","6.5","1.11"
"431","new","new","6.5","0.91"
"432","강아지","Puppy","6.5","1.28"
"433","굿밤","Gutbam","6.5","1.22"
"434","오~","Oh","6.5","1.04"
"435","영원히","Forever","6.5","1.15"
"436","안전해","Safe","6.5","1.22"
"437","밝으면","Bright,","6.5","0.91"
"438","냠냠","Rummy","6.48","1.23"
"439","용기를","Container","6.48","0.76"
"440","잘자","Goodnight","6.48","1.05"
"441","응ㅋㅋ","Yes ㅋ ㅋ","6.48","1.03"
"442","꿈","Dream","6.48","1.09"
"443","좋은일만","Good things","6.48","1.05"
"444","잘하는","Good","6.48","1.15"
"445","좋은","Good","6.48","0.95"
"446","소원","Wish","6.48","1.18"
"447","승리하거든","Us and win","6.48","1.01"
"448","동감","Sympathy","6.48","1.09"
"449","친구","Friend","6.48","1.09"
"450","순수한","Pure","6.48","1.27"
"451","새로운","New","6.48","1.01"
"452","믿어요","Believe","6.48","1.05"
"453","좋겠다","I hope","6.48","1.03"
"454","보석을","Jewelry","6.48","1.22"
"455","아가","Song of Solomon","6.48","1.16"
"456","케이크","Cake","6.46","1.01"
"457","되세요^^","Have ^ ^","6.46","1.16"
"458","달성","Attainment","6.46","1.39"
"459","아자아자","Go, go, go","6.46","1.22"
"460","힘내","Cheer up","6.46","1.03"
"461","이겼어","Win","6.46","1.11"
"462","수고하셨습니다","Thank you","6.46","0.93"
"463","기적을","Miracles","6.46","1.25"
"464","아늑해","Cozy","6.46","1.03"
"465","고마울","Grateful","6.46","0.89"
"466","친구야","Friend.","6.46","0.93"
"467","치킨","Chicken","6.46","1.23"
"468","뽀로로","Pororo","6.46","1.07"
"469","좋죠","Sure","6.46","1.13"
"470","두근두근","Exciting","6.46","1.3"
"471","신선하군","Fresh hagun","6.46","1.01"
"472","웃겨","Funny","6.46","1.2"
"473","좋고","Good","6.46","0.99"
"474","엄마와","Mom and","6.46","1.34"
"475","우리딸","Our daughter","6.46","1.39"
"476","선물해","Presented","6.46","1.15"
"477","스페셜","Special","6.46","1.2"
"478","일요일","Sunday","6.46","1.4"
"479","말끔하네요","'m Dapper","6.46","1.03"
"480","한글","Hangul","6.46","1.37"
"481","즐기고","Enjoy","6.46","1.07"
"482","좋겠어요","I hope","6.46","1.13"
"483","상상","Imagination","6.46","1.13"
"484","커피","Coffee","6.44","1.26"
"485","응원하고","Cheering","6.44","0.97"
"486","약속","Appointment","6.44","1.01"
"487","최대","Up","6.44","1.07"
"488","완벽하게","Fully","6.44","1.33"
"489","꿈이","Dream","6.44","1.33"
"490","좋겠어","I wish","6.44","1.07"
"491","좋았소","Fairly","6.44","1.05"
"492","영원한","Eternal","6.44","1.18"
"493","짱","Chan","6.44","1.34"
"494","친하게","Familiarly","6.44","1.11"
"495","감사할","Thank you","6.44","1.18"
"496","엄마는","Mom","6.44","1.36"
"497","결혼할","Marriage","6.44","1.21"
"498","뷰티","Beauty","6.44","0.93"
"499","젊은","Young","6.44","1.25"
"500","엄마","Ma","6.44","1.36"
"501","무료에요","It's free","6.44","0.97"
"502","대한민국","Republic of Korea","6.44","1.46"
"503","마음껏","Fully","6.44","1.2"
"504","아빠","Dad","6.44","1.34"
"505","허허허","Chuckles","6.42","1.16"
"506","Super","Super","6.42","1.09"
"507","[이벤트]","[Events]","6.42","1.23"
"508","롯데월드","Lotte World","6.42","1.23"
"509","아기가","Baby","6.42","1.13"
"510","나눔","Sharing","6.42","1.25"
"511","yes","yes","6.42","1.21"
"512","웃긴","Funny","6.42","1.49"
"513","스타","Star","6.42","1.16"
"514","보석의","Jewelry","6.42","1.07"
"515","믿음이","Faith","6.42","1.07"
"516","별","Star","6.42","1.23"
"517","아기","Baby","6.42","1.33"
"518","히히","Hee - hee","6.42","0.99"
"519","페스티발을","Festival","6.42","1.11"
"520","ㅋㅋㅋ난","ㅋ ㅋ ㅋnan","6.42","1.14"
"521","재밌구만","Only jaemitgu","6.42","1.16"
"522","새해가","New Year","6.42","1.21"
"523","정품","Genuine","6.42","1.25"
"524","깔끔하고","Clean","6.4","1.07"
"525","괜찮을거야","'ll Be fine.","6.4","0.99"
"526","꿈을","Dreams","6.4","1.09"
"527","완료","Complete","6.4","1.23"
"528","새해에도","The new year","6.4","1.23"
"529","빙고","Bingo","6.4","1.03"
"530","새해를","New Year","6.4","1.25"
"531","충분한","Sufficient","6.4","1.11"
"532","이겼고","Won","6.4","1.2"
"533","경품","Sweepstakes","6.4","1.37"
"534","어머니는","Mother","6.4","1.34"
"535","가족에게","Family","6.4","1.21"
"536","공감","Empathy","6.4","1.11"
"537","대단","Great","6.4","1.03"
"538","베이비","Baby","6.4","1.14"
"539","생일을","Birthday","6.4","1.14"
"540","잘부탁드려요","Well I'm begging you","6.4","1.11"
"541","웃을","Laugh","6.4","0.93"
"542","아기를","Baby","6.4","1.12"
"543","안전하다","Secure","6.4","1.03"
"544","좋은데","Good","6.38","0.95"
"545","아기는","Baby","6.38","1.21"
"546","무료","Free","6.38","1.26"
"547","엄마가","Mom","6.38","1.34"
"548","형제","Brothers","6.38","1.18"
"549","좋을","Good","6.38","1.01"
"550","좋으면","Permitting","6.38","0.85"
"551","추억","Memory","6.38","1.23"
"552","내친구","Friends","6.38","1.12"
"553","희망도","Hope","6.38","1.16"
"554","음악을","Music","6.38","1.07"
"555","감사해야","Thank you","6.38","1.18"
"556","초대","Invitation","6.38","0.9"
"557","웃겼던","Utgyeotdeon","6.38","1.28"
"558","가족과","Family and","6.38","1.28"
"559","다행이네","That's a good thing.","6.38","0.99"
"560","앜ㅋㅋㅋㅋ","Blah blah blah ak","6.38","1.65"
"561","뮤지컬","Musical","6.38","1.09"
"562","가득한","Full","6.38","1.21"
"563","morning","morning","6.38","1.01"
"564","할인","Discount","6.38","1.09"
"565","특별","Special","6.38","1.19"
"566","받아가세요~","Pick Up ~","6.38","1.12"
"567","할수있어","Dare","6.38","1.14"
"568","하핫","Hahat","6.38","1.01"
"569","특별한","Special","6.38","1.21"
"570","오늘의유머","Life is","6.38","0.92"
"571","인기","Popularity","6.38","1.19"
"572","보고싶어요","I want to see","6.36","1.31"
"573","금","Gold","6.36","1.29"
"574","돈","Money","6.36","1.35"
"575","좋아보인다고","Looks like","6.36","1.17"
"576","단골","Classic","6.36","0.98"
"577","안전하게","Safely","6.36","1.06"
"578","새해에는","New Year","6.36","1.12"
"579","고맙단","Thanked","6.36","0.9"
"580","와아","Wow","6.36","1.05"
"581","가득","Full","6.36","1.38"
"582","괜찮다","Ok","6.36","1.03"
"583","커피를","Coffee","6.36","1.16"
"584","방송함께봐요~","TV with me ~","6.36","0.78"
"585","키스한","Kiss","6.36","1.24"
"586","엄마의","Mom","6.36","1.48"
