"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"647","vanilla","vanilla","6.96","1.34"
"648","adore","adore","6.96","1.86"
"649","gentleman","gentleman","6.96","1.73"
"650","autumn","autumn","6.94","1.5"
"651","cinema","cinema","6.94","1.6"
"652","college","college","6.94","1.42"
"653","concert","concert","6.94","1.2"
"654","correctly","correctly","6.94","1.33"
"655","cozy","cozy","6.94","1.46"
"656","dear","dear","6.94","1.54"
"657","earning","earning","6.94","1.53"
"658","earns","earns","6.94","1.1"
"659","gardening","gardening","6.94","1.27"
"660","girls","girls","6.94","1.46"
"661","massage","massage","6.94","1.66"
"662","outdoor","outdoor","6.94","1.24"
"663","photos","photos","6.94","1.17"
"664","piano","piano","6.94","1.27"
"665","sea","sea","6.94","1.28"
"666","trusted","trusted","6.94","1.53"
"667","albums","albums","6.92","1.32"
"668","dignity","dignity","6.92","1.18"
"669","favored","favored","6.92","1.35"
"670","fitness","fitness","6.92","1.75"
"671","game","game","6.92","1.6"
"672","healing","healing","6.92","1.4"
"673","learned","learned","6.92","1.52"
"674","learning","learning","6.92","1.35"
"675","prayers","prayers","6.92","1.85"
"676","promote","promote","6.92","1.07"
"677","secure","secure","6.92","1.29"
"678","spa","spa","6.92","1.48"
"679","unity","unity","6.92","1.75"
"680","wish","wish","6.92","1.5"
"681","youtube","youtube","6.92","1.51"
"682","favour","favour","6.92","1.53"
"683","clean","clean","6.9","1.9"
"684","dynamic","dynamic","6.9","1.31"
"685","encourage","encourage","6.9","1.68"
"686","infant","infant","6.9","1.76"
"687","jewelry","jewelry","6.9","1.5"
"688","necklace","necklace","6.9","1.17"
"689","paintings","paintings","6.9","1.59"
"690","stability","stability","6.9","1.49"
"691","voyage","voyage","6.9","1.33"
"692","worthy","worthy","6.9","1.68"
"693","fulfill","fulfill","6.9","1.34"
"694","eternity","eternity","6.9","1.96"
"695","accuracy","accuracy","6.88","1.17"
"696","bookstores","bookstores","6.88","1.45"
"697","breeze","breeze","6.88","1.33"
"698","bunny","bunny","6.88","1.79"
"699","cheese","cheese","6.88","1.44"
"700","comics","comics","6.88","1.35"
"701","donated","donated","6.88","1.24"
"702","easter","easter","6.88","1.7"
"703","education","education","6.88","1.61"
"704","email","email","6.88","1.32"
"705","farmer","farmer","6.88","1.62"
"706","female","female","6.88","1.27"
"707","flavor","flavor","6.88","1.22"
"708","friday","friday","6.88","1.69"
"709","moms","moms","6.88","1.77"
"710","photo","photo","6.88","1.39"
"711","pillow","pillow","6.88","1.22"
"712","pure","pure","6.88","1.35"
"713","saved","saved","6.88","1.51"
"714","shakespeare","shakespeare","6.88","1.78"
"715","survived","survived","6.88","1.48"
"716","taste","taste","6.88","1.27"
"717","valued","valued","6.88","1.12"
"718","vitamin","vitamin","6.88","1.38"
"719","infants","infants","6.88","1.63"
"720","silk","silk","6.88","1.45"
