"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"56","прекрасные","fine","7.7","1.15"
"57","новогоднюю","New Year's","7.7","1.11"
"58","love","love","7.7","1.23"
"59","радоваться","rejoice","7.68","0.94"
"60","удовольствие","pleasure","7.68","1.2"
"61","подарки","gifts","7.68","1.06"
"62","прекрасное","beautiful","7.68","1.08"
"63","маме","Mom","7.68","1.22"
"64","смех","laughter","7.66","1.1"
"65","мама","mom","7.66","1.22"
"66","красивая","beautiful","7.66","0.98"
"67","улыбка","smile","7.66","0.87"
"68","смешно","funny","7.64","0.96"
"69","любим","love","7.64","1.06"
"70","любимое","favorite","7.64","0.98"
"71","радостью","joy","7.62","1.07"
"72","дружба","friendship","7.62","1.01"
"73","улыбкой","smile","7.62","0.99"
"74","праздники","holidays","7.6","0.97"
"75","красивое","beautiful","7.6","0.95"
"76","красавица","beauty","7.6","0.99"
"77","поцеловать","kiss","7.6","0.97"
"78","любят","love","7.6","0.95"
"79","лучшая","best","7.6","1.2"
"80","шикарно","chicly","7.6","0.97"
"81","умница","brain","7.58","0.99"
"82","красивый","beautiful","7.58","0.95"
"83","пoдарок","podarok","7.58","0.91"
"84","замечательная","great","7.58","1.01"
"85","поцелуй","kiss","7.58","1.01"
"86","улыбаться","smile","7.58","0.95"
"87","замечательно","great","7.56","1.18"
"88","ура","cheers","7.56","1.07"
"89","новогодний","New Year","7.56","1.11"
"90","красота","beauty","7.56","0.93"
"91","праздника","holiday","7.56","1.01"
"92","весело","gaily","7.56","1.05"
"93","добрые","good","7.54","1.01"
"94","удача","good luck","7.54","1.16"
"95","красивой","beautiful","7.54","0.93"
"96","добрый","good","7.52","1.03"
"97","смеется","Laughs","7.52","1.11"
"98","рождества","Christmas","7.5","1.27"
"99","рождество","Christmas","7.5","1.5"
"100","удачу","good luck","7.5","0.97"
"101","добра","good","7.5","1.02"
"102","восторге","delight","7.5","1.25"
"103","поздравления","congratulations","7.5","0.93"
"104","супер","super","7.5","1.27"
"105","smile","smile","7.5","1.25"
"106","красивые","interesting","7.5","1.04"
"107","поздравляем","Congratulations","7.48","0.95"
"108","урааа","uraaa","7.48","1.18"
"109","чудо","miracle","7.48","1.27"
"110","новогоднего","New Year","7.48","1.07"
"111","победой","victory","7.48","1.09"
"112","выходные","Weekend","7.46","1.16"
"113","новогоднее","New Year's","7.46","1.13"
"114","новогодние","New Year","7.44","1.05"
"115","beautiful","beautiful","7.44","1.3"
"116","маму","mom","7.44","1.34"
"117","добро","good","7.44","1.07"
"118","юмор","humor","7.44","1.05"
"119","молодцы","Well done","7.44","0.97"
"120","super","super","7.44","1.34"
"121","шикарный","chic","7.44","1.21"
"122","выиграли","won","7.44","1.16"
"123","солнышко","sun","7.44","1.09"
"124","best","best","7.44","1.33"
"125","смеяться","laugh","7.44","0.99"
"126","любите","love","7.42","1.16"
"127","выходной","output","7.42","1.11"
"128","подарок","gift","7.42","1.11"
"129","добрая","good","7.42","0.91"
"130","свобода","freedom","7.42","1.21"
"131","лучшее","the best","7.42","1.26"
"132","смеха","laughter","7.42","1.16"
"133","красивых","beautiful","7.4","0.97"
"134","красиво","handsomely","7.4","1.11"
"135","birthday","birthday","7.4","1.41"
"136","holidays","holidays","7.4","1.26"
"137","праздновать","celebrate","7.4","0.93"
"138","мамы","Mom","7.4","1.16"
"139","идеально","ideally","7.4","1.28"
"140","браво","bravo","7.4","1.14"
"141","доброе","good","7.4","1.03"
"142","отличные","excellent","7.4","1.29"
"143","молодец","well done","7.38","1.07"
"144","выиграл","won","7.38","1.18"
"145","победить","win","7.38","1.16"
"146","мамочка","mammy","7.38","1.43"
"147","удовольствия","pleasure","7.38","1.19"
"148","новогодних","New Year","7.38","1.07"
"149","классно","awesome","7.38","1.26"
"150","сюрприз","surprise","7.38","1.1"
"151","богатство","wealth","7.38","1.23"
"152","выиграла","won","7.38","1.18"
"153","победу","victory","7.38","1.31"
"154","смешного","Ridiculous","7.38","0.97"
"155","красоты","Beauty","7.38","0.99"
"156","perfect","perfect","7.36","1.5"
"157","лучшего","better","7.36","1.01"
"158","любимый-это","favorite is","7.36","1.31"
"159","поздравление","congratulation","7.36","1.05"
"160","победил","won","7.36","1.26"
"161","классные","cool","7.36","1.03"
"162","милая","sweet","7.36","0.92"
"163","нравиться","like","7.36","0.92"
"164","новогодняя","Christmas","7.36","0.98"
"165","удовольствием","pleasure","7.36","1.19"
"166","ахахахаха","ahahahaha","7.34","1.69"
"167","друзья","Friends","7.34","1.17"
"168","доброй","Goodwill","7.34","1"
"169","kiss","kiss","7.34","1.19"
"170","новогодней","Christmas","7.34","1.14"
"171","каникулы","vacation","7.34","1.3"
"172","доброго","good","7.34","1"
"173","удачи","good luck","7.34","1.02"
"174","loves","loves","7.34","1.17"
"175","нравлюсь","love","7.34","1.12"
"176","успехом","success","7.34","1"
"177","успешно","successfully","7.32","0.91"
"178","лучшие","best","7.32","1.13"
"179","paradise","paradise","7.32","1.39"
"180","удачно","successfully","7.32","1.08"
"181","чудеса","Miracles","7.32","1.06"
"182","приятно","nicely","7.32","1.08"
"183","добрым","good","7.32","1"
"184","милые","cute","7.32","0.96"
"185","чудес","Wonders","7.32","1.08"
"186","радует","happy","7.3","0.99"
"187","люби","Love","7.3","1.09"
"188","симпатичный","sympathetic","7.3","0.97"
"189","рад","happy","7.3","1.04"
"190","мамой","Mom","7.3","1.22"
"191","поздравляю","Congratulations","7.3","0.95"
"192","успеха","success","7.3","1.05"
"193","милый","cute","7.28","1.01"
"194","поздравить","congratulations","7.28","1.01"
"195","прелесть","beauty","7.28","1.14"
"196","вкусно","delicious","7.28","0.93"
"197","funny","funny","7.28","1.11"
"198","классный","classy","7.28","1.09"
"199","нравишься","like you","7.28","0.9"
"200","умная","clever","7.28","1.07"
"201","родители","parents","7.28","1.28"
"202","подарками","gifts","7.28","1.11"
"203","хорошего","good","7.28","1.09"
"204","дружбы","Friendship","7.28","1.03"
"205","друзьями","Friends","7.26","1.01"
"206","доволен","happy","7.26","1.05"
"207","победила","won","7.26","1.19"
"208","лучших","top","7.26","1.17"
"209","ангел","angel","7.26","1.27"
"210","отдыхать","rest","7.24","1.17"
"211","хорошая","good","7.24","0.92"
"212","папочка","daddy","7.24","1.32"
"213","симпатичная","cute","7.24","0.89"
"214","приз","prize","7.24","1.12"
"215","гений","genius","7.22","1.11"
"216","приятный","nice","7.22","1"
"217","понравился","like","7.22","1.02"
"218","свадьбе","wedding","7.22","1.17"
"219","хорошую","good","7.22","0.91"
"220","лучшим","the best","7.22","1.25"
"221","выиграть","win","7.22","1.18"
"222","ахахаха","ahahaha","7.22","1.59"
"223","праздником","holiday","7.22","1.04"
"224","юмора","humor","7.2","1.12"
"225","солнце","sun","7.2","1.28"
"226","сладкая","sweet","7.2","1.07"
"227","родной","home","7.2","1.12"
"228","отдых","recreation","7.2","1.09"
"229","хорошей","good","7.2","0.86"
"230","классная","cool","7.2","1.07"
"231","хороший","good","7.2","1.18"
"232","рождеством","christmas","7.2","1.34"
"233","шутки","Jokes","7.18","1.14"
"234","свадьбу","wedding","7.18","1.3"
"235","хорошее","good","7.18","0.94"
"236","хорошо","well","7.18","1.06"
"237","детство","childhood","7.18","1.19"
"238","умный","smart","7.18","1.02"
"239","здоров","healthy","7.18","1.06"
"240","хороша","good","7.18","0.92"
"241","выходных","output","7.18","1.19"
"242","вечеринка","party","7.18","1.14"
"243","здорово","awesome","7.16","1.13"
"244","невеста","bride","7.16","1.09"
"245","nice","nice","7.16","1.23"
"246","богатства","riches","7.16","1.22"
"247","смешные","funny","7.16","1.02"
"248","хорошие","good","7.16","0.98"
"249","отпуск","vacation","7.16","1.33"
"250","семья","family","7.16","1.08"
"251","спасибо","thank you","7.16","1.04"
"252","красавчик","dreamboat","7.16","1.18"
"253","holiday","holiday","7.16","1.15"
"254","герой","hero","7.16","1.23"
"255","мечта","dream","7.16","1.13"
"256","папа","dad","7.14","1.29"
"257","путешествие","journey","7.14","1.23"
"258","любили","love","7.14","1.36"
"259","sweet","sweet","7.14","1.16"
"260","christmas","christmas","7.14","1.36"
"261","хахаха","hahaha","7.14","1.43"
"262","друг","friend","7.14","1.26"
"263","подарить","Gifts","7.12","1.04"
"264","праздников","holidays","7.12","1.26"
"265","welcome","welcome","7.12","1.15"
"266","победы","victory","7.12","1"
"267","добре","goodness","7.12","1"
"268","приятное","pleasant","7.12","1.08"
"269","лето","summer","7.12","1.32"
"270","друзьям","friends","7.1","1.05"
"271","благо","good","7.1","1.18"
"272","рада","happy","7.1","1.04"
"273","приятного","pleasant","7.1","0.91"
"274","дружище","buddy","7.1","0.91"
"275","приятных","nice","7.1","1.18"
"276","понравилось","like","7.1","0.93"
"277","enjoy","enjoy","7.1","1.36"
"278","хороших","good","7.08","1.03"
"279","жив","alive","7.08","1.18"
"280","целую","whole","7.08","1.23"
"281","свободы","Freedom","7.08","1.28"
"282","шутка","joke","7.08","1.14"
"283","нравятся","Favourites","7.08","0.94"
"284","luck","luck","7.06","1.3"
"285","бабушка","grandmother","7.06","1.13"
"286","мечтаю","dream","7.06","1.15"
"287","вкусный","tasty","7.06","1.1"
"288","чемпион","champion","7.06","1.33"
"289","удачного","successful","7.06","1.15"
"290","успехи","progress","7.06","1.02"
"291","шоколад","chocolate","7.06","1.27"
"292","свободной","Free","7.06","1.15"
"293","обнять","hug","7.06","1.08"
"294","friends","friends","7.06","1.46"
"295","мам","Moms","7.04","1.24"
"296","славный","nice","7.04","1.14"
"297","благодарен","thanks","7.04","0.97"
"298","живой","live","7.04","1.23"
"299","мир","world","7.04","1.34"
"300","кайф","kaif","7.04","1.34"
"301","хорош","good","7.02","0.96"
"302","good","good","7.02","1"
"303","весна","spring","7.02","1.15"
"304","рады","happy","7.02","1.2"
"305","friend","friend","7.02","1.3"
"306","святая","Holy","7.02","1.35"
"307","нравится","Like","7.02","0.89"
"308","матерью","mother","7.02","1.3"
"309","друзей","Friends","7.02","1.2"
"310","солнца","sun","7","1.23"
"311","горжусь","proud","7","1.03"
"312","торт","cake","7","0.95"
"313","хороши","good","7","0.93"
"314","вечеринки","party","7","1.16"
"315","свадьбы","wedding","7","1.26"
"316","сладкий","sweet","7","1.09"
"317","поздравил","congratulated","7","0.95"
"318","бонус","bonus","7","1.11"
"319","sun","sun","7","1.41"
"320","хорошем","good","6.98","1.04"
"321","свободе","Freedom","6.98","1.2"
"322","лучшей","the best","6.98","1.2"
"323","добры","kind","6.98","1.02"
"324","дорогая","sweetheart","6.98","1.3"
"325","мило","nicely","6.98","1.1"
"326","life","life","6.98","1.46"
"327","семью","family","6.98","1.25"
"328","выспался","get enough sleep","6.98","1.08"
"329","great","great","6.98","1.24"
"330","прикольный","cool","6.98","1.12"
"331","здоровье","health","6.96","1.03"
"332","успехов","success","6.96","0.95"
"333","подарили","presented","6.96","1.05"
"334","молодой","young","6.96","1.12"
"335","поблагодарить","thank","6.96","0.97"
"336","другу","other","6.96","1.11"
"337","свободен","free","6.96","1.01"
"338","свидание","date","6.96","1.29"
"339","повезло","lucky","6.94","1"
"340","семьей","family","6.94","1.32"
"341","благодарю","thank you","6.94","0.91"
"342","свободны","free","6.94","1.13"
"343","слава","glory","6.94","1.2"
"344","жизнь","life","6.94","1.39"
"345","гордиться","be proud","6.94","1.13"
"346","сестра","sister","6.94","1.04"
"347","favorite","favorite","6.94","1.32"
"348","подарков","gifts","6.94","1.13"
"349","вечеринку","party","6.92","1.28"
"350","друга","other","6.92","1.19"
"351","талант","talent","6.92","1.16"
"352","мать","mother","6.92","1.38"
"353","цветы","Flowers","6.92","1.12"
"354","ребенок","baby","6.92","1.14"
"355","отдохнуть","unwind","6.92","1.12"
"356","забавно","amusingly","6.92","0.97"
"357","женился","married","6.92","1.26"
"358","подруга","girlfriend","6.92","1.14"
"359","золотой","gold","6.92","1.28"
"360","хорошим","good","6.92","0.99"
"361","шучу","just kidding","6.92","1.18"
"362","музыка","music","6.9","1.3"
"363","малыш","baby","6.9","1.17"
"364","триумфальная","Triumphal","6.9","1.3"
"365","fun","fun","6.9","1.27"
"366","понравилась","like","6.9","0.84"
"367","королева","queen","6.9","1.17"
"368","героев","heroes","6.9","1.18"
"369","мороженое","ice cream","6.9","1.15"
"370","каникул","vacation","6.9","1.18"
"371","мечты","dreams","6.9","1.04"
"372","молодая","young","6.88","0.96"
"373","вечеринке","party","6.88","1.14"
"374","конфеты","candy","6.88","1.08"
"375","сын","son","6.88","1.26"
"376","интересное","interesting","6.88","1"
"377","удивительно","surprisingly","6.88","1.04"
"378","дар","gift","6.88","1.04"
"379","анекдот","anecdote","6.86","1.2"
"380","жениться","get married","6.86","1.16"
"381","награду","Award","6.86","1.14"
"382","like","like","6.86","1.18"
"383","удовлетворения","meet","6.86","1.16"
"384","summer","summer","6.86","1.29"
"385","принцесса","princess","6.86","1.21"
"386","дарить","give","6.86","1.07"
"387","win","win","6.86","1.53"
"388","dream","dream","6.86","1.25"
"389","дети","children","6.86","1.2"
"390","свободу","freedom","6.86","1.05"
"391","интересная","interesting","6.86","1.03"
"392","интересные","interesting","6.86","0.88"
"393","рождение","birth","6.86","1.11"
"394","прикольные","Funny","6.84","1.09"
"395","жива","alive","6.84","1.23"
"396","дочка","daughter","6.84","1.28"
"397","уважение","respect","6.84","0.91"
"398","повезет","lucky","6.84","1.17"
"399","великое","great","6.84","1.2"
"400","лучше","better","6.84","1.02"
"401","fine","fine","6.84","1.15"
"402","подарил","ented","6.82","0.98"
"403","природа","nature","6.82","1.17"
"404","family","family","6.82","1.53"
"405","искусство","art","6.82","1.08"
"406","thanks","thanks","6.82","1.04"
"407","девушки","Girls","6.82","1.21"
"408","круто","abruptly","6.82","1.4"
"409","better","better","6.82","1.1"
"410","подарила","presented","6.82","0.98"
"411","понравится","love","6.82","1.02"
"412","ахахха","ahahha","6.82","1.62"
"413","семье","family","6.82","1.08"
"414","живы","alive","6.82","1.21"
"415","прикол","funny","6.82","1.32"
"416","ребёнок","baby","6.82","1.22"
"417","родителей","parents","6.8","1.16"
"418","женой","wife","6.8","1.18"
"419","pretty","pretty","6.8","1.18"
"420","святой","St.","6.8","1.26"
"421","родителям","parents","6.8","1.21"
"422","умные","smart","6.8","1.01"
"423","лучшему","better","6.8","1.31"
"424","детства","Childhood","6.8","1.16"
"425","доверие","trust","6.8","0.99"
"426","шутишь","kidding","6.8","1.09"
"427","воскресенье","Sunday","6.8","1.23"
"428","танцевать","dance","6.8","1.16"
"429","надежды","Hope","6.8","0.88"
"430","море","sea","6.8","1.37"
"431","чувства","feelings","6.78","1.18"
"432","dear","dear","6.78","1.17"
"433","дорогой","expensive","6.78","1.23"
"434","дочь","daughter","6.78","1.27"
"435","цветок","flower","6.78","1.07"
"436","baby","baby","6.78","1.23"
"437","уважения","respect","6.78","0.93"
"438","здоровья","Health","6.78","1.15"
"439","детям","children","6.78","1.17"
"440","sex","sex","6.78","1.71"
"441","gift","gift","6.78","1.25"
"442","здравствуй","hello","6.78","1.07"
"443","свидания","Goodbye","6.78","1.09"
"444","премии","Award","6.78","0.97"
"445","живым","alive","6.78","1.25"
"446","молодые","young","6.78","1.13"
"447","шутите","Mess","6.78","1.02"
"448","надежду","hope","6.76","0.89"
"449","искренне","sincerely","6.76","1.15"
"450","матери","mother","6.76","1.17"
"451","amazing","amazing","6.76","1.44"
"452","удалось","managed","6.76","1.2"
"453","девчонки","Girls","6.76","1.06"
"454","роза","rose","6.76","1.19"
"455","честное","honest","6.76","0.98"
"456","золото","gold","6.76","1.25"
"457","танцы","dancing","6.76","1.19"
"458","улучшения","improve","6.76","1.06"
"459","золота","Gold","6.76","1.25"
"460","свободно","free","6.76","1.14"
"461","брат","brother","6.76","1.04"
"462","сердцем","heart","6.76","1.14"
"463","надежда","hope","6.76","1.12"
"464","сладких","sweet","6.76","1.02"
"465","сказка","story","6.76","1.08"
"466","подружка","girlfriend","6.76","1.02"
"467","папы","Pope","6.76","1.35"
"468","чемпионов","Champions","6.76","1.12"
"469","ёлка","fir-tree","6.76","1.25"
"470","выспаться","get enough sleep","6.74","1.07"
"471","интересный","interesting","6.74","0.94"
"472","совершенствование","improvement","6.74","1.31"
"473","семьи","family","6.74","1.21"
"474","жена","wife","6.74","1.16"
"475","ахаха","ahaha","6.74","1.5"
"476","улучшению","improve","6.74","0.94"
"477","сказки","Tales","6.74","0.99"
"478","секс","sex","6.74","1.85"
"479","героем","hero","6.74","1.23"
"480","тепло","heat","6.74","1.19"
"481","детей","Children","6.74","1.26"
"482","ахахахах","ahahahah","6.74","1.8"
"483","знания","knowledge","6.74","1.1"
"484","прибыль","profit","6.74","1.19"
"485","любил","loved","6.74","1.78"
"486","родителями","parents","6.74","1.17"
"487","хаха","haha","6.74","1.63"
"488","желание","desire","6.74","1.05"
"489","творческой","creative","6.74","1.1"
"490","рождения","Birth","6.74","1.01"
"491","жить","live","6.72","1.47"
"492","танец","dance","6.72","1.13"
"493","интересно","interestingly","6.72","0.95"
"494","ребёнка","baby","6.72","1.13"
"495","ребенка","baby","6.72","1.18"
"496","тепла","heat","6.72","1.13"
"497","детьми","children","6.72","1.2"
"498","дитя","child","6.72","1.33"
"499","health","health","6.72","1.16"
"500","дочерью","daughter","6.7","1.13"
"501","честно","honestly","6.7","1.18"
"502","хорошенько","well","6.7","0.97"
"503","крутая","cool","6.7","1.22"
"504","свободного","free","6.7","1.05"
"505","dance","dance","6.7","1.11"
"506","music","music","6.7","1.23"
"507","привет","hi","6.7","1.05"
"508","скидка","discount","6.7","1.07"
"509","прикольно","cool","6.7","1.61"
"510","интересного","interesting","6.7","1.04"
"511","dreams","dreams","6.7","1.11"
"512","героя","Hero","6.7","1.13"
"513","подари","Give","6.7","1.02"
"514","отдыха","recreation","6.7","1.11"
"515","повышения","increase","6.7","1.09"
"516","музыки","Music","6.7","1.23"
"517","бесплатно","free","6.7","1.18"
"518","свободна","free","6.7","1.07"
"519","дочери","daughter","6.7","1.23"
"520","музыку","music","6.7","1.04"
"521","улучшение","improvement","6.7","0.79"
"522","везет","lucky","6.7","1.25"
"523","великий","great","6.68","1.25"
"524","рекорд","record","6.68","1.32"
"525","освобождение","release","6.68","1.15"
"526","сильный","strong","6.68","1.15"
"527","триумфальной","triumphal","6.68","1.27"
"528","душа","soul","6.68","1.19"
"529","здравствуйте","hello","6.68","0.98"
"530","детстве","childhood","6.68","1.08"
"531","мирного","Peace","6.68","1.08"
"532","детская","nursery","6.68","1.08"
"533","правильно","right","6.68","1.13"
"534","папе","Pope","6.68","1.22"
"535","ахахах","ahah","6.68","1.88"
"536","герои","Heroes","6.68","1.13"
"537","независимость","independence","6.68","1.17"
"538","цирк","circus","6.68","1.19"
"539","пользу","benefit","6.68","1.11"
"540","миру","world","6.68","1.39"
"541","выздоравливай","get well","6.68","1.15"
"542","подруги","girlfriend","6.68","1.08"
"543","правду","the truth","6.68","1.2"
"544","великая","great","6.68","1.25"
"545","cool","cool","6.66","1.39"
"546","летом","summer","6.66","1.17"
"547","интереснее","interesting","6.66","0.92"
"548","доверяю","trust","6.66","1.04"
"549","игрушки","Toys","6.66","1.15"
"550","доходы","earnings","6.66","1.02"
"551","дедушка","grandfather","6.66","1.08"
"552","выспалась","get enough sleep","6.66","0.96"
"553","sexy","sexy","6.66","1.79"
"554","сына","son","6.66","1.12"
"555","желания","desire","6.66","1.06"
"556","новый","new","6.64","1.01"
"557","честные","Honest","6.64","1.16"
"558","честь","honor","6.64","1.16"
"559","merry","merry","6.64","1.29"
"560","девушку","Woman","6.64","1.06"
"561","выжил","survived","6.64","1.26"
"562","фантастика","fantasy","6.64","1.17"
"563","ржу","rzhu","6.64","1.72"
"564","легко","easy","6.64","0.8"
"565","девушкой","Woman","6.64","1.1"
"566","приветик","greeting","6.64","1.35"
"567","родился","born","6.64","1.05"
"568","богом","god","6.64","1.51"
"569","молод","young","6.64","1.21"
"570","малышка","baby","6.64","1.26"
"571","party","party","6.64","1.26"
"572","заботиться","care","6.64","1.06"
"573","справедливо","right","6.62","1.05"
"574","уважаемые","dear","6.62","0.9"
"575","творчество","creation","6.62","1.24"
"576","гости","guests","6.62","1.09"
"577","кошка","cat","6.62","1.29"
"578","играть","play","6.62","1.05"
"579","жених","groom","6.62","1.19"
"580","hello","hello","6.62","1.23"
"581","свет","light","6.62","1.26"
"582","молодежь","youth","6.62","1.05"
"583","родины","homeland","6.62","1.31"
"584","елку","Christmas tree","6.62","1.16"
"585","чисто","purely","6.62","1.09"
"586","небо","sky","6.62","1.28"
"587","ребенком","child","6.62","1.01"
"588","сбываются","Come True","6.62","1.09"
"589","well","well","6.62","1.24"
"590","детский","children's","6.62","1.07"
"591","чистых","net","6.62","1.1"
"592","бесплатный","free","6.62","1.12"
"593","санта","santa","6.62","1.37"
"594","свободных","free","6.62","1.14"
"595","играем","Play","6.62","1.19"
"596","согласна","agree","6.62","1.05"
"597","квн","KVN","6.62","1.21"
"598","бабушки","Grandmother","6.62","1.07"
"599","печенье","cookies","6.62","1.16"
"600","дружок","boyfriend","6.62","1.05"
"601","уважаю","respect","6.6","0.99"
"602","любила","loved","6.6","1.73"
"603","удобно","easy","6.6","1.01"
"604","поэзия","poetry","6.6","1.07"
"605","познакомиться","become acquainted","6.6","0.81"
"606","песни","songs","6.6","1.16"
"607","детских","children","6.6","1.01"
"608","доход","income","6.6","1.2"
"609","мечтал","dreaming","6.6","1.03"
"610","папу","Dad","6.6","1.25"
"611","великого","great","6.6","1.12"
"612","free","free","6.6","1.29"
"613","спасение","salvation","6.6","1.11"
"614","творчестве","creativity","6.6","1.2"
"615","творчества","Creativity","6.58","1.2"
"616","родину","home","6.58","1.39"
"617","модно","fashionably","6.58","1.11"
"618","преимущества","Benefits","6.58","1.11"
"619","звезда","star","6.58","1.05"
"620","петь","sing","6.58","1.05"
"621","моря","Sea","6.58","1.16"
"622","живу","live","6.58","1.33"
"623","получилось","turned","6.58","1.01"
"624","кот","cat","6.58","1.16"
"625","весной","in the spring","6.58","1.18"
"626","сердцу","heart","6.58","1.26"
"627","сердца","Heart","6.58","1.16"
"628","плюс","plus","6.58","1.09"
"629","вселенной","Universe","6.58","1.33"
"630","достиг","reached","6.58","1.09"
"631","девочка","girl","6.58","1.18"
"632","спорт","sport","6.58","1.23"
"633","жизнью","life","6.58","1.37"
"634","ребёнком","child","6.58","1.25"
"635","концерт","concert","6.58","1.21"
"636","приятель","pal","6.58","1.11"
"637","мандарины","tangerines","6.58","1.16"
"638","ёлку","Christmas tree","6.58","1.11"
"639","пирог","pie","6.58","1.18"
"640","молодых","young","6.58","1.2"
"641","правда","true","6.58","1.26"
"642","ярко","bright","6.58","1.16"
"643","хахах","hahaha","6.56","1.73"
"644","елка","fir-tree","6.56","1.18"
"645","подарите","donate","6.56","1.18"
"646","близкие","close","6.56","1.07"
"647","ценность","value","6.56","0.88"
"648","правильный","right","6.56","1.05"
"649","девочки","girls","6.56","1.09"
"650","будущее","future","6.56","1.07"
"651","пушкин","pushkin","6.56","1.3"
"652","разум","mind","6.56","1.01"
"653","достижений","Achievements","6.56","1.05"
"654","вселенная","universe","6.56","1.3"
"655","пожалуйста","please","6.56","1.11"
"656","живых","living","6.56","1.13"
"657","крутой","steep","6.56","1.23"
"658","зарабатывать","earn","6.56","1.3"
"659","респект","Respect","6.54","1.46"
"660","сынок","son","6.54","1.07"
"661","суббота","Saturday","6.54","1.23"
"662","девушка","girl","6.54","1.13"
"663","нравилось","like","6.54","1.09"
"664","подругой","girlfriend","6.54","0.97"
"665","беременна","pregnant","6.54","1.49"
"666","культура","culture","6.54","1.11"
"667","cute","cute","6.54","1.39"
"668","сильная","strong","6.54","0.95"
"669","живи","live","6.54","1.11"
"670","кошки","cat","6.54","1.36"
"671","спасли","saved","6.54","1.2"
"672","справедливости","justice","6.52","1.15"
"673","культурных","cultural","6.52","1.01"
"674","marry","marry","6.52","1.34"
"675","жене","wife","6.52","1.2"
"676","окей","okay","6.52","1.27"
"677","культурного","Cultural","6.52","0.89"
"678","приглашение","invitation","6.52","0.97"
"679","шампанское","Champagne","6.52","1.39"
"680","god","god","6.52","1.58"
"681","цветов","Flowers","6.52","1.2"
"682","женщина","woman","6.52","1.15"
"683","доверять","trust","6.52","0.91"
"684","женщиной","woman","6.52","1.07"
"685","здравствует","Live the","6.52","1.03"
"686","home","home","6.52","1.28"
"687","сексом","sex","6.52","1.69"
"688","фестиваль","festival","6.52","1.05"
"689","урожай","harvest","6.52","0.91"
"690","театр","theater","6.5","1.22"
"691","близких","close","6.5","1.15"
"692","россия","Russia","6.5","1.15"
"693","девочку","girl","6.5","1.22"
"694","достижения","progress","6.5","1.04"
"695","песня","song","6.5","1.18"
"696","оранжевое","Orange","6.5","1.28"
"697","я","I","6.5","1.4"
"698","нового","new","6.5","0.95"
"699","страсть","passion","6.5","1.37"
"700","женаты","married","6.5","1.2"
"701","сердце","heart","6.5","1.11"
"702","вера","faith","6.5","1.09"
"703","замуж","marry","6.5","1.31"
"704","родилась","born","6.5","1.17"
"705","чистый","net","6.5","1.04"
"706","чистой","net","6.5","0.84"
"707","родине","home","6.5","1.2"
"708","замужем","married","6.48","1.36"
"709","ужин","dinner","6.48","0.99"
"710","интерес","interest","6.48","0.86"
"711","спас","saved","6.48","1.13"
"712","верить","believe","6.48","1.01"
"713","достоинства","value","6.48","0.99"
"714","играет","plays","6.48","1.03"
"715","детские","Children","6.48","0.97"
"716","книги","Books","6.48","1.16"
"717","богу","God","6.48","1.4"
"718","летать","fly","6.48","1.22"
