"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"312","buenisima","buenisima","7.68","1.3"
"313","descansar","rest","7.68","0.91"
"314","salud","health","7.68","1.38"
"315","hahahahah","hahahahah","7.68","1.66"
"316","aceptado","accepted","7.68","1.22"
"317","entretenimiento","entertainment","7.68","1.13"
"318","hogar","home","7.68","1.24"
"319","agradecer","thank","7.66","1.14"
"320","bonitos","beautiful","7.66","1.12"
"321","pastel","cake","7.66","1.21"
"322","entusiasmo","enthusiasm","7.66","1.17"
"323","fiel","faithful","7.66","1.42"
"324","sueña","dreams","7.66","0.98"
"325","funny","funny","7.66","1.15"
"326","ideal","ideal","7.66","1.1"
"327","you♥","you ♥","7.66","1.67"
"328","padres","Parents","7.66","1.29"
"329","mexicana","Mexican","7.66","1.24"
"330","cantar","sing","7.66","1.24"
"331","festejo","celebration","7.66","1.27"
"332","sol","sun","7.66","1.15"
"333","estrellas","stars","7.66","1.21"
"334","luz","light","7.66","1.04"
"335","jejejejeje","jejejejeje","7.66","1.29"
"336","brillante","bright","7.66","1.08"
"337","inteligencia","intelligence","7.64","1.1"
"338","canción","song","7.64","1.16"
"339","conciertos","concerts","7.64","1.24"
"340","disfrutando","enjoy","7.64","1.32"
"341","árbol","tree","7.64","1.29"
"342","agua","water","7.64","1.29"
"343","cantando","singing","7.64","1.16"
"344","bienestar","welfare","7.64","1.26"
"345","esperanza","hope","7.64","1.22"
"346","amable","friendly","7.64","1.17"
"347","artes","arts","7.64","1.06"
"348","querida","mistress","7.64","1.01"
"349","jugar","play","7.64","1.08"
"350","hahahahaha","hahahahaha","7.64","1.65"
"351","barato","cheap","7.64","1.03"
"352","favorita","Favorite","7.64","1.03"
"353","encantas","encantas","7.64","1.19"
"354","mujer","woman","7.64","1.27"
"355","viaje","trip","7.64","1.16"
"356","infancia","childhood","7.62","1.23"
"357","pasión","passion","7.62","1.23"
"358","movie","movie","7.62","1.19"
"359","esperanzas","hopes","7.62","1.24"
"360","welcome","welcome","7.62","1.32"
"361","jajajaaj","jajajaaj","7.62","1.93"
"362","admiración","admiration","7.62","1.46"
"363","rica","rich","7.62","1.09"
"364","amigas","friends","7.62","1.44"
"365","hermana","sister","7.62","1.18"
"366","tequiero","tequiero","7.62","1.59"
"367","aprobada","approved","7.62","1.18"
"368","jejejeje","hehehehe","7.62","1.05"
"369","extraordinaria","extraordinary","7.62","1.31"
"370","amas","love","7.62","1.5"
"371","lealtad","loyalty","7.62","1.24"
"372","increible","incredible","7.62","1.18"
"373","abundancia","abundance","7.62","1.09"
"374","festival","festival","7.62","1.18"
"375","camita","cot","7.62","1.23"
"376","bebé","baby","7.62","1.52"
"377","emoción","emotion","7.62","1.19"
"378","bien","well","7.62","0.99"
"379","perfectos","perfect","7.62","1.47"
"380","jajajajja","jajajajja","7.62","1.28"
"381","imaginar","imagine","7.62","1.28"
"382","logros","achievements","7.6","1.41"
"383","adoro","love","7.6","1.07"
"384","verano","summer","7.6","1.4"
"385","helado","ice","7.6","1.31"
"386","niños","children","7.6","1.12"
"387","soñando","dreaming","7.6","0.9"
"388","jajjaja","jajjaja","7.6","1.55"
"389","win","win","7.6","1.32"
"390","cielo","sky","7.6","1.25"
"391","jajajjaja","jajajjaja","7.6","1.9"
"392","jaja","haha","7.6","1.21"
"393","tqm","tqm","7.6","1.56"
"394","fortaleza","fortress","7.6","1.12"
"395","pareja","couple","7.6","1.18"
"396","videojuegos","game","7.6","1.44"
"397","buena","good","7.6","1.07"
"398","artístico","artistic","7.58","1.14"
"399","amazing","amazing","7.58","1.29"
"400","nacer","be born","7.58","1.16"
"401","loved","loved","7.58","1.55"
"402","carnaval","carnival","7.58","1.43"
"403","feeeliz","feeeliz","7.58","2.12"
"404","vivo","live","7.58","1.31"
"405","family","family","7.58","1.7"
"406","ama","love","7.58","1.5"
"407","hahahah","hahahah","7.58","1.44"
"408","vive","lives","7.58","1.26"
"409","ternura","tenderness","7.58","1.4"
"410","árboles","trees","7.58","1.05"
"411","disfruta","enjoy","7.58","1.16"
"412","yeah","yeah","7.58","1.34"
"413","navidades","Christmas","7.58","1.82"
"414","earth","earth","7.58","1.33"
"415","músicos","musicians","7.58","1.23"
"416","perrito","puppy","7.58","1.16"
"417","felicito","Congratulations","7.56","1.03"
"418","uvas","grapes","7.56","1.11"
"419","playing","playing","7.56","1.09"
"420","exitos","successes","7.56","1.45"
"421","universidades","universities","7.56","1.3"
"422","inteligentes","Smart","7.56","1.15"
"423","thanks","thanks","7.56","1.05"
"424","aventuras","Adventures","7.56","1.49"
"425","extraordinario","extraordinary","7.56","1.33"
"426","éxitos","successes","7.56","1.34"
"427","calidad","quality","7.56","1.07"
"428","amando","loving","7.56","1.33"
"429","amiguita","girlfriend","7.56","1.23"
"430","tesoro","treasure","7.56","1.2"
"431","feeliz","feeliz","7.56","2.11"
"432","verdad","truth","7.56","1.18"
"433","hahahha","hahahha","7.56","1.49"
"434","vidaa","vidaa","7.56","1.8"
"435","paisaje","landscape","7.56","1.26"
"436","chula","chula","7.56","1.31"
"437","descansando","resting","7.56","1.3"
"438","increíble","incredible","7.54","1.31"
"439","hahahahahahaha","hahahahahahaha","7.54","1.93"
"440","nuevo","new","7.54","1.27"
"441","jajaa","jajaa","7.54","1.27"
"442","sábado","Saturday","7.54","1.31"
"443","celebra","held","7.54","1.34"
"444","awesome","awesome","7.54","1.7"
"445","lindos","cute","7.54","1.3"
"446","latinoamérica","Latin America","7.54","1.15"
"447","ganó","won","7.54","1.3"
"448","bosques","forests","7.54","1.13"
"449","lotería","lottery","7.54","1.57"
"450","viva","alive","7.54","1.37"
"451","juego","game","7.54","1.13"
"452","bebés","Babies","7.54","1.54"
"453","song","song","7.54","1.34"
"454","rico","rich","7.54","1.57"
"455","bienvenida","welcome","7.54","1.03"
"456","encantan","love","7.54","1.03"
"457","latinoamericanos","American","7.54","1.25"
"458","gratuita","free","7.54","1.15"
"459","musical","musical","7.54","1.2"
"460","dormir","sleep","7.54","1.45"
"461","celebrando","celebrating","7.54","1.31"
"462","enjoy","enjoy","7.54","1.18"
"463","parís","Paris","7.52","1.66"
"464","fantasía","fantasy","7.52","1.13"
"465","sí","yes","7.52","1.36"
"466","innovación","innovation","7.52","1.01"
"467","mascotas","pets","7.52","1.46"
"468","dulce","sweet","7.52","0.95"
"469","life","life","7.52","1.46"
"470","bienvenidos","welcome","7.52","0.93"
"471","favorito","favorite","7.52","1.2"
"472","nuevos","new","7.52","1.27"
"473","favorite","favorite","7.52","1.42"
"474","guapos","handsome","7.52","1.45"
"475","mujeres","women","7.52","1.36"
"476","próspero","prosperous","7.52","1.18"
"477","sex","sex","7.52","1.5"
"478","vivos","living","7.52","1.37"
"479","millon","million","7.52","1.57"
"480","primavera","spring","7.52","1.01"
"481","viajero","traveler","7.52","1.52"
"482","encanta","love","7.5","1.22"
"483","agradable","nice","7.5","1.17"
"484","piscina","pool","7.5","1.13"
"485","masajes","Massage","7.5","1.13"
"486","hola","hello","7.5","1.17"
"487","gustar","like","7.5","1.25"
"488","baby","baby","7.5","1.47"
"489","favoritos","Favorites","7.5","1.15"
"490","dormiré","sleep","7.5","1.07"
"491","jjajaja","jjajaja","7.5","1.72"
"492","impresionante","awesome","7.5","1.02"
"493","querido","dear","7.5","1.17"
"494","respeto","respect","7.5","1.05"
"495","suerte","luck","7.5","1.25"
"496","sexo","sex","7.5","1.74"
"497","plenitud","fullness","7.5","1.25"
"498","animo","encourage","7.5","1.23"
"499","hope","hope","7.5","1.45"
"500","dream","dream","7.5","1.09"
"501","billetes","bills","7.5","1.33"
"502","auténtico","authentic","7.5","1.09"
"503","libremente","loosely","7.5","1.13"
"504","home","home","7.5","1.43"
"505","brothers","brothers","7.5","1.23"
"506","woman","woman","7.48","1.4"
"507","libres","Free","7.48","1.36"
"508","joven","young","7.48","1.18"
"509","leal","loyal","7.48","1.33"
"510","quererte","love you","7.48","1.22"
"511","favoritas","Favorite","7.48","1.39"
"512","champagne","champagne","7.48","1.3"
"513","relax","relax","7.48","1.23"
"514","princesa","princess","7.48","1.3"
"515","hijo","son","7.48","1.34"
"516","riquezas","wealth","7.48","1.42"
"517","héroe","hero","7.48","1.27"
"518","domingo","Sunday","7.48","1.52"
"519","alimentos","food","7.48","1.31"
"520","hermanito","brother","7.48","1.4"
"521","frutas","fruits","7.48","1.07"
"522","millón","million","7.48","1.42"
"523","inspiración","inspiration","7.48","1.09"
"524","bellos","beautiful","7.48","1.27"
"525","jjaja","jjaja","7.46","1.5"
"526","hahaha","hahaha","7.46","1.5"
"527","ajajja","ajajja","7.46","1.62"
"528","creative","creative","7.46","1.22"
"529","virtudes","virtues","7.46","1.45"
"530","becas","scholarships","7.46","1.18"
"531","tierna","tender","7.46","1.07"
"532","feliiiiz","feliiiiz","7.46","2.02"
"533","verdadero","true","7.46","1.11"
"534","perfección","perfection","7.46","1.78"
"535","encantado","delighted","7.46","1.05"
"536","colores","colors","7.46","1.31"
"537","yes","yes","7.46","1.2"
"538","sabio","wise","7.46","1.22"
"539","milagro","miracle","7.46","1.54"
"540","ánimo","encouragement","7.46","1.54"
"541","youtube","youtube","7.46","1.34"
"542","siiii","siiii","7.46","1.4"
"543","honorable","honorable","7.46","1.28"
"544","café","coffee","7.46","1.23"
"545","victoria","victory","7.46","1.28"
"546","tierra","land","7.44","1.23"
"547","madres","mothers","7.44","1.5"
"548","perfectamente","perfectly","7.44","1.26"
"549","mariposas","butterflies","7.44","1.16"
"550","jardines","grounds","7.44","1.28"
"551","caribe","Caribbean","7.44","1.59"
"552","aprender","learn","7.44","1.11"
"553","descubrimiento","discovery","7.44","1.21"
"554","mexicanos","Mexican","7.44","1.43"
"555","energía","energy","7.44","1.05"
"556","corazones","hearts","7.44","1.26"
"557","rosas","roses","7.44","1.28"
"558","hermanita","sister","7.44","1.25"
"559","chicas","girls","7.44","1.05"
"560","tecnología","technology","7.44","1.25"
"561","agradecido","grateful","7.44","1.01"
"562","ofertas","deals","7.44","1.23"
"563","ganan","win","7.44","1.26"
"564","sentimientos","feelings","7.42","1.25"
"565","fidelidad","fidelity","7.42","1.26"
"566","imagina","imagine","7.42","1.23"
"567","animaciones","animations","7.42","0.95"
"568","espectáculo","show","7.42","1.09"
"569","tequila","tequila","7.42","1.33"
"570","educacion","education","7.42","1.16"
"571","miel","honey","7.42","1.01"
"572","encanto","charm","7.42","1.07"
"573","queridos","ones","7.42","1.16"
"574","vidas","lives","7.42","1.14"
"575","tkm","tkm","7.42","1.69"
"576","restaurantes","restaurants","7.42","1.21"
"577","sweet","sweet","7.42","1.28"
"578","mundo","world","7.42","1.44"
"579","desayuno","breakfast","7.42","1.18"
"580","imagine","Imagine","7.42","1.2"
"581","ferias","fairs","7.42","1.34"
"582","celebrado","celebrated","7.42","1.13"
"583","sabios","wise","7.42","1.16"
"584","valores","values","7.42","1.2"
"585","jardín","garden","7.4","1.11"
"586","disfruté","enjoyed","7.4","1.11"
"587","girl","girl","7.4","1.36"
"588","excepcional","exceptional","7.4","1.36"
"589","limpieza","cleaning","7.4","1.36"
"590","frutos","fruits","7.4","1.16"
"591","disfruten","enjoy","7.4","1.29"
"592","jejeje","lol","7.4","1.2"
"593","muchisimo","a lot","7.4","1.34"
"594","descuento","discount","7.4","1.31"
"595","diosa","goddess","7.4","1.23"
"596","artista","artist","7.4","1.09"
"597","juega","plays","7.4","1.03"
"598","university","university","7.4","1.23"
"599","wii","wii","7.4","1.39"
"600","ayudar","help","7.4","1.25"
"601","aprobado","approved","7.4","1.48"
"602","agradezco","thank","7.4","1.16"
"603","gusta","like","7.4","1.16"
"604","cenando","dining","7.4","1.21"
"605","familiar","family","7.4","1.6"
"606","jajjaa","jajjaa","7.38","1.96"
"607","dinero","money","7.38","1.64"
"608","vegetación","vegetation","7.38","1.32"
"609","universitarios","university","7.38","1.28"
"610","tecnológica","technological","7.38","1.26"
"611","humor","humor","7.38","1.21"
"612","ideas","Ideas","7.38","1.14"
"613","conocimiento","knowledge","7.38","1.12"
"614","december","december","7.38","1.6"
"615","súper","super","7.38","1.09"
"616","musicales","musical","7.38","1.31"
"617","femenino","female","7.38","1.31"
"618","gana","desire","7.38","1.46"
"619","máximo","maximum","7.38","1.24"
"620","maestría","mastery","7.38","1.31"
"621","beatles","beatles","7.38","1.59"
"622","honor","honor","7.38","1.34"
"623","familiares","family","7.38","1.4"
"624","matrimonio","marriage","7.38","1.41"
"625","better","better","7.38","1.24"
"626","señorita","Ms.","7.38","1.24"
"627","boda","wedding","7.38","1.78"
"628","cenar","dine","7.38","1.05"
"629","mejor","best","7.38","1.16"
"630","útil","useful","7.38","1.09"
"631","ganas","forward","7.38","1.19"
"632","gane","win","7.38","1.61"
"633","restaurante","restaurant","7.38","1.14"
"634","sun","sun","7.38","1.21"
"635","angeles","angels","7.38","1.29"
"636","bañarme","bathe","7.38","1.18"
"637","maximo","Maximum","7.38","1.28"
"638","travel","travel","7.38","1.26"
"639","health","health","7.38","1.18"
"640","flan","flan","7.38","1.31"
"641","bendiciones","blessings","7.36","1.69"
"642","cultura","culture","7.36","1.22"
"643","palomitas","Popcorn","7.36","1.17"
"644","ganando","gaining","7.36","1.03"
"645","eficiente","efficient","7.36","1.34"
"646","destacados","Highlights","7.36","1.26"
"647","baila","dance","7.36","1.26"
"648","aprobación","approval","7.36","1.01"
"649","abuelo","grandfather","7.36","1.56"
"650","ecología","ecology","7.36","1.17"
"651","idea","idea","7.36","1.19"
"652","mejores","top","7.36","1.12"
"653","hahahahahaha","hahahahahaha","7.36","2.09"
"654","cancion","song","7.36","1.32"
"655","great","great","7.36","1.61"
"656","saludar","greet","7.36","1.06"
"657","flor","flower","7.36","1.05"
"658","ideales","ideal","7.36","1.03"
"659","soñé","dreamed","7.36","1.03"
"660","existir","exist","7.36","1.19"
"661","siesta","nap","7.36","1.26"
"662","sueldo","salary","7.36","1.22"
"663","piano","piano","7.36","1.24"
"664","jajaaj","jajaaj","7.36","1.72"
"665","prospero","prosperous","7.36","1.4"
"666","autonomía","autonomy","7.36","1.26"
"667","abundantes","abundant","7.36","1.17"
"668","artística","artistic","7.36","1.22"
"669","bosque","forest","7.36","1.24"
"670","satisfacer","meet","7.34","1.33"
"671","amanecer","dawn","7.34","1.24"
"672","sincero","sincere","7.34","1.24"
"673","bebe","bebe","7.34","1.49"
"674","pacífico","Pacific","7.34","1.21"
"675","emociones","emotions","7.34","1.21"
"676","avanzar","advance","7.34","1.1"
"677","alegro","Glad","7.34","1.42"
"678","latinoamericana","Latin American","7.34","1.26"
"679","cantante","singer","7.34","0.87"
"680","niñas","girls","7.34","1.12"
"681","metas","goals","7.34","1.22"
"682","igualdad","equality","7.34","1.15"
"683","bailando","dancing","7.34","1.67"
"684","corazon","heart","7.34","1.27"
"685","desayunando","breakfast","7.34","0.92"
"686","arte","art","7.34","1.42"
"687","libros","books","7.34","1.24"
"688","oportunidad","opportunity","7.34","1.14"
"689","plantas","plants","7.34","1.04"
"690","tecnologia","technology","7.34","1.24"
"691","enseñanza","teaching","7.34","1.06"
"692","volando","flying","7.34","1.12"
