,missing_files
90,/srv/data/twitter_geography/2021/geography_2021_5_30_22.csv.gz
91,/srv/data/twitter_geography/2021/geography_2021_5_30_23.csv.gz
92,/srv/data/twitter_geography/2021/geography_2021_5_31_23.csv.gz
93,/srv/data/twitter_geography/2021/geography_2021_6_01_23.csv.gz
94,/srv/data/twitter_geography/2021/geography_2021_6_02_23.csv.gz
95,/srv/data/twitter_geography/2021/geography_2021_6_03_23.csv.gz
96,/srv/data/twitter_geography/2021/geography_2021_6_04_23.csv.gz
97,/srv/data/twitter_geography/2021/geography_2021_6_05_23.csv.gz
98,/srv/data/twitter_geography/2021/geography_2021_6_06_22.csv.gz
99,/srv/data/twitter_geography/2021/geography_2021_6_06_23.csv.gz
100,/srv/data/twitter_geography/2021/geography_2021_6_07_23.csv.gz
101,/srv/data/twitter_geography/2021/geography_2021_6_08_23.csv.gz
102,/srv/data/twitter_geography/2021/geography_2021_6_09_23.csv.gz
103,/srv/data/twitter_geography/2021/geography_2021_6_10_23.csv.gz
104,/srv/data/twitter_geography/2021/geography_2021_6_11_23.csv.gz
105,/srv/data/twitter_geography/2021/geography_2021_6_12_23.csv.gz
106,/srv/data/twitter_geography/2021/geography_2021_6_13_22.csv.gz
107,/srv/data/twitter_geography/2021/geography_2021_6_13_23.csv.gz
108,/srv/data/twitter_geography/2021/geography_2021_6_14_23.csv.gz
109,/srv/data/twitter_geography/2021/geography_2021_6_15_23.csv.gz
110,/srv/data/twitter_geography/2021/geography_2021_6_16_23.csv.gz
111,/srv/data/twitter_geography/2021/geography_2021_6_17_23.csv.gz
112,/srv/data/twitter_geography/2021/geography_2021_6_18_23.csv.gz
113,/srv/data/twitter_geography/2021/geography_2021_6_19_23.csv.gz
114,/srv/data/twitter_geography/2021/geography_2021_6_20_22.csv.gz
115,/srv/data/twitter_geography/2021/geography_2021_6_20_23.csv.gz
116,/srv/data/twitter_geography/2021/geography_2021_6_21_23.csv.gz
117,/srv/data/twitter_geography/2021/geography_2021_6_22_23.csv.gz
118,/srv/data/twitter_geography/2021/geography_2021_6_23_23.csv.gz
119,/srv/data/twitter_geography/2021/geography_2021_6_24_23.csv.gz
120,/srv/data/twitter_geography/2021/geography_2021_6_25_23.csv.gz
121,/srv/data/twitter_geography/2021/geography_2021_6_26_23.csv.gz
122,/srv/data/twitter_geography/2021/geography_2021_6_27_22.csv.gz
123,/srv/data/twitter_geography/2021/geography_2021_6_27_23.csv.gz
124,/srv/data/twitter_geography/2021/geography_2021_6_28_23.csv.gz
125,/srv/data/twitter_geography/2021/geography_2021_6_29_23.csv.gz
126,/srv/data/twitter_geography/2021/geography_2021_6_30_23.csv.gz
127,/srv/data/twitter_geography/2021/geography_2021_7_01_23.csv.gz
128,/srv/data/twitter_geography/2021/geography_2021_7_02_23.csv.gz
129,/srv/data/twitter_geography/2021/geography_2021_7_03_23.csv.gz
130,/srv/data/twitter_geography/2021/geography_2021_7_04_22.csv.gz
131,/srv/data/twitter_geography/2021/geography_2021_7_04_23.csv.gz
132,/srv/data/twitter_geography/2021/geography_2021_7_05_23.csv.gz
133,/srv/data/twitter_geography/2021/geography_2021_7_06_23.csv.gz
134,/srv/data/twitter_geography/2021/geography_2021_7_07_23.csv.gz
135,/srv/data/twitter_geography/2021/geography_2021_7_08_23.csv.gz
136,/srv/data/twitter_geography/2021/geography_2021_7_09_23.csv.gz
137,/srv/data/twitter_geography/2021/geography_2021_7_10_23.csv.gz
138,/srv/data/twitter_geography/2021/geography_2021_7_11_22.csv.gz
139,/srv/data/twitter_geography/2021/geography_2021_7_11_23.csv.gz
140,/srv/data/twitter_geography/2021/geography_2021_7_12_23.csv.gz
141,/srv/data/twitter_geography/2021/geography_2021_7_13_23.csv.gz
142,/srv/data/twitter_geography/2021/geography_2021_7_14_23.csv.gz
143,/srv/data/twitter_geography/2021/geography_2021_7_15_23.csv.gz
144,/srv/data/twitter_geography/2021/geography_2021_7_16_23.csv.gz
145,/srv/data/twitter_geography/2021/geography_2021_7_17_23.csv.gz
146,/srv/data/twitter_geography/2021/geography_2021_7_18_22.csv.gz
147,/srv/data/twitter_geography/2021/geography_2021_7_18_23.csv.gz
148,/srv/data/twitter_geography/2021/geography_2021_7_19_23.csv.gz
149,/srv/data/twitter_geography/2021/geography_2021_7_20_23.csv.gz
150,/srv/data/twitter_geography/2021/geography_2021_7_21_23.csv.gz
151,/srv/data/twitter_geography/2021/geography_2021_7_22_23.csv.gz
152,/srv/data/twitter_geography/2021/geography_2021_7_23_23.csv.gz
153,/srv/data/twitter_geography/2021/geography_2021_7_24_23.csv.gz
154,/srv/data/twitter_geography/2021/geography_2021_7_25_22.csv.gz
155,/srv/data/twitter_geography/2021/geography_2021_7_25_23.csv.gz
156,/srv/data/twitter_geography/2021/geography_2021_7_26_23.csv.gz
157,/srv/data/twitter_geography/2021/geography_2021_7_27_23.csv.gz
158,/srv/data/twitter_geography/2021/geography_2021_7_28_23.csv.gz
159,/srv/data/twitter_geography/2021/geography_2021_7_29_23.csv.gz
160,/srv/data/twitter_geography/2021/geography_2021_7_30_23.csv.gz
161,/srv/data/twitter_geography/2021/geography_2021_7_31_23.csv.gz
162,/srv/data/twitter_geography/2021/geography_2021_8_01_22.csv.gz
163,/srv/data/twitter_geography/2021/geography_2021_8_01_23.csv.gz
164,/srv/data/twitter_geography/2021/geography_2021_8_02_23.csv.gz
165,/srv/data/twitter_geography/2021/geography_2021_8_03_23.csv.gz
166,/srv/data/twitter_geography/2021/geography_2021_8_04_23.csv.gz
167,/srv/data/twitter_geography/2021/geography_2021_8_05_23.csv.gz
168,/srv/data/twitter_geography/2021/geography_2021_8_06_23.csv.gz
169,/srv/data/twitter_geography/2021/geography_2021_8_07_23.csv.gz
170,/srv/data/twitter_geography/2021/geography_2021_8_08_22.csv.gz
171,/srv/data/twitter_geography/2021/geography_2021_8_08_23.csv.gz
172,/srv/data/twitter_geography/2021/geography_2021_8_09_23.csv.gz
173,/srv/data/twitter_geography/2021/geography_2021_8_10_23.csv.gz
174,/srv/data/twitter_geography/2021/geography_2021_8_11_23.csv.gz
175,/srv/data/twitter_geography/2021/geography_2021_8_12_23.csv.gz
176,/srv/data/twitter_geography/2021/geography_2021_8_13_23.csv.gz
177,/srv/data/twitter_geography/2021/geography_2021_8_14_23.csv.gz
178,/srv/data/twitter_geography/2021/geography_2021_8_15_22.csv.gz
179,/srv/data/twitter_geography/2021/geography_2021_8_15_23.csv.gz
180,/srv/data/twitter_geography/2021/geography_2021_8_16_23.csv.gz
181,/srv/data/twitter_geography/2021/geography_2021_8_17_23.csv.gz
182,/srv/data/twitter_geography/2021/geography_2021_8_18_23.csv.gz
183,/srv/data/twitter_geography/2021/geography_2021_8_19_23.csv.gz
184,/srv/data/twitter_geography/2021/geography_2021_8_20_23.csv.gz
185,/srv/data/twitter_geography/2021/geography_2021_8_21_23.csv.gz
186,/srv/data/twitter_geography/2021/geography_2021_8_22_22.csv.gz
187,/srv/data/twitter_geography/2021/geography_2021_8_22_23.csv.gz
188,/srv/data/twitter_geography/2021/geography_2021_8_23_23.csv.gz
189,/srv/data/twitter_geography/2021/geography_2021_8_24_23.csv.gz
190,/srv/data/twitter_geography/2021/geography_2021_8_25_23.csv.gz
191,/srv/data/twitter_geography/2021/geography_2021_8_26_23.csv.gz
192,/srv/data/twitter_geography/2021/geography_2021_8_27_23.csv.gz
193,/srv/data/twitter_geography/2021/geography_2021_8_28_23.csv.gz
194,/srv/data/twitter_geography/2021/geography_2021_8_29_22.csv.gz
195,/srv/data/twitter_geography/2021/geography_2021_8_29_23.csv.gz
196,/srv/data/twitter_geography/2021/geography_2021_8_30_23.csv.gz
197,/srv/data/twitter_geography/2021/geography_2021_8_31_00.csv.gz
198,/srv/data/twitter_geography/2021/geography_2021_8_31_01.csv.gz
199,/srv/data/twitter_geography/2021/geography_2021_8_31_02.csv.gz
200,/srv/data/twitter_geography/2021/geography_2021_8_31_03.csv.gz
201,/srv/data/twitter_geography/2021/geography_2021_8_31_04.csv.gz
202,/srv/data/twitter_geography/2021/geography_2021_8_31_05.csv.gz
203,/srv/data/twitter_geography/2021/geography_2021_8_31_06.csv.gz
204,/srv/data/twitter_geography/2021/geography_2021_8_31_07.csv.gz
205,/srv/data/twitter_geography/2021/geography_2021_8_31_08.csv.gz
206,/srv/data/twitter_geography/2021/geography_2021_8_31_09.csv.gz
207,/srv/data/twitter_geography/2021/geography_2021_8_31_10.csv.gz
208,/srv/data/twitter_geography/2021/geography_2021_8_31_11.csv.gz
209,/srv/data/twitter_geography/2021/geography_2021_8_31_12.csv.gz
210,/srv/data/twitter_geography/2021/geography_2021_8_31_13.csv.gz
211,/srv/data/twitter_geography/2021/geography_2021_8_31_14.csv.gz
212,/srv/data/twitter_geography/2021/geography_2021_8_31_15.csv.gz
213,/srv/data/twitter_geography/2021/geography_2021_8_31_16.csv.gz
214,/srv/data/twitter_geography/2021/geography_2021_8_31_17.csv.gz
215,/srv/data/twitter_geography/2021/geography_2021_8_31_18.csv.gz
216,/srv/data/twitter_geography/2021/geography_2021_8_31_19.csv.gz
217,/srv/data/twitter_geography/2021/geography_2021_8_31_20.csv.gz
218,/srv/data/twitter_geography/2021/geography_2021_8_31_21.csv.gz
219,/srv/data/twitter_geography/2021/geography_2021_8_31_22.csv.gz
220,/srv/data/twitter_geography/2021/geography_2021_8_31_23.csv.gz
221,/srv/data/twitter_geography/2021/geography_2021_9_01_23.csv.gz
222,/srv/data/twitter_geography/2021/geography_2021_9_02_23.csv.gz
223,/srv/data/twitter_geography/2021/geography_2021_9_03_23.csv.gz
224,/srv/data/twitter_geography/2021/geography_2021_9_04_23.csv.gz
225,/srv/data/twitter_geography/2021/geography_2021_9_05_22.csv.gz
226,/srv/data/twitter_geography/2021/geography_2021_9_05_23.csv.gz
227,/srv/data/twitter_geography/2021/geography_2021_9_06_23.csv.gz
228,/srv/data/twitter_geography/2021/geography_2021_9_07_23.csv.gz
229,/srv/data/twitter_geography/2021/geography_2021_9_08_23.csv.gz
230,/srv/data/twitter_geography/2021/geography_2021_9_09_23.csv.gz
231,/srv/data/twitter_geography/2021/geography_2021_9_10_23.csv.gz
232,/srv/data/twitter_geography/2021/geography_2021_9_11_23.csv.gz
233,/srv/data/twitter_geography/2021/geography_2021_9_12_22.csv.gz
234,/srv/data/twitter_geography/2021/geography_2021_9_12_23.csv.gz
235,/srv/data/twitter_geography/2021/geography_2021_9_13_00.csv.gz
236,/srv/data/twitter_geography/2021/geography_2021_9_13_01.csv.gz
237,/srv/data/twitter_geography/2021/geography_2021_9_13_02.csv.gz
238,/srv/data/twitter_geography/2021/geography_2021_9_13_03.csv.gz
239,/srv/data/twitter_geography/2021/geography_2021_9_13_04.csv.gz
240,/srv/data/twitter_geography/2021/geography_2021_9_13_05.csv.gz
241,/srv/data/twitter_geography/2021/geography_2021_9_13_06.csv.gz
242,/srv/data/twitter_geography/2021/geography_2021_9_13_07.csv.gz
243,/srv/data/twitter_geography/2021/geography_2021_9_13_08.csv.gz
244,/srv/data/twitter_geography/2021/geography_2021_9_13_09.csv.gz
245,/srv/data/twitter_geography/2021/geography_2021_9_13_10.csv.gz
246,/srv/data/twitter_geography/2021/geography_2021_9_13_11.csv.gz
247,/srv/data/twitter_geography/2021/geography_2021_9_13_12.csv.gz
248,/srv/data/twitter_geography/2021/geography_2021_9_13_13.csv.gz
249,/srv/data/twitter_geography/2021/geography_2021_9_13_14.csv.gz
250,/srv/data/twitter_geography/2021/geography_2021_9_13_15.csv.gz
251,/srv/data/twitter_geography/2021/geography_2021_9_13_16.csv.gz
252,/srv/data/twitter_geography/2021/geography_2021_9_13_17.csv.gz
253,/srv/data/twitter_geography/2021/geography_2021_9_13_18.csv.gz
254,/srv/data/twitter_geography/2021/geography_2021_9_13_19.csv.gz
255,/srv/data/twitter_geography/2021/geography_2021_9_13_20.csv.gz
256,/srv/data/twitter_geography/2021/geography_2021_9_13_21.csv.gz
257,/srv/data/twitter_geography/2021/geography_2021_9_13_22.csv.gz
258,/srv/data/twitter_geography/2021/geography_2021_9_13_23.csv.gz
259,/srv/data/twitter_geography/2021/geography_2021_9_14_00.csv.gz
260,/srv/data/twitter_geography/2021/geography_2021_9_14_01.csv.gz
261,/srv/data/twitter_geography/2021/geography_2021_9_14_02.csv.gz
262,/srv/data/twitter_geography/2021/geography_2021_9_14_03.csv.gz
263,/srv/data/twitter_geography/2021/geography_2021_9_14_04.csv.gz
264,/srv/data/twitter_geography/2021/geography_2021_9_14_05.csv.gz
265,/srv/data/twitter_geography/2021/geography_2021_9_14_06.csv.gz
266,/srv/data/twitter_geography/2021/geography_2021_9_14_07.csv.gz
267,/srv/data/twitter_geography/2021/geography_2021_9_14_08.csv.gz
268,/srv/data/twitter_geography/2021/geography_2021_9_14_09.csv.gz
269,/srv/data/twitter_geography/2021/geography_2021_9_14_10.csv.gz
270,/srv/data/twitter_geography/2021/geography_2021_9_14_11.csv.gz
271,/srv/data/twitter_geography/2021/geography_2021_9_14_12.csv.gz
272,/srv/data/twitter_geography/2021/geography_2021_9_14_13.csv.gz
273,/srv/data/twitter_geography/2021/geography_2021_9_14_14.csv.gz
274,/srv/data/twitter_geography/2021/geography_2021_9_14_15.csv.gz
275,/srv/data/twitter_geography/2021/geography_2021_9_14_16.csv.gz
276,/srv/data/twitter_geography/2021/geography_2021_9_14_17.csv.gz
277,/srv/data/twitter_geography/2021/geography_2021_9_14_18.csv.gz
278,/srv/data/twitter_geography/2021/geography_2021_9_14_19.csv.gz
279,/srv/data/twitter_geography/2021/geography_2021_9_14_20.csv.gz
280,/srv/data/twitter_geography/2021/geography_2021_9_14_21.csv.gz
281,/srv/data/twitter_geography/2021/geography_2021_9_14_22.csv.gz
282,/srv/data/twitter_geography/2021/geography_2021_9_14_23.csv.gz
283,/srv/data/twitter_geography/2021/geography_2021_9_15_00.csv.gz
284,/srv/data/twitter_geography/2021/geography_2021_9_15_01.csv.gz
285,/srv/data/twitter_geography/2021/geography_2021_9_15_02.csv.gz
286,/srv/data/twitter_geography/2021/geography_2021_9_15_03.csv.gz
287,/srv/data/twitter_geography/2021/geography_2021_9_15_04.csv.gz
288,/srv/data/twitter_geography/2021/geography_2021_9_15_05.csv.gz
289,/srv/data/twitter_geography/2021/geography_2021_9_15_06.csv.gz
290,/srv/data/twitter_geography/2021/geography_2021_9_15_07.csv.gz
291,/srv/data/twitter_geography/2021/geography_2021_9_15_08.csv.gz
292,/srv/data/twitter_geography/2021/geography_2021_9_15_09.csv.gz
293,/srv/data/twitter_geography/2021/geography_2021_9_15_10.csv.gz
294,/srv/data/twitter_geography/2021/geography_2021_9_15_11.csv.gz
295,/srv/data/twitter_geography/2021/geography_2021_9_15_12.csv.gz
296,/srv/data/twitter_geography/2021/geography_2021_9_15_13.csv.gz
297,/srv/data/twitter_geography/2021/geography_2021_9_15_14.csv.gz
298,/srv/data/twitter_geography/2021/geography_2021_9_15_15.csv.gz
299,/srv/data/twitter_geography/2021/geography_2021_9_15_16.csv.gz
300,/srv/data/twitter_geography/2021/geography_2021_9_15_17.csv.gz
301,/srv/data/twitter_geography/2021/geography_2021_9_15_18.csv.gz
302,/srv/data/twitter_geography/2021/geography_2021_9_15_19.csv.gz
303,/srv/data/twitter_geography/2021/geography_2021_9_15_20.csv.gz
304,/srv/data/twitter_geography/2021/geography_2021_9_15_21.csv.gz
305,/srv/data/twitter_geography/2021/geography_2021_9_15_22.csv.gz
306,/srv/data/twitter_geography/2021/geography_2021_9_15_23.csv.gz
307,/srv/data/twitter_geography/2021/geography_2021_9_16_00.csv.gz
308,/srv/data/twitter_geography/2021/geography_2021_9_16_01.csv.gz
309,/srv/data/twitter_geography/2021/geography_2021_9_16_02.csv.gz
310,/srv/data/twitter_geography/2021/geography_2021_9_16_03.csv.gz
311,/srv/data/twitter_geography/2021/geography_2021_9_16_04.csv.gz
312,/srv/data/twitter_geography/2021/geography_2021_9_16_05.csv.gz
313,/srv/data/twitter_geography/2021/geography_2021_9_16_06.csv.gz
314,/srv/data/twitter_geography/2021/geography_2021_9_16_07.csv.gz
315,/srv/data/twitter_geography/2021/geography_2021_9_16_08.csv.gz
316,/srv/data/twitter_geography/2021/geography_2021_9_16_09.csv.gz
317,/srv/data/twitter_geography/2021/geography_2021_9_16_10.csv.gz
318,/srv/data/twitter_geography/2021/geography_2021_9_16_11.csv.gz
319,/srv/data/twitter_geography/2021/geography_2021_9_16_12.csv.gz
320,/srv/data/twitter_geography/2021/geography_2021_9_16_13.csv.gz
321,/srv/data/twitter_geography/2021/geography_2021_9_16_14.csv.gz
322,/srv/data/twitter_geography/2021/geography_2021_9_16_15.csv.gz
323,/srv/data/twitter_geography/2021/geography_2021_9_16_16.csv.gz
324,/srv/data/twitter_geography/2021/geography_2021_9_16_17.csv.gz
325,/srv/data/twitter_geography/2021/geography_2021_9_16_18.csv.gz
326,/srv/data/twitter_geography/2021/geography_2021_9_16_19.csv.gz
327,/srv/data/twitter_geography/2021/geography_2021_9_16_20.csv.gz
328,/srv/data/twitter_geography/2021/geography_2021_9_16_21.csv.gz
329,/srv/data/twitter_geography/2021/geography_2021_9_16_22.csv.gz
330,/srv/data/twitter_geography/2021/geography_2021_9_16_23.csv.gz
331,/srv/data/twitter_geography/2021/geography_2021_9_17_00.csv.gz
332,/srv/data/twitter_geography/2021/geography_2021_9_17_01.csv.gz
333,/srv/data/twitter_geography/2021/geography_2021_9_17_02.csv.gz
334,/srv/data/twitter_geography/2021/geography_2021_9_17_03.csv.gz
335,/srv/data/twitter_geography/2021/geography_2021_9_17_04.csv.gz
336,/srv/data/twitter_geography/2021/geography_2021_9_17_05.csv.gz
337,/srv/data/twitter_geography/2021/geography_2021_9_17_06.csv.gz
338,/srv/data/twitter_geography/2021/geography_2021_9_17_07.csv.gz
339,/srv/data/twitter_geography/2021/geography_2021_9_17_08.csv.gz
340,/srv/data/twitter_geography/2021/geography_2021_9_17_09.csv.gz
341,/srv/data/twitter_geography/2021/geography_2021_9_17_10.csv.gz
342,/srv/data/twitter_geography/2021/geography_2021_9_17_11.csv.gz
343,/srv/data/twitter_geography/2021/geography_2021_9_17_12.csv.gz
344,/srv/data/twitter_geography/2021/geography_2021_9_17_13.csv.gz
345,/srv/data/twitter_geography/2021/geography_2021_9_17_14.csv.gz
346,/srv/data/twitter_geography/2021/geography_2021_9_17_15.csv.gz
347,/srv/data/twitter_geography/2021/geography_2021_9_17_16.csv.gz
348,/srv/data/twitter_geography/2021/geography_2021_9_17_17.csv.gz
349,/srv/data/twitter_geography/2021/geography_2021_9_17_18.csv.gz
350,/srv/data/twitter_geography/2021/geography_2021_9_17_19.csv.gz
351,/srv/data/twitter_geography/2021/geography_2021_9_17_20.csv.gz
352,/srv/data/twitter_geography/2021/geography_2021_9_17_21.csv.gz
353,/srv/data/twitter_geography/2021/geography_2021_9_17_22.csv.gz
354,/srv/data/twitter_geography/2021/geography_2021_9_17_23.csv.gz
355,/srv/data/twitter_geography/2021/geography_2021_9_18_00.csv.gz
356,/srv/data/twitter_geography/2021/geography_2021_9_18_01.csv.gz
357,/srv/data/twitter_geography/2021/geography_2021_9_18_02.csv.gz
358,/srv/data/twitter_geography/2021/geography_2021_9_18_03.csv.gz
359,/srv/data/twitter_geography/2021/geography_2021_9_18_04.csv.gz
360,/srv/data/twitter_geography/2021/geography_2021_9_18_05.csv.gz
361,/srv/data/twitter_geography/2021/geography_2021_9_18_06.csv.gz
362,/srv/data/twitter_geography/2021/geography_2021_9_18_07.csv.gz
363,/srv/data/twitter_geography/2021/geography_2021_9_18_08.csv.gz
364,/srv/data/twitter_geography/2021/geography_2021_9_18_09.csv.gz
365,/srv/data/twitter_geography/2021/geography_2021_9_18_10.csv.gz
366,/srv/data/twitter_geography/2021/geography_2021_9_18_11.csv.gz
367,/srv/data/twitter_geography/2021/geography_2021_9_18_12.csv.gz
368,/srv/data/twitter_geography/2021/geography_2021_9_18_13.csv.gz
369,/srv/data/twitter_geography/2021/geography_2021_9_18_14.csv.gz
370,/srv/data/twitter_geography/2021/geography_2021_9_18_15.csv.gz
371,/srv/data/twitter_geography/2021/geography_2021_9_18_16.csv.gz
372,/srv/data/twitter_geography/2021/geography_2021_9_18_17.csv.gz
373,/srv/data/twitter_geography/2021/geography_2021_9_18_18.csv.gz
374,/srv/data/twitter_geography/2021/geography_2021_9_18_19.csv.gz
375,/srv/data/twitter_geography/2021/geography_2021_9_18_20.csv.gz
376,/srv/data/twitter_geography/2021/geography_2021_9_18_21.csv.gz
377,/srv/data/twitter_geography/2021/geography_2021_9_18_22.csv.gz
378,/srv/data/twitter_geography/2021/geography_2021_9_18_23.csv.gz
379,/srv/data/twitter_geography/2021/geography_2021_9_19_00.csv.gz
380,/srv/data/twitter_geography/2021/geography_2021_9_19_01.csv.gz
381,/srv/data/twitter_geography/2021/geography_2021_9_19_02.csv.gz
382,/srv/data/twitter_geography/2021/geography_2021_9_19_03.csv.gz
383,/srv/data/twitter_geography/2021/geography_2021_9_19_04.csv.gz
384,/srv/data/twitter_geography/2021/geography_2021_9_19_05.csv.gz
385,/srv/data/twitter_geography/2021/geography_2021_9_19_06.csv.gz
386,/srv/data/twitter_geography/2021/geography_2021_9_19_07.csv.gz
387,/srv/data/twitter_geography/2021/geography_2021_9_19_08.csv.gz
