,missing_files
216,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_12.csv.gz
217,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_15.csv.gz
218,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_16.csv.gz
219,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_17.csv.gz
220,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_18.csv.gz
221,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_19.csv.gz
222,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_20.csv.gz
223,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_21.csv.gz
224,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_22.csv.gz
225,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_01_23.csv.gz
226,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_02_00.csv.gz
227,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_00.csv.gz
228,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_01.csv.gz
229,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_02.csv.gz
230,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_03.csv.gz
231,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_04.csv.gz
232,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_05.csv.gz
233,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_06.csv.gz
234,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_07.csv.gz
235,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_08.csv.gz
236,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_09.csv.gz
237,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_11.csv.gz
238,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_12.csv.gz
239,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_13.csv.gz
240,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_15.csv.gz
241,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_16.csv.gz
242,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_17.csv.gz
243,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_18.csv.gz
244,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_19.csv.gz
245,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_20.csv.gz
246,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_22.csv.gz
247,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_10_23.csv.gz
248,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_00.csv.gz
249,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_01.csv.gz
250,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_02.csv.gz
251,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_03.csv.gz
252,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_04.csv.gz
253,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_05.csv.gz
254,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_06.csv.gz
255,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_07.csv.gz
256,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_08.csv.gz
257,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_09.csv.gz
258,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_10.csv.gz
259,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_11.csv.gz
260,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_12.csv.gz
261,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_13.csv.gz
262,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_14.csv.gz
263,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_15.csv.gz
264,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_16.csv.gz
265,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_17.csv.gz
266,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_18.csv.gz
267,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_19.csv.gz
268,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_11_20.csv.gz
269,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_00.csv.gz
270,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_01.csv.gz
271,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_02.csv.gz
272,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_03.csv.gz
273,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_04.csv.gz
274,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_05.csv.gz
275,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_06.csv.gz
276,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_07.csv.gz
277,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_08.csv.gz
278,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_09.csv.gz
279,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_10.csv.gz
280,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_11.csv.gz
281,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_12.csv.gz
282,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_13.csv.gz
283,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_15.csv.gz
284,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_16.csv.gz
285,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_17.csv.gz
286,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_18.csv.gz
287,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_21.csv.gz
288,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_22.csv.gz
289,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_15_23.csv.gz
290,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_18_01.csv.gz
291,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_18_02.csv.gz
292,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_18_03.csv.gz
293,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_4_18_04.csv.gz
294,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_03.csv.gz
295,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_04.csv.gz
296,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_08.csv.gz
297,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_09.csv.gz
298,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_10.csv.gz
299,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_11.csv.gz
300,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_04_17.csv.gz
301,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_05.csv.gz
302,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_06.csv.gz
303,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_08.csv.gz
304,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_09.csv.gz
305,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_10.csv.gz
306,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_5_30_13.csv.gz
307,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_18_06.csv.gz
308,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_18_07.csv.gz
309,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_18_13.csv.gz
310,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_18_18.csv.gz
311,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_18_21.csv.gz
312,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_01.csv.gz
313,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_02.csv.gz
314,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_03.csv.gz
315,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_05.csv.gz
316,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_06.csv.gz
317,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_07.csv.gz
318,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_10.csv.gz
319,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_14.csv.gz
320,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_15.csv.gz
321,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_19_18.csv.gz
322,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_20_01.csv.gz
323,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_20_04.csv.gz
324,/srv/data/twitter_sentiment/2013/bert_sentiment_2013_6_20_05.csv.gz
