,corrupted_files
57,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_11_24_13.csv.gz
58,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_11_24_14.csv.gz
59,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_11_24_15.csv.gz
60,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_11_24_16.csv.gz
61,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_10_22.csv.gz
62,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_10_23.csv.gz
63,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_00.csv.gz
64,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_01.csv.gz
65,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_02.csv.gz
66,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_03.csv.gz
67,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_04.csv.gz
68,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_05.csv.gz
69,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_06.csv.gz
70,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_07.csv.gz
71,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_08.csv.gz
72,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_09.csv.gz
73,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_10.csv.gz
74,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_11.csv.gz
75,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_12.csv.gz
76,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_13.csv.gz
77,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_14.csv.gz
78,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_15.csv.gz
79,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_16.csv.gz
80,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_17.csv.gz
81,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_18.csv.gz
82,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_19.csv.gz
83,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_20.csv.gz
84,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_21.csv.gz
85,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_22.csv.gz
86,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_11_23.csv.gz
87,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_00.csv.gz
88,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_01.csv.gz
89,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_02.csv.gz
90,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_03.csv.gz
91,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_04.csv.gz
92,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_05.csv.gz
93,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_06.csv.gz
94,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_07.csv.gz
95,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_08.csv.gz
96,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_09.csv.gz
97,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_10.csv.gz
98,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_11.csv.gz
99,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_12.csv.gz
100,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_13.csv.gz
101,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_14.csv.gz
102,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_15.csv.gz
103,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_16.csv.gz
104,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_17.csv.gz
105,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_18.csv.gz
106,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_19.csv.gz
107,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_20.csv.gz
108,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_21.csv.gz
109,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_22.csv.gz
110,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_12_23.csv.gz
111,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_00.csv.gz
112,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_01.csv.gz
113,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_02.csv.gz
114,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_03.csv.gz
115,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_04.csv.gz
116,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_05.csv.gz
117,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_06.csv.gz
118,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_07.csv.gz
119,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_13_08.csv.gz
120,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_15_20.csv.gz
121,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_15_21.csv.gz
122,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_15_22.csv.gz
123,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_15_23.csv.gz
124,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_00.csv.gz
125,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_01.csv.gz
126,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_02.csv.gz
127,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_03.csv.gz
128,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_04.csv.gz
129,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_05.csv.gz
130,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_06.csv.gz
131,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_07.csv.gz
132,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_08.csv.gz
133,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_09.csv.gz
134,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_10.csv.gz
135,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_11.csv.gz
136,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_12.csv.gz
137,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_13.csv.gz
138,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_14.csv.gz
139,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_15.csv.gz
140,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_16.csv.gz
141,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_17.csv.gz
142,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_18.csv.gz
143,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_19.csv.gz
144,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_20.csv.gz
145,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_21.csv.gz
146,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_22.csv.gz
147,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_16_23.csv.gz
148,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_00.csv.gz
149,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_01.csv.gz
150,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_02.csv.gz
151,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_03.csv.gz
152,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_04.csv.gz
153,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_05.csv.gz
154,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_06.csv.gz
155,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_07.csv.gz
156,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_08.csv.gz
157,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_09.csv.gz
158,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_10.csv.gz
159,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_11.csv.gz
160,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_12.csv.gz
161,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_13.csv.gz
162,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_14.csv.gz
163,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_15.csv.gz
164,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_16.csv.gz
165,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_17.csv.gz
166,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_18.csv.gz
167,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_19.csv.gz
168,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_20.csv.gz
169,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_21.csv.gz
170,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_22.csv.gz
171,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_17_23.csv.gz
172,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_00.csv.gz
173,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_01.csv.gz
174,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_02.csv.gz
175,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_03.csv.gz
176,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_04.csv.gz
177,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_05.csv.gz
178,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_06.csv.gz
179,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_07.csv.gz
180,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_08.csv.gz
181,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_09.csv.gz
182,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_10.csv.gz
183,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_11.csv.gz
184,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_12.csv.gz
185,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_13.csv.gz
186,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_14.csv.gz
187,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_15.csv.gz
188,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_16.csv.gz
189,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_17.csv.gz
190,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_18.csv.gz
191,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_19.csv.gz
192,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_20.csv.gz
193,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_21.csv.gz
194,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_22.csv.gz
195,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_18_23.csv.gz
196,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_00.csv.gz
197,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_01.csv.gz
198,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_02.csv.gz
199,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_03.csv.gz
200,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_04.csv.gz
201,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_05.csv.gz
202,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_06.csv.gz
203,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_07.csv.gz
204,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_08.csv.gz
205,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_09.csv.gz
206,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_10.csv.gz
207,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_11.csv.gz
208,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_12.csv.gz
209,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_13.csv.gz
210,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_14.csv.gz
211,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_15.csv.gz
212,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_16.csv.gz
213,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_17.csv.gz
214,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_18.csv.gz
215,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_19.csv.gz
216,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_20.csv.gz
217,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_21.csv.gz
218,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_22.csv.gz
219,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_19_23.csv.gz
220,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_00.csv.gz
221,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_01.csv.gz
222,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_02.csv.gz
223,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_03.csv.gz
224,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_04.csv.gz
225,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_05.csv.gz
226,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_06.csv.gz
227,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_07.csv.gz
228,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_08.csv.gz
229,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_09.csv.gz
230,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_10.csv.gz
231,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_11.csv.gz
232,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_12.csv.gz
233,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_13.csv.gz
234,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_14.csv.gz
235,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_15.csv.gz
236,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_16.csv.gz
237,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_17.csv.gz
238,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_18.csv.gz
239,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_19.csv.gz
240,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_20.csv.gz
241,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_21.csv.gz
242,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_22.csv.gz
243,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_20_23.csv.gz
244,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_00.csv.gz
245,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_01.csv.gz
246,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_02.csv.gz
247,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_03.csv.gz
248,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_04.csv.gz
249,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_05.csv.gz
250,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_06.csv.gz
251,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_07.csv.gz
252,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_08.csv.gz
253,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_09.csv.gz
254,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_10.csv.gz
255,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_11.csv.gz
256,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_12.csv.gz
257,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_13.csv.gz
258,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_14.csv.gz
259,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_15.csv.gz
260,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_16.csv.gz
261,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_17.csv.gz
262,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_18.csv.gz
263,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_19.csv.gz
264,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_20.csv.gz
265,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_21.csv.gz
266,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_22.csv.gz
267,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_21_23.csv.gz
268,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_00.csv.gz
269,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_01.csv.gz
270,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_02.csv.gz
271,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_03.csv.gz
272,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_04.csv.gz
273,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_05.csv.gz
274,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_06.csv.gz
275,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_07.csv.gz
276,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_08.csv.gz
277,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_09.csv.gz
278,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_10.csv.gz
279,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_11.csv.gz
280,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_12.csv.gz
281,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_13.csv.gz
282,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_14.csv.gz
283,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_15.csv.gz
284,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_16.csv.gz
285,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_17.csv.gz
286,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_18.csv.gz
287,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_19.csv.gz
288,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_20.csv.gz
289,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_21.csv.gz
290,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_22.csv.gz
291,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_22_23.csv.gz
292,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_00.csv.gz
293,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_01.csv.gz
294,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_02.csv.gz
295,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_03.csv.gz
296,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_04.csv.gz
297,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_05.csv.gz
298,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_06.csv.gz
299,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_07.csv.gz
300,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_08.csv.gz
301,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_09.csv.gz
302,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_10.csv.gz
303,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_11.csv.gz
304,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_12.csv.gz
305,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_13.csv.gz
306,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_14.csv.gz
307,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_15.csv.gz
308,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_16.csv.gz
309,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_17.csv.gz
310,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_18.csv.gz
311,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_19.csv.gz
312,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_20.csv.gz
313,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_21.csv.gz
314,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_22.csv.gz
315,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_23_23.csv.gz
316,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_00.csv.gz
317,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_01.csv.gz
318,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_02.csv.gz
319,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_03.csv.gz
320,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_04.csv.gz
321,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_05.csv.gz
322,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_06.csv.gz
323,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_07.csv.gz
324,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_12_24_08.csv.gz
