,corrupted_files
56,/srv/data/twitter_geography/2018/geography_2018_8_21_03.csv.gz
57,/srv/data/twitter_geography/2018/geography_2018_8_21_04.csv.gz
58,/srv/data/twitter_geography/2018/geography_2018_8_21_05.csv.gz
59,/srv/data/twitter_geography/2018/geography_2018_8_21_06.csv.gz
60,/srv/data/twitter_geography/2018/geography_2018_8_21_07.csv.gz
61,/srv/data/twitter_geography/2018/geography_2018_8_21_14.csv.gz
62,/srv/data/twitter_geography/2018/geography_2018_8_21_15.csv.gz
63,/srv/data/twitter_geography/2018/geography_2018_8_21_17.csv.gz
64,/srv/data/twitter_geography/2018/geography_2018_8_21_23.csv.gz
65,/srv/data/twitter_geography/2018/geography_2018_8_22_00.csv.gz
66,/srv/data/twitter_geography/2018/geography_2018_8_22_01.csv.gz
67,/srv/data/twitter_geography/2018/geography_2018_8_22_02.csv.gz
68,/srv/data/twitter_geography/2018/geography_2018_8_22_03.csv.gz
69,/srv/data/twitter_geography/2018/geography_2018_8_22_04.csv.gz
70,/srv/data/twitter_geography/2018/geography_2018_8_22_05.csv.gz
71,/srv/data/twitter_geography/2018/geography_2018_8_22_06.csv.gz
72,/srv/data/twitter_geography/2018/geography_2018_8_25_03.csv.gz
73,/srv/data/twitter_geography/2018/geography_2018_8_25_04.csv.gz
74,/srv/data/twitter_geography/2018/geography_2018_8_25_05.csv.gz
75,/srv/data/twitter_geography/2018/geography_2018_8_25_06.csv.gz
76,/srv/data/twitter_geography/2018/geography_2018_9_06_22.csv.gz
77,/srv/data/twitter_geography/2018/geography_2018_9_07_00.csv.gz
78,/srv/data/twitter_geography/2018/geography_2018_9_07_02.csv.gz
79,/srv/data/twitter_geography/2018/geography_2018_9_07_05.csv.gz
80,/srv/data/twitter_geography/2018/geography_2018_9_08_01.csv.gz
81,/srv/data/twitter_geography/2018/geography_2018_9_08_04.csv.gz
82,/srv/data/twitter_geography/2018/geography_2018_9_08_05.csv.gz
83,/srv/data/twitter_geography/2018/geography_2018_9_12_00.csv.gz
84,/srv/data/twitter_geography/2018/geography_2018_9_12_03.csv.gz
85,/srv/data/twitter_geography/2018/geography_2018_9_15_11.csv.gz
86,/srv/data/twitter_geography/2018/geography_2018_9_20_03.csv.gz
87,/srv/data/twitter_geography/2018/geography_2018_9_27_23.csv.gz
88,/srv/data/twitter_geography/2018/geography_2018_9_28_00.csv.gz
89,/srv/data/twitter_geography/2018/geography_2018_9_28_01.csv.gz
90,/srv/data/twitter_geography/2018/geography_2018_9_28_02.csv.gz
91,/srv/data/twitter_geography/2018/geography_2018_9_28_03.csv.gz
92,/srv/data/twitter_geography/2018/geography_2018_9_28_04.csv.gz
93,/srv/data/twitter_geography/2018/geography_2018_9_28_05.csv.gz
94,/srv/data/twitter_geography/2018/geography_2018_10_02_04.csv.gz
95,/srv/data/twitter_geography/2018/geography_2018_10_02_05.csv.gz
96,/srv/data/twitter_geography/2018/geography_2018_10_04_00.csv.gz
97,/srv/data/twitter_geography/2018/geography_2018_10_04_02.csv.gz
98,/srv/data/twitter_geography/2018/geography_2018_10_04_05.csv.gz
99,/srv/data/twitter_geography/2018/geography_2018_10_04_09.csv.gz
100,/srv/data/twitter_geography/2018/geography_2018_10_05_04.csv.gz
101,/srv/data/twitter_geography/2018/geography_2018_10_05_05.csv.gz
102,/srv/data/twitter_geography/2018/geography_2018_10_05_06.csv.gz
103,/srv/data/twitter_geography/2018/geography_2018_10_05_07.csv.gz
104,/srv/data/twitter_geography/2018/geography_2018_10_05_08.csv.gz
105,/srv/data/twitter_geography/2018/geography_2018_10_05_09.csv.gz
106,/srv/data/twitter_geography/2018/geography_2018_10_05_10.csv.gz
107,/srv/data/twitter_geography/2018/geography_2018_10_05_11.csv.gz
108,/srv/data/twitter_geography/2018/geography_2018_10_05_12.csv.gz
109,/srv/data/twitter_geography/2018/geography_2018_10_05_13.csv.gz
110,/srv/data/twitter_geography/2018/geography_2018_10_05_14.csv.gz
111,/srv/data/twitter_geography/2018/geography_2018_10_05_15.csv.gz
112,/srv/data/twitter_geography/2018/geography_2018_10_05_16.csv.gz
113,/srv/data/twitter_geography/2018/geography_2018_10_07_05.csv.gz
114,/srv/data/twitter_geography/2018/geography_2018_10_07_23.csv.gz
115,/srv/data/twitter_geography/2018/geography_2018_10_08_01.csv.gz
116,/srv/data/twitter_geography/2018/geography_2018_10_08_03.csv.gz
117,/srv/data/twitter_geography/2018/geography_2018_10_08_04.csv.gz
118,/srv/data/twitter_geography/2018/geography_2018_10_08_05.csv.gz
119,/srv/data/twitter_geography/2018/geography_2018_10_09_18.csv.gz
120,/srv/data/twitter_geography/2018/geography_2018_10_09_19.csv.gz
121,/srv/data/twitter_geography/2018/geography_2018_10_09_23.csv.gz
122,/srv/data/twitter_geography/2018/geography_2018_10_10_00.csv.gz
123,/srv/data/twitter_geography/2018/geography_2018_10_10_01.csv.gz
124,/srv/data/twitter_geography/2018/geography_2018_10_10_02.csv.gz
125,/srv/data/twitter_geography/2018/geography_2018_10_10_03.csv.gz
126,/srv/data/twitter_geography/2018/geography_2018_10_10_04.csv.gz
127,/srv/data/twitter_geography/2018/geography_2018_10_10_05.csv.gz
128,/srv/data/twitter_geography/2018/geography_2018_10_11_00.csv.gz
129,/srv/data/twitter_geography/2018/geography_2018_10_11_01.csv.gz
130,/srv/data/twitter_geography/2018/geography_2018_10_11_02.csv.gz
131,/srv/data/twitter_geography/2018/geography_2018_10_11_03.csv.gz
132,/srv/data/twitter_geography/2018/geography_2018_10_11_04.csv.gz
133,/srv/data/twitter_geography/2018/geography_2018_10_11_05.csv.gz
134,/srv/data/twitter_geography/2018/geography_2018_10_11_06.csv.gz
135,/srv/data/twitter_geography/2018/geography_2018_10_11_07.csv.gz
136,/srv/data/twitter_geography/2018/geography_2018_10_11_15.csv.gz
137,/srv/data/twitter_geography/2018/geography_2018_10_11_16.csv.gz
138,/srv/data/twitter_geography/2018/geography_2018_10_11_17.csv.gz
139,/srv/data/twitter_geography/2018/geography_2018_10_11_18.csv.gz
140,/srv/data/twitter_geography/2018/geography_2018_10_11_19.csv.gz
141,/srv/data/twitter_geography/2018/geography_2018_10_11_20.csv.gz
142,/srv/data/twitter_geography/2018/geography_2018_10_11_21.csv.gz
143,/srv/data/twitter_geography/2018/geography_2018_10_11_22.csv.gz
144,/srv/data/twitter_geography/2018/geography_2018_10_11_23.csv.gz
145,/srv/data/twitter_geography/2018/geography_2018_10_12_00.csv.gz
146,/srv/data/twitter_geography/2018/geography_2018_10_12_01.csv.gz
147,/srv/data/twitter_geography/2018/geography_2018_10_12_02.csv.gz
148,/srv/data/twitter_geography/2018/geography_2018_10_12_03.csv.gz
149,/srv/data/twitter_geography/2018/geography_2018_10_12_04.csv.gz
150,/srv/data/twitter_geography/2018/geography_2018_10_12_05.csv.gz
151,/srv/data/twitter_geography/2018/geography_2018_10_12_06.csv.gz
152,/srv/data/twitter_geography/2018/geography_2018_10_12_07.csv.gz
153,/srv/data/twitter_geography/2018/geography_2018_10_12_08.csv.gz
154,/srv/data/twitter_geography/2018/geography_2018_10_12_09.csv.gz
155,/srv/data/twitter_geography/2018/geography_2018_10_12_10.csv.gz
156,/srv/data/twitter_geography/2018/geography_2018_10_12_11.csv.gz
157,/srv/data/twitter_geography/2018/geography_2018_10_12_12.csv.gz
158,/srv/data/twitter_geography/2018/geography_2018_10_12_13.csv.gz
159,/srv/data/twitter_geography/2018/geography_2018_10_12_14.csv.gz
160,/srv/data/twitter_geography/2018/geography_2018_10_12_15.csv.gz
161,/srv/data/twitter_geography/2018/geography_2018_10_12_16.csv.gz
162,/srv/data/twitter_geography/2018/geography_2018_10_12_17.csv.gz
163,/srv/data/twitter_geography/2018/geography_2018_10_12_18.csv.gz
164,/srv/data/twitter_geography/2018/geography_2018_10_12_20.csv.gz
165,/srv/data/twitter_geography/2018/geography_2018_10_12_21.csv.gz
166,/srv/data/twitter_geography/2018/geography_2018_10_12_22.csv.gz
167,/srv/data/twitter_geography/2018/geography_2018_10_12_23.csv.gz
168,/srv/data/twitter_geography/2018/geography_2018_10_13_02.csv.gz
169,/srv/data/twitter_geography/2018/geography_2018_10_13_03.csv.gz
170,/srv/data/twitter_geography/2018/geography_2018_10_13_05.csv.gz
171,/srv/data/twitter_geography/2018/geography_2018_10_13_11.csv.gz
172,/srv/data/twitter_geography/2018/geography_2018_10_13_13.csv.gz
173,/srv/data/twitter_geography/2018/geography_2018_10_13_14.csv.gz
174,/srv/data/twitter_geography/2018/geography_2018_10_13_17.csv.gz
175,/srv/data/twitter_geography/2018/geography_2018_10_13_19.csv.gz
176,/srv/data/twitter_geography/2018/geography_2018_10_13_20.csv.gz
177,/srv/data/twitter_geography/2018/geography_2018_10_13_21.csv.gz
178,/srv/data/twitter_geography/2018/geography_2018_10_13_22.csv.gz
179,/srv/data/twitter_geography/2018/geography_2018_10_14_04.csv.gz
180,/srv/data/twitter_geography/2018/geography_2018_10_14_05.csv.gz
181,/srv/data/twitter_geography/2018/geography_2018_10_14_11.csv.gz
182,/srv/data/twitter_geography/2018/geography_2018_10_14_12.csv.gz
183,/srv/data/twitter_geography/2018/geography_2018_10_14_13.csv.gz
184,/srv/data/twitter_geography/2018/geography_2018_10_14_14.csv.gz
185,/srv/data/twitter_geography/2018/geography_2018_10_14_15.csv.gz
186,/srv/data/twitter_geography/2018/geography_2018_10_14_16.csv.gz
187,/srv/data/twitter_geography/2018/geography_2018_10_14_17.csv.gz
188,/srv/data/twitter_geography/2018/geography_2018_10_14_18.csv.gz
189,/srv/data/twitter_geography/2018/geography_2018_10_14_19.csv.gz
190,/srv/data/twitter_geography/2018/geography_2018_10_14_20.csv.gz
191,/srv/data/twitter_geography/2018/geography_2018_10_14_21.csv.gz
192,/srv/data/twitter_geography/2018/geography_2018_10_14_22.csv.gz
193,/srv/data/twitter_geography/2018/geography_2018_10_14_23.csv.gz
194,/srv/data/twitter_geography/2018/geography_2018_10_15_00.csv.gz
195,/srv/data/twitter_geography/2018/geography_2018_10_15_01.csv.gz
196,/srv/data/twitter_geography/2018/geography_2018_10_15_02.csv.gz
197,/srv/data/twitter_geography/2018/geography_2018_10_15_03.csv.gz
198,/srv/data/twitter_geography/2018/geography_2018_10_15_04.csv.gz
199,/srv/data/twitter_geography/2018/geography_2018_10_15_05.csv.gz
200,/srv/data/twitter_geography/2018/geography_2018_10_15_06.csv.gz
201,/srv/data/twitter_geography/2018/geography_2018_10_15_07.csv.gz
202,/srv/data/twitter_geography/2018/geography_2018_10_15_08.csv.gz
203,/srv/data/twitter_geography/2018/geography_2018_10_15_09.csv.gz
204,/srv/data/twitter_geography/2018/geography_2018_10_15_10.csv.gz
205,/srv/data/twitter_geography/2018/geography_2018_10_15_12.csv.gz
206,/srv/data/twitter_geography/2018/geography_2018_10_15_15.csv.gz
207,/srv/data/twitter_geography/2018/geography_2018_10_15_17.csv.gz
208,/srv/data/twitter_geography/2018/geography_2018_10_15_18.csv.gz
209,/srv/data/twitter_geography/2018/geography_2018_10_15_20.csv.gz
210,/srv/data/twitter_geography/2018/geography_2018_10_15_21.csv.gz
211,/srv/data/twitter_geography/2018/geography_2018_10_15_22.csv.gz
212,/srv/data/twitter_geography/2018/geography_2018_10_16_00.csv.gz
213,/srv/data/twitter_geography/2018/geography_2018_10_16_01.csv.gz
214,/srv/data/twitter_geography/2018/geography_2018_10_16_02.csv.gz
215,/srv/data/twitter_geography/2018/geography_2018_10_16_03.csv.gz
216,/srv/data/twitter_geography/2018/geography_2018_10_16_05.csv.gz
217,/srv/data/twitter_geography/2018/geography_2018_10_16_06.csv.gz
218,/srv/data/twitter_geography/2018/geography_2018_10_16_09.csv.gz
219,/srv/data/twitter_geography/2018/geography_2018_10_16_10.csv.gz
220,/srv/data/twitter_geography/2018/geography_2018_10_16_12.csv.gz
221,/srv/data/twitter_geography/2018/geography_2018_10_16_15.csv.gz
222,/srv/data/twitter_geography/2018/geography_2018_10_16_16.csv.gz
223,/srv/data/twitter_geography/2018/geography_2018_10_16_18.csv.gz
224,/srv/data/twitter_geography/2018/geography_2018_10_16_19.csv.gz
225,/srv/data/twitter_geography/2018/geography_2018_10_16_23.csv.gz
226,/srv/data/twitter_geography/2018/geography_2018_10_17_05.csv.gz
227,/srv/data/twitter_geography/2018/geography_2018_10_17_06.csv.gz
228,/srv/data/twitter_geography/2018/geography_2018_10_17_07.csv.gz
229,/srv/data/twitter_geography/2018/geography_2018_10_17_08.csv.gz
230,/srv/data/twitter_geography/2018/geography_2018_10_17_09.csv.gz
231,/srv/data/twitter_geography/2018/geography_2018_10_17_10.csv.gz
232,/srv/data/twitter_geography/2018/geography_2018_10_17_11.csv.gz
233,/srv/data/twitter_geography/2018/geography_2018_10_17_12.csv.gz
234,/srv/data/twitter_geography/2018/geography_2018_10_17_13.csv.gz
235,/srv/data/twitter_geography/2018/geography_2018_10_17_14.csv.gz
236,/srv/data/twitter_geography/2018/geography_2018_10_17_15.csv.gz
237,/srv/data/twitter_geography/2018/geography_2018_10_17_16.csv.gz
238,/srv/data/twitter_geography/2018/geography_2018_10_17_17.csv.gz
239,/srv/data/twitter_geography/2018/geography_2018_10_17_18.csv.gz
240,/srv/data/twitter_geography/2018/geography_2018_10_17_19.csv.gz
241,/srv/data/twitter_geography/2018/geography_2018_10_17_21.csv.gz
242,/srv/data/twitter_geography/2018/geography_2018_10_18_01.csv.gz
243,/srv/data/twitter_geography/2018/geography_2018_10_18_02.csv.gz
244,/srv/data/twitter_geography/2018/geography_2018_10_18_03.csv.gz
245,/srv/data/twitter_geography/2018/geography_2018_10_18_04.csv.gz
246,/srv/data/twitter_geography/2018/geography_2018_10_18_05.csv.gz
247,/srv/data/twitter_geography/2018/geography_2018_10_18_06.csv.gz
248,/srv/data/twitter_geography/2018/geography_2018_10_18_07.csv.gz
249,/srv/data/twitter_geography/2018/geography_2018_10_18_08.csv.gz
250,/srv/data/twitter_geography/2018/geography_2018_10_18_09.csv.gz
251,/srv/data/twitter_geography/2018/geography_2018_10_18_10.csv.gz
252,/srv/data/twitter_geography/2018/geography_2018_10_18_11.csv.gz
253,/srv/data/twitter_geography/2018/geography_2018_10_18_12.csv.gz
254,/srv/data/twitter_geography/2018/geography_2018_10_18_13.csv.gz
255,/srv/data/twitter_geography/2018/geography_2018_10_18_14.csv.gz
256,/srv/data/twitter_geography/2018/geography_2018_10_18_15.csv.gz
257,/srv/data/twitter_geography/2018/geography_2018_10_18_16.csv.gz
258,/srv/data/twitter_geography/2018/geography_2018_10_18_17.csv.gz
259,/srv/data/twitter_geography/2018/geography_2018_10_18_18.csv.gz
260,/srv/data/twitter_geography/2018/geography_2018_10_18_20.csv.gz
261,/srv/data/twitter_geography/2018/geography_2018_10_18_21.csv.gz
262,/srv/data/twitter_geography/2018/geography_2018_10_18_22.csv.gz
263,/srv/data/twitter_geography/2018/geography_2018_10_18_23.csv.gz
264,/srv/data/twitter_geography/2018/geography_2018_10_19_00.csv.gz
265,/srv/data/twitter_geography/2018/geography_2018_10_19_01.csv.gz
266,/srv/data/twitter_geography/2018/geography_2018_10_19_02.csv.gz
267,/srv/data/twitter_geography/2018/geography_2018_10_19_03.csv.gz
268,/srv/data/twitter_geography/2018/geography_2018_10_19_04.csv.gz
269,/srv/data/twitter_geography/2018/geography_2018_10_19_05.csv.gz
270,/srv/data/twitter_geography/2018/geography_2018_10_19_06.csv.gz
271,/srv/data/twitter_geography/2018/geography_2018_10_19_07.csv.gz
272,/srv/data/twitter_geography/2018/geography_2018_10_19_08.csv.gz
273,/srv/data/twitter_geography/2018/geography_2018_10_19_09.csv.gz
274,/srv/data/twitter_geography/2018/geography_2018_10_19_10.csv.gz
275,/srv/data/twitter_geography/2018/geography_2018_10_19_11.csv.gz
276,/srv/data/twitter_geography/2018/geography_2018_10_19_12.csv.gz
277,/srv/data/twitter_geography/2018/geography_2018_10_19_13.csv.gz
278,/srv/data/twitter_geography/2018/geography_2018_10_19_14.csv.gz
279,/srv/data/twitter_geography/2018/geography_2018_10_19_15.csv.gz
280,/srv/data/twitter_geography/2018/geography_2018_10_19_16.csv.gz
281,/srv/data/twitter_geography/2018/geography_2018_10_19_17.csv.gz
282,/srv/data/twitter_geography/2018/geography_2018_10_19_18.csv.gz
283,/srv/data/twitter_geography/2018/geography_2018_10_19_19.csv.gz
284,/srv/data/twitter_geography/2018/geography_2018_10_19_20.csv.gz
285,/srv/data/twitter_geography/2018/geography_2018_10_19_21.csv.gz
286,/srv/data/twitter_geography/2018/geography_2018_10_19_22.csv.gz
287,/srv/data/twitter_geography/2018/geography_2018_10_19_23.csv.gz
288,/srv/data/twitter_geography/2018/geography_2018_10_20_00.csv.gz
289,/srv/data/twitter_geography/2018/geography_2018_10_20_01.csv.gz
290,/srv/data/twitter_geography/2018/geography_2018_10_20_02.csv.gz
291,/srv/data/twitter_geography/2018/geography_2018_10_20_03.csv.gz
292,/srv/data/twitter_geography/2018/geography_2018_10_20_04.csv.gz
293,/srv/data/twitter_geography/2018/geography_2018_10_20_05.csv.gz
294,/srv/data/twitter_geography/2018/geography_2018_10_20_06.csv.gz
295,/srv/data/twitter_geography/2018/geography_2018_10_20_07.csv.gz
296,/srv/data/twitter_geography/2018/geography_2018_10_20_08.csv.gz
297,/srv/data/twitter_geography/2018/geography_2018_10_20_09.csv.gz
298,/srv/data/twitter_geography/2018/geography_2018_10_20_10.csv.gz
299,/srv/data/twitter_geography/2018/geography_2018_10_20_11.csv.gz
300,/srv/data/twitter_geography/2018/geography_2018_10_20_12.csv.gz
301,/srv/data/twitter_geography/2018/geography_2018_10_20_13.csv.gz
302,/srv/data/twitter_geography/2018/geography_2018_10_20_14.csv.gz
303,/srv/data/twitter_geography/2018/geography_2018_10_20_15.csv.gz
304,/srv/data/twitter_geography/2018/geography_2018_10_20_16.csv.gz
305,/srv/data/twitter_geography/2018/geography_2018_10_20_17.csv.gz
306,/srv/data/twitter_geography/2018/geography_2018_10_20_18.csv.gz
307,/srv/data/twitter_geography/2018/geography_2018_10_20_19.csv.gz
308,/srv/data/twitter_geography/2018/geography_2018_10_20_20.csv.gz
309,/srv/data/twitter_geography/2018/geography_2018_10_20_21.csv.gz
310,/srv/data/twitter_geography/2018/geography_2018_10_20_22.csv.gz
311,/srv/data/twitter_geography/2018/geography_2018_10_20_23.csv.gz
312,/srv/data/twitter_geography/2018/geography_2018_10_21_00.csv.gz
313,/srv/data/twitter_geography/2018/geography_2018_10_21_01.csv.gz
314,/srv/data/twitter_geography/2018/geography_2018_10_21_02.csv.gz
315,/srv/data/twitter_geography/2018/geography_2018_10_21_03.csv.gz
316,/srv/data/twitter_geography/2018/geography_2018_10_21_04.csv.gz
317,/srv/data/twitter_geography/2018/geography_2018_10_21_05.csv.gz
318,/srv/data/twitter_geography/2018/geography_2018_10_21_06.csv.gz
319,/srv/data/twitter_geography/2018/geography_2018_10_21_07.csv.gz
320,/srv/data/twitter_geography/2018/geography_2018_10_21_08.csv.gz
321,/srv/data/twitter_geography/2018/geography_2018_10_21_09.csv.gz
322,/srv/data/twitter_geography/2018/geography_2018_10_21_10.csv.gz
323,/srv/data/twitter_geography/2018/geography_2018_10_21_11.csv.gz
324,/srv/data/twitter_geography/2018/geography_2018_10_21_12.csv.gz
325,/srv/data/twitter_geography/2018/geography_2018_10_21_13.csv.gz
326,/srv/data/twitter_geography/2018/geography_2018_10_21_14.csv.gz
327,/srv/data/twitter_geography/2018/geography_2018_10_21_15.csv.gz
328,/srv/data/twitter_geography/2018/geography_2018_10_21_16.csv.gz
329,/srv/data/twitter_geography/2018/geography_2018_10_21_17.csv.gz
330,/srv/data/twitter_geography/2018/geography_2018_10_21_18.csv.gz
331,/srv/data/twitter_geography/2018/geography_2018_10_21_19.csv.gz
332,/srv/data/twitter_geography/2018/geography_2018_10_21_20.csv.gz
333,/srv/data/twitter_geography/2018/geography_2018_10_21_21.csv.gz
334,/srv/data/twitter_geography/2018/geography_2018_10_21_22.csv.gz
335,/srv/data/twitter_geography/2018/geography_2018_10_21_23.csv.gz
336,/srv/data/twitter_geography/2018/geography_2018_10_22_00.csv.gz
337,/srv/data/twitter_geography/2018/geography_2018_10_22_01.csv.gz
338,/srv/data/twitter_geography/2018/geography_2018_10_22_02.csv.gz
339,/srv/data/twitter_geography/2018/geography_2018_10_22_03.csv.gz
340,/srv/data/twitter_geography/2018/geography_2018_10_22_04.csv.gz
341,/srv/data/twitter_geography/2018/geography_2018_10_22_05.csv.gz
342,/srv/data/twitter_geography/2018/geography_2018_10_22_06.csv.gz
343,/srv/data/twitter_geography/2018/geography_2018_10_22_07.csv.gz
344,/srv/data/twitter_geography/2018/geography_2018_10_22_08.csv.gz
345,/srv/data/twitter_geography/2018/geography_2018_10_22_09.csv.gz
346,/srv/data/twitter_geography/2018/geography_2018_10_22_10.csv.gz
347,/srv/data/twitter_geography/2018/geography_2018_10_22_11.csv.gz
348,/srv/data/twitter_geography/2018/geography_2018_10_22_12.csv.gz
349,/srv/data/twitter_geography/2018/geography_2018_10_22_13.csv.gz
350,/srv/data/twitter_geography/2018/geography_2018_10_22_14.csv.gz
351,/srv/data/twitter_geography/2018/geography_2018_10_22_15.csv.gz
352,/srv/data/twitter_geography/2018/geography_2018_10_22_16.csv.gz
353,/srv/data/twitter_geography/2018/geography_2018_10_22_17.csv.gz
354,/srv/data/twitter_geography/2018/geography_2018_10_22_18.csv.gz
355,/srv/data/twitter_geography/2018/geography_2018_10_22_19.csv.gz
356,/srv/data/twitter_geography/2018/geography_2018_10_22_20.csv.gz
357,/srv/data/twitter_geography/2018/geography_2018_10_22_21.csv.gz
358,/srv/data/twitter_geography/2018/geography_2018_10_22_22.csv.gz
359,/srv/data/twitter_geography/2018/geography_2018_10_22_23.csv.gz
360,/srv/data/twitter_geography/2018/geography_2018_10_23_00.csv.gz
361,/srv/data/twitter_geography/2018/geography_2018_10_23_01.csv.gz
362,/srv/data/twitter_geography/2018/geography_2018_10_23_02.csv.gz
363,/srv/data/twitter_geography/2018/geography_2018_10_23_03.csv.gz
364,/srv/data/twitter_geography/2018/geography_2018_10_23_04.csv.gz
365,/srv/data/twitter_geography/2018/geography_2018_10_23_05.csv.gz
366,/srv/data/twitter_geography/2018/geography_2018_10_23_06.csv.gz
367,/srv/data/twitter_geography/2018/geography_2018_10_23_07.csv.gz
368,/srv/data/twitter_geography/2018/geography_2018_10_23_08.csv.gz
369,/srv/data/twitter_geography/2018/geography_2018_10_23_09.csv.gz
370,/srv/data/twitter_geography/2018/geography_2018_10_23_10.csv.gz
371,/srv/data/twitter_geography/2018/geography_2018_10_23_11.csv.gz
372,/srv/data/twitter_geography/2018/geography_2018_10_23_12.csv.gz
373,/srv/data/twitter_geography/2018/geography_2018_10_23_13.csv.gz
374,/srv/data/twitter_geography/2018/geography_2018_10_23_14.csv.gz
375,/srv/data/twitter_geography/2018/geography_2018_10_23_15.csv.gz
376,/srv/data/twitter_geography/2018/geography_2018_10_23_16.csv.gz
377,/srv/data/twitter_geography/2018/geography_2018_10_23_17.csv.gz
378,/srv/data/twitter_geography/2018/geography_2018_10_23_18.csv.gz
379,/srv/data/twitter_geography/2018/geography_2018_10_23_19.csv.gz
380,/srv/data/twitter_geography/2018/geography_2018_10_23_20.csv.gz
381,/srv/data/twitter_geography/2018/geography_2018_10_23_21.csv.gz
382,/srv/data/twitter_geography/2018/geography_2018_10_23_22.csv.gz
383,/srv/data/twitter_geography/2018/geography_2018_10_23_23.csv.gz
384,/srv/data/twitter_geography/2018/geography_2018_10_24_00.csv.gz
385,/srv/data/twitter_geography/2018/geography_2018_10_24_01.csv.gz
386,/srv/data/twitter_geography/2018/geography_2018_10_24_02.csv.gz
387,/srv/data/twitter_geography/2018/geography_2018_10_24_03.csv.gz
