,missing_files
24,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_02_23.csv.gz
25,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_03_23.csv.gz
26,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_04_23.csv.gz
27,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_05_23.csv.gz
28,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_06_23.csv.gz
29,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_07_23.csv.gz
30,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_08_23.csv.gz
31,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_09_23.csv.gz
32,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_10_23.csv.gz
33,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_11_23.csv.gz
34,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_12_23.csv.gz
35,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_13_23.csv.gz
36,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_14_23.csv.gz
37,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_15_23.csv.gz
38,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_16_23.csv.gz
39,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_17_23.csv.gz
40,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_18_23.csv.gz
41,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_19_23.csv.gz
42,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_20_23.csv.gz
43,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_21_23.csv.gz
44,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_22_23.csv.gz
45,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_24_23.csv.gz
46,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_25_23.csv.gz
47,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_27_23.csv.gz
48,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_28_23.csv.gz
49,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_29_23.csv.gz
50,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_30_23.csv.gz
51,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_01_23.csv.gz
52,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_02_23.csv.gz
53,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_03_23.csv.gz
54,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_04_23.csv.gz
55,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_05_23.csv.gz
56,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_06_23.csv.gz
57,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_07_23.csv.gz
58,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_08_23.csv.gz
59,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_10_23.csv.gz
60,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_11_23.csv.gz
61,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_12_23.csv.gz
62,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_13_23.csv.gz
63,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_14_23.csv.gz
64,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_15_23.csv.gz
65,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_16_23.csv.gz
66,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_17_23.csv.gz
67,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_18_23.csv.gz
68,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_19_23.csv.gz
69,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_20_23.csv.gz
70,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_21_23.csv.gz
71,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_22_23.csv.gz
72,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_23_23.csv.gz
73,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_24_23.csv.gz
74,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_25_23.csv.gz
75,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_26_23.csv.gz
76,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_27_23.csv.gz
77,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_28_23.csv.gz
78,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_29_23.csv.gz
79,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_30_23.csv.gz
80,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_31_23.csv.gz
81,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_01_23.csv.gz
82,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_02_23.csv.gz
83,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_03_23.csv.gz
84,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_04_23.csv.gz
85,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_05_23.csv.gz
86,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_06_23.csv.gz
87,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_07_23.csv.gz
88,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_08_23.csv.gz
89,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_09_23.csv.gz
90,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_10_23.csv.gz
91,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_11_23.csv.gz
92,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_12_23.csv.gz
93,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_13_23.csv.gz
94,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_14_23.csv.gz
95,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_15_23.csv.gz
96,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_16_23.csv.gz
97,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_17_23.csv.gz
98,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_18_23.csv.gz
99,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_19_23.csv.gz
100,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_20_23.csv.gz
101,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_21_23.csv.gz
102,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_22_23.csv.gz
103,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_23_23.csv.gz
104,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_24_23.csv.gz
105,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_25_23.csv.gz
106,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_26_23.csv.gz
107,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_27_23.csv.gz
108,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_16.csv.gz
109,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_17.csv.gz
110,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_18.csv.gz
111,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_19.csv.gz
112,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_20.csv.gz
113,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_21.csv.gz
114,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_22.csv.gz
115,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_28_23.csv.gz
116,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_29_23.csv.gz
117,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_30_23.csv.gz
118,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_31_23.csv.gz
119,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_01_09.csv.gz
120,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_01_23.csv.gz
121,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_02_23.csv.gz
122,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_03_23.csv.gz
123,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_04_23.csv.gz
124,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_05_23.csv.gz
125,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_06_23.csv.gz
126,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_07_23.csv.gz
127,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_08_23.csv.gz
128,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_09_23.csv.gz
129,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_11_23.csv.gz
130,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_16.csv.gz
131,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_17.csv.gz
132,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_18.csv.gz
133,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_19.csv.gz
134,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_20.csv.gz
135,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_21.csv.gz
136,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_22.csv.gz
137,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_12_23.csv.gz
138,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_16.csv.gz
139,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_17.csv.gz
140,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_18.csv.gz
141,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_19.csv.gz
142,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_20.csv.gz
143,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_21.csv.gz
144,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_22.csv.gz
145,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_13_23.csv.gz
146,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_14_23.csv.gz
147,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_13.csv.gz
148,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_14.csv.gz
149,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_15.csv.gz
150,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_16.csv.gz
151,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_17.csv.gz
152,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_18.csv.gz
153,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_19.csv.gz
154,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_20.csv.gz
155,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_21.csv.gz
156,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_22.csv.gz
157,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_15_23.csv.gz
158,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_16_23.csv.gz
159,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_17_23.csv.gz
160,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_18_23.csv.gz
161,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_19_23.csv.gz
162,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_20_23.csv.gz
163,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_21_23.csv.gz
164,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_22_23.csv.gz
165,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_23_23.csv.gz
166,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_24_23.csv.gz
167,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_25_23.csv.gz
168,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_26_23.csv.gz
169,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_27_22.csv.gz
170,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_27_23.csv.gz
171,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_28_23.csv.gz
172,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_29_23.csv.gz
173,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_9_30_23.csv.gz
174,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_01_20.csv.gz
175,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_01_23.csv.gz
176,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_02_23.csv.gz
177,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_03_23.csv.gz
178,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_04_23.csv.gz
179,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_05_23.csv.gz
180,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_06_23.csv.gz
181,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_07_23.csv.gz
182,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_08_23.csv.gz
183,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_09_23.csv.gz
184,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_10_23.csv.gz
185,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_11_22.csv.gz
186,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_11_23.csv.gz
187,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_12_23.csv.gz
188,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_13_23.csv.gz
189,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_14_23.csv.gz
190,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_15_22.csv.gz
191,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_15_23.csv.gz
192,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_16_23.csv.gz
193,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_17_23.csv.gz
194,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_18_22.csv.gz
195,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_18_23.csv.gz
196,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_19_23.csv.gz
197,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_20_23.csv.gz
198,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_21_23.csv.gz
199,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_22_23.csv.gz
200,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_23_23.csv.gz
201,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_24_23.csv.gz
202,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_10_25_23.csv.gz
203,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_01_23.csv.gz
204,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_08.csv.gz
205,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_09.csv.gz
206,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_10.csv.gz
207,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_11.csv.gz
208,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_12.csv.gz
209,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_13.csv.gz
210,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_14.csv.gz
211,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_15.csv.gz
212,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_16.csv.gz
213,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_17.csv.gz
214,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_18.csv.gz
215,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_19.csv.gz
216,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_20.csv.gz
217,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_21.csv.gz
218,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_22.csv.gz
219,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_05_23.csv.gz
220,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_08_23.csv.gz
221,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_15_23.csv.gz
222,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_22_23.csv.gz
223,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_11_29_23.csv.gz
224,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_12_06_23.csv.gz
225,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_12_13_23.csv.gz
226,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_12_20_23.csv.gz
227,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_12_27_23.csv.gz
