,corrupted_files
27,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_12.csv.gz
28,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_13.csv.gz
29,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_14.csv.gz
30,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_15.csv.gz
31,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_16.csv.gz
32,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_01_17.csv.gz
33,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_02_00.csv.gz
34,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_02_03.csv.gz
35,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_02_05.csv.gz
36,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_02_20.csv.gz
37,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_02_21.csv.gz
38,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_04.csv.gz
39,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_08.csv.gz
40,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_14.csv.gz
41,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_15.csv.gz
42,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_22.csv.gz
43,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_03_23.csv.gz
44,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_00.csv.gz
45,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_01.csv.gz
46,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_02.csv.gz
47,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_04.csv.gz
48,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_07.csv.gz
49,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_10.csv.gz
50,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_11.csv.gz
51,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_13.csv.gz
52,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_14.csv.gz
53,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_15.csv.gz
54,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_16.csv.gz
55,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_04_23.csv.gz
56,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_05_07.csv.gz
57,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_05_21.csv.gz
58,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_05_22.csv.gz
59,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_01.csv.gz
60,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_02.csv.gz
61,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_03.csv.gz
62,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_07.csv.gz
63,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_11.csv.gz
64,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_18.csv.gz
65,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_19.csv.gz
66,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_21.csv.gz
67,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_06_23.csv.gz
68,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_00.csv.gz
69,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_03.csv.gz
70,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_05.csv.gz
71,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_06.csv.gz
72,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_07.csv.gz
73,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_11.csv.gz
74,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_16.csv.gz
75,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_18.csv.gz
76,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_20.csv.gz
77,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_22.csv.gz
78,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_07_23.csv.gz
79,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_05.csv.gz
80,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_07.csv.gz
81,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_15.csv.gz
82,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_18.csv.gz
83,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_21.csv.gz
84,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_22.csv.gz
85,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_08_23.csv.gz
86,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_00.csv.gz
87,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_03.csv.gz
88,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_06.csv.gz
89,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_09.csv.gz
90,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_10.csv.gz
91,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_13.csv.gz
92,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_19.csv.gz
93,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_20.csv.gz
94,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_21.csv.gz
95,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_09_23.csv.gz
96,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_00.csv.gz
97,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_02.csv.gz
98,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_05.csv.gz
99,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_07.csv.gz
100,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_10.csv.gz
101,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_12.csv.gz
102,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_14.csv.gz
103,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_17.csv.gz
104,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_18.csv.gz
105,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_19.csv.gz
106,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_10_22.csv.gz
107,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_01.csv.gz
108,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_02.csv.gz
109,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_06.csv.gz
110,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_13.csv.gz
111,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_14.csv.gz
112,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_15.csv.gz
113,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_18.csv.gz
114,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_19.csv.gz
115,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_21.csv.gz
116,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_11_23.csv.gz
117,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_00.csv.gz
118,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_03.csv.gz
119,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_05.csv.gz
120,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_08.csv.gz
121,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_10.csv.gz
122,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_11.csv.gz
123,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_12.csv.gz
124,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_13.csv.gz
125,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_15.csv.gz
126,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_17.csv.gz
127,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_18.csv.gz
128,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_19.csv.gz
129,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_21.csv.gz
130,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_12_22.csv.gz
131,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_00.csv.gz
132,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_01.csv.gz
133,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_02.csv.gz
134,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_09.csv.gz
135,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_14.csv.gz
136,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_15.csv.gz
137,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_19.csv.gz
138,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_13_21.csv.gz
139,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_01.csv.gz
140,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_03.csv.gz
141,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_08.csv.gz
142,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_11.csv.gz
143,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_12.csv.gz
144,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_14.csv.gz
145,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_15.csv.gz
146,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_18.csv.gz
147,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_20.csv.gz
148,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_14_22.csv.gz
149,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_00.csv.gz
150,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_02.csv.gz
151,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_05.csv.gz
152,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_06.csv.gz
153,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_08.csv.gz
154,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_09.csv.gz
155,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_12.csv.gz
156,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_17.csv.gz
157,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_19.csv.gz
158,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_15_21.csv.gz
159,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_00.csv.gz
160,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_01.csv.gz
161,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_02.csv.gz
162,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_03.csv.gz
163,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_04.csv.gz
164,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_05.csv.gz
165,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_12.csv.gz
166,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_13.csv.gz
167,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_16.csv.gz
168,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_17.csv.gz
169,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_20.csv.gz
170,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_21.csv.gz
171,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_16_22.csv.gz
172,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_01.csv.gz
173,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_03.csv.gz
174,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_12.csv.gz
175,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_13.csv.gz
176,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_14.csv.gz
177,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_18.csv.gz
178,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_19.csv.gz
179,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_20.csv.gz
180,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_21.csv.gz
181,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_22.csv.gz
182,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_17_23.csv.gz
183,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_00.csv.gz
184,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_02.csv.gz
185,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_03.csv.gz
186,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_05.csv.gz
187,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_08.csv.gz
188,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_14.csv.gz
189,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_15.csv.gz
190,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_16.csv.gz
191,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_18.csv.gz
192,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_19.csv.gz
193,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_20.csv.gz
194,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_22.csv.gz
195,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_18_23.csv.gz
196,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_00.csv.gz
197,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_02.csv.gz
198,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_05.csv.gz
199,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_07.csv.gz
200,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_09.csv.gz
201,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_11.csv.gz
202,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_12.csv.gz
203,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_14.csv.gz
204,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_16.csv.gz
205,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_22.csv.gz
206,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_19_23.csv.gz
207,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_00.csv.gz
208,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_01.csv.gz
209,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_02.csv.gz
210,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_09.csv.gz
211,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_12.csv.gz
212,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_13.csv.gz
213,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_16.csv.gz
214,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_19.csv.gz
215,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_21.csv.gz
216,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_20_22.csv.gz
217,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_00.csv.gz
218,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_01.csv.gz
219,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_02.csv.gz
220,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_04.csv.gz
221,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_05.csv.gz
222,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_08.csv.gz
223,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_10.csv.gz
224,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_12.csv.gz
225,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_14.csv.gz
226,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_17.csv.gz
227,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_18.csv.gz
228,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_20.csv.gz
229,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_21_21.csv.gz
230,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_00.csv.gz
231,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_01.csv.gz
232,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_02.csv.gz
233,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_08.csv.gz
234,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_09.csv.gz
235,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_15.csv.gz
236,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_18.csv.gz
237,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_19.csv.gz
238,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_20.csv.gz
239,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_21.csv.gz
240,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_22.csv.gz
241,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_22_23.csv.gz
242,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_02.csv.gz
243,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_07.csv.gz
244,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_11.csv.gz
245,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_13.csv.gz
246,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_15.csv.gz
247,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_16.csv.gz
248,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_17.csv.gz
249,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_18.csv.gz
250,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_19.csv.gz
251,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_20.csv.gz
252,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_21.csv.gz
253,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_23_23.csv.gz
254,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_00.csv.gz
255,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_02.csv.gz
256,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_09.csv.gz
257,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_10.csv.gz
258,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_11.csv.gz
259,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_12.csv.gz
260,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_13.csv.gz
261,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_15.csv.gz
262,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_17.csv.gz
263,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_19.csv.gz
264,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_20.csv.gz
265,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_21.csv.gz
266,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_22.csv.gz
267,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_24_23.csv.gz
268,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_00.csv.gz
269,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_01.csv.gz
270,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_02.csv.gz
271,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_03.csv.gz
272,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_04.csv.gz
273,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_05.csv.gz
274,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_06.csv.gz
275,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_07.csv.gz
276,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_08.csv.gz
277,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_09.csv.gz
278,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_11.csv.gz
279,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_12.csv.gz
280,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_15.csv.gz
281,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_17.csv.gz
282,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_18.csv.gz
283,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_19.csv.gz
284,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_20.csv.gz
285,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_21.csv.gz
286,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_22.csv.gz
287,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_25_23.csv.gz
288,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_05.csv.gz
289,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_06.csv.gz
290,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_08.csv.gz
291,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_10.csv.gz
292,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_11.csv.gz
293,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_12.csv.gz
294,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_14.csv.gz
295,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_16.csv.gz
296,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_17.csv.gz
297,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_18.csv.gz
298,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_19.csv.gz
299,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_20.csv.gz
300,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_21.csv.gz
301,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_22.csv.gz
302,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_26_23.csv.gz
303,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_00.csv.gz
304,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_02.csv.gz
305,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_04.csv.gz
306,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_05.csv.gz
307,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_08.csv.gz
308,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_09.csv.gz
309,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_10.csv.gz
310,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_11.csv.gz
311,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_12.csv.gz
312,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_13.csv.gz
313,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_14.csv.gz
314,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_15.csv.gz
315,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_16.csv.gz
316,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_17.csv.gz
317,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_19.csv.gz
318,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_20.csv.gz
319,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_21.csv.gz
320,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_27_22.csv.gz
321,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_28_00.csv.gz
322,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_28_03.csv.gz
323,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_28_04.csv.gz
324,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_4_28_06.csv.gz
