,corrupted_files
67,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_12_08.csv.gz
68,/srv/data/twitter_geography/2012/geography_2012_1_12_09.csv.gz
69,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_12_09.csv.gz
70,/srv/data/twitter_geography/2012/geography_2012_1_12_10.csv.gz
71,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_12_10.csv.gz
72,/srv/data/twitter_geography/2012/geography_2012_1_13_07.csv.gz
73,/srv/data/twitter_geography/2012/geography_2012_1_13_08.csv.gz
74,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_13_08.csv.gz
75,/srv/data/twitter_geography/2012/geography_2012_1_13_09.csv.gz
76,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_13_09.csv.gz
77,/srv/data/twitter_geography/2012/geography_2012_1_13_10.csv.gz
78,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_13_10.csv.gz
79,/srv/data/twitter_geography/2012/geography_2012_1_14_08.csv.gz
80,/srv/data/twitter_geography/2012/geography_2012_1_14_09.csv.gz
81,/srv/data/twitter_geography/2012/geography_2012_1_14_10.csv.gz
82,/srv/data/twitter_geography/2012/geography_2012_1_15_08.csv.gz
83,/srv/data/twitter_geography/2012/geography_2012_1_15_09.csv.gz
84,/srv/data/twitter_geography/2012/geography_2012_1_16_09.csv.gz
85,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_16_09.csv.gz
86,/srv/data/twitter_geography/2012/geography_2012_1_16_10.csv.gz
87,/srv/data/twitter_geography/2012/geography_2012_1_16_11.csv.gz
88,/srv/data/twitter_geography/2012/geography_2012_1_17_08.csv.gz
89,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_17_08.csv.gz
90,/srv/data/twitter_geography/2012/geography_2012_1_17_09.csv.gz
91,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_17_09.csv.gz
92,/srv/data/twitter_geography/2012/geography_2012_1_17_10.csv.gz
93,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_17_10.csv.gz
94,/srv/data/twitter_geography/2012/geography_2012_1_17_21.csv.gz
95,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_17_21.csv.gz
96,/srv/data/twitter_geography/2012/geography_2012_1_18_08.csv.gz
97,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_18_08.csv.gz
98,/srv/data/twitter_geography/2012/geography_2012_1_18_09.csv.gz
99,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_18_09.csv.gz
100,/srv/data/twitter_geography/2012/geography_2012_1_18_10.csv.gz
101,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_18_10.csv.gz
102,/srv/data/twitter_geography/2012/geography_2012_1_19_08.csv.gz
103,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_19_08.csv.gz
104,/srv/data/twitter_geography/2012/geography_2012_1_19_09.csv.gz
105,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_19_09.csv.gz
106,/srv/data/twitter_geography/2012/geography_2012_1_19_10.csv.gz
107,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_19_10.csv.gz
108,/srv/data/twitter_geography/2012/geography_2012_1_20_08.csv.gz
109,/srv/data/twitter_geography/2012/geography_2012_1_20_09.csv.gz
110,/srv/data/twitter_geography/2012/geography_2012_1_20_10.csv.gz
111,/srv/data/twitter_geography/2012/geography_2012_1_21_08.csv.gz
112,/srv/data/twitter_geography/2012/geography_2012_1_22_08.csv.gz
113,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_22_08.csv.gz
114,/srv/data/twitter_geography/2012/geography_2012_1_23_08.csv.gz
115,/srv/data/twitter_geography/2012/geography_2012_1_23_09.csv.gz
116,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_23_09.csv.gz
117,/srv/data/twitter_geography/2012/geography_2012_1_23_10.csv.gz
118,/srv/data/twitter_geography/2012/geography_2012_1_23_11.csv.gz
119,/srv/data/twitter_geography/2012/geography_2012_1_24_08.csv.gz
120,/srv/data/twitter_geography/2012/geography_2012_1_24_09.csv.gz
121,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_24_09.csv.gz
122,/srv/data/twitter_geography/2012/geography_2012_1_24_10.csv.gz
123,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_24_10.csv.gz
124,/srv/data/twitter_geography/2012/geography_2012_1_25_09.csv.gz
125,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_25_09.csv.gz
126,/srv/data/twitter_geography/2012/geography_2012_1_26_08.csv.gz
127,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_26_08.csv.gz
128,/srv/data/twitter_geography/2012/geography_2012_1_26_09.csv.gz
129,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_26_09.csv.gz
130,/srv/data/twitter_geography/2012/geography_2012_1_26_10.csv.gz
131,/srv/data/twitter_geography/2012/geography_2012_1_27_08.csv.gz
132,/srv/data/twitter_geography/2012/geography_2012_1_27_09.csv.gz
133,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_27_09.csv.gz
134,/srv/data/twitter_geography/2012/geography_2012_1_28_07.csv.gz
135,/srv/data/twitter_geography/2012/geography_2012_1_29_09.csv.gz
136,/srv/data/twitter_geography/2012/geography_2012_1_30_08.csv.gz
137,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_30_08.csv.gz
138,/srv/data/twitter_geography/2012/geography_2012_1_30_09.csv.gz
139,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_30_09.csv.gz
140,/srv/data/twitter_geography/2012/geography_2012_1_30_10.csv.gz
141,/srv/data/twitter_geography/2012/geography_2012_1_30_11.csv.gz
142,/srv/data/twitter_geography/2012/geography_2012_1_31_07.csv.gz
143,/srv/data/twitter_geography/2012/geography_2012_1_31_08.csv.gz
144,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_31_08.csv.gz
145,/srv/data/twitter_geography/2012/geography_2012_1_31_09.csv.gz
146,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_31_09.csv.gz
147,/srv/data/twitter_geography/2012/geography_2012_1_31_10.csv.gz
148,/srv/data/twitter_sentiment/2012/bert_sentiment_2012_1_31_10.csv.gz
